Time,DNI,GHI,Temp
0.0,-1.62568133969,0.0,-8.04028041526
30.0,0.0741471829207,0.0,-9.02497017455
60.0,2.64969400909,0.0,-9.1593712881
90.0,5.36198758832,0.0,-8.93707518137
120.0,4.51609094244,0.0,-8.95873845584
150.0,4.37646818803,0.0,-8.51115457374
180.0,6.23961955487,0.0,-4.87673309016
210.0,6.58451893818,0.0,-2.82663949515
240.0,56.3569933264,0.0,-1.5511103845
270.0,5.52515181575,0.0,-0.193383328971
300.0,6.99810559324,0.0,1.6999192278
330.0,3.71343682747,0.0,2.39841475203
360.0,0.984804988857,0.0,3.85428088298
390.0,1.15727785652,0.0,4.38518759024
420.0,831.506741889,67.6199503263,2.81790782712
450.0,-2.212923299,0.0,8.08927652196
480.0,-0.856593611582,0.0,8.43764285618
510.0,4.52305998545,0.0,9.77297309571
540.0,0.989635106838,0.0,11.2121454951
570.0,4.74106912491,0.0,11.5466841964
600.0,1.13367115732,0.0,11.9991397156
630.0,1.26360708649,0.0,12.3005273366
660.0,1.51761327747,0.0,12.80815554
690.0,-1.14041329177,0.0,12.6377544181
720.0,-1.94177558874,0.0,13.1269175286
750.0,1.03310197508,0.0,13.0070799306
780.0,0.571406486768,0.0,12.9769129673
810.0,-0.352172484054,0.0,12.0740744429
840.0,3.05879166707,0.0,11.4192373101
870.0,3.01183093565,0.0,11.098996933
900.0,3.31694989213,0.0,10.5769200581
930.0,4.25858179145,0.0,9.17216645484
960.0,2.27608991662,0.0,8.84633520623
990.0,907.448226293,99.092768806,9.65123724817
1020.0,1.02306149804,0.0,7.17831132689
1050.0,-0.450984536666,0.0,6.94886635003
1080.0,-1.75023375716,0.0,6.41363563858
1110.0,-1.68058068376,0.0,5.14587316813
1140.0,-5.7106693703,0.0,3.64271267334
1170.0,-0.9215598563,0.0,2.05909100939
1200.0,-1.91962484837,0.0,1.57374633194
1230.0,-2.32031222495,0.0,1.95127906027
1260.0,-99.3133260376,0.0,0.52220867588
1290.0,-123.232796507,0.0,-0.274586340925
1320.0,-9.6779927953,0.0,-1.38220781803
1350.0,-3.19253170275,0.0,-2.84295630301
1380.0,-1.46046784175,0.0,-4.82345182262
1410.0,0.280217691148,0.0,-4.32629160421
1440.0,0.0251076144344,0.0,-6.6698646952
1470.0,-4.81309337704,0.0,-6.22145344317
1500.0,-1.01535530298,0.0,-8.60517243868
1530.0,-0.325652179681,0.0,-6.87848484717
1560.0,2.44088784357,0.0,-5.89497542928
1590.0,2.64354734799,0.0,-4.56745816403
1620.0,4.88958735688,0.0,-4.15957201622
1650.0,0.954112431779,0.0,0.029518861531
1680.0,1.27514633486,0.0,1.93039868539
1710.0,0.431108499285,0.0,3.14326812776
1740.0,1.05912527948,0.0,5.38252294665
1770.0,2.33216533519,0.0,8.39897776639
1800.0,15.7213464995,0.0,11.4949312709
1830.0,10.9007649887,0.0,13.1667173825
1860.0,967.949031274,754.123198751,4.19441470599
1890.0,2.2673773114,0.0,16.1048396959
1920.0,44.1849177877,0.0,17.0191217905
1950.0,12.3685320718,0.0,19.6094183909
1980.0,3.6969648829,0.0,19.8380231972
2010.0,2.8548139393,0.0,22.297315962
2040.0,5.06221752554,0.0,21.9181609503
2070.0,4.83327778952,0.0,22.7787930997
2100.0,-0.694570822514,0.0,22.4020443086
2130.0,-1.25073807869,0.0,22.950953349
2160.0,-0.550702045458,0.0,22.4113543284
2190.0,-0.883118687823,0.0,23.312120779
2220.0,1.68567764972,0.0,23.2813414708
2250.0,2.23463085181,0.0,21.8962552474
2280.0,861.599487631,132.178061135,12.1565729483
2310.0,946.519002146,122.413374651,12.8106549783
2340.0,991.845028533,830.863930223,13.4760116045
2370.0,980.821775232,574.252217243,15.3930128716
2400.0,115.652522796,0.0,19.0857270946
2430.0,996.48561792,918.881301848,14.9351935514
2460.0,136.29331162,0.0,18.6394090485
2490.0,113.455937488,0.0,16.9683076053
2520.0,48.5609339563,0.0,15.2366194164
2550.0,66.5714567127,0.0,11.3975433789
2580.0,3.65552826564,0.0,11.1085446509
2610.0,5.52076448073,0.0,11.8452644935
2640.0,3.79272954946,0.0,11.8941615807
2670.0,2.69082755128,0.0,10.0394446944
2700.0,4.71666416358,0.0,9.34984982748
2730.0,3.74265246141,0.0,7.81864797622
2760.0,-0.0972126545075,0.0,7.95000173459
2790.0,4.92723941845,0.0,7.07141744376
2820.0,6.39706451833,0.0,6.8953824475
2850.0,5.41893278394,0.0,6.4449346365
2880.0,-0.338070247126,0.0,5.76866786804
2910.0,0.279822647561,0.0,5.5383143059
2940.0,-3.32731782222,0.0,5.37072309979
2970.0,-1.81652500608,0.0,5.49584933172
3000.0,-2.20114321828,0.0,6.44002521538
3030.0,-22.1998186081,0.0,7.46196925993
3060.0,-1.46923816885,0.0,8.2530519112
3090.0,0.459171089496,0.0,8.91564748522
3120.0,1.93314192529,0.0,9.43010680946
3150.0,2.73075749227,0.0,10.3746564285
3180.0,5.81968881168,0.0,10.8106979071
3210.0,93.5177233807,0.0,10.0603976483
3240.0,98.739743042,0.0,9.66049590998
3270.0,95.9396893722,0.0,10.1048445884
3300.0,983.939581973,920.695627709,11.4097037926
3330.0,57.3000215218,0.0,13.3971325688
3360.0,137.543458926,0.0,13.7732232428
3390.0,22.7182479637,0.0,13.6160031518
3420.0,35.1743376033,0.0,16.1239840419
3450.0,26.0690588224,0.0,14.7382113773
3480.0,37.7066293821,0.0,17.3012263351
3510.0,69.5827090567,0.0,18.4383973259
3540.0,73.4588888322,0.0,17.9765287427
3570.0,14.766093011,0.0,17.6034160998
3600.0,26.4564627389,0.0,17.1638857855
3630.0,4.03380125749,0.0,16.2673733332
3660.0,19.4159885446,0.0,16.4447139775
3690.0,23.6680179324,0.0,20.0829661816
3720.0,4.40429914543,0.0,21.72678801
3750.0,1.81649169411,0.0,24.7587200464
3780.0,66.3570840585,0.0,26.7685919089
3810.0,6.29518993036,0.0,25.5885904292
3840.0,6.08727301554,0.0,24.4401760113
3870.0,986.980928509,931.015691624,14.9309233596
3900.0,-0.176654541727,0.0,22.5549349999
3930.0,1.42032546795,0.0,21.6016031404
3960.0,-1.47310629493,0.0,20.3532572548
3990.0,-5.92722350841,0.0,19.8827964695
4020.0,-85.4443851999,0.0,19.4167695666
4050.0,-48.6039083874,0.0,17.2153582538
4080.0,-17.8776476829,0.0,14.6630783349
4110.0,0.59096873749,0.0,12.8155164211
4140.0,-7.07986245019,0.0,10.3189227466
4170.0,-2.04461343098,0.0,8.05019315646
4200.0,-1.46108659043,0.0,6.20844571011
4230.0,3.51898745034,0.0,2.99550658879
4260.0,-0.275998477925,0.0,2.37571776378
4290.0,-0.221763242984,0.0,0.375252458708
4320.0,-1.95474138831,0.0,-1.02421698618
4350.0,-1.88475112234,0.0,-2.81583756959
4380.0,-1.69874724082,0.0,-2.66298370096
4410.0,2.9133346574,0.0,-4.99934034534
4440.0,5.50766273611,0.0,-4.69271260168
4470.0,2.13852509304,0.0,-5.29831109731
4500.0,-1.90893293031,0.0,-5.3579507297
4530.0,-0.375281525379,0.0,-5.06131476575
4560.0,2.98727113912,0.0,-3.70593398165
4590.0,4.07315712438,0.0,-2.85680293875
4620.0,-0.15018483338,0.0,-2.34632265782
4650.0,-0.342342920838,0.0,-0.209011612983
4680.0,0.612661726184,0.0,1.12432110974
4710.0,4.80636919499,0.0,2.98148261135
4740.0,974.27738044,327.410613451,10.3253586085
4770.0,72.5381937786,0.0,5.06997582989
4800.0,45.2449123051,0.0,6.60918480098
4830.0,5.24243346568,0.0,7.79617903482
4860.0,4.79275639335,0.0,9.51256039606
4890.0,3.84839028086,0.0,10.5239823739
4920.0,12.7833044446,0.0,10.5641067759
4950.0,0.709540401281,0.0,11.5452439886
4980.0,922.177041259,763.767373638,17.7799879165
5010.0,952.386880162,370.974536006,17.934279083
5040.0,862.952181071,411.395047056,15.6830816246
5070.0,973.273590803,614.352440152,15.5376523401
5100.0,34.0923742591,0.0,11.7568569707
5130.0,4.56539800554,0.0,11.7827786087
5160.0,1.56401033041,0.0,11.4793959394
5190.0,4.23889718786,0.0,12.0533224916
5220.0,0.600432525505,0.0,12.2429337199
5250.0,-0.959005896235,0.0,12.7467799627
5280.0,3.68743969534,0.0,11.6059498673
5310.0,927.597656945,71.602285569,12.3890234544
5340.0,4.30265001257,0.0,10.1796905655
5370.0,3.47965270194,0.0,8.73334367136
5400.0,2.85679462492,0.0,7.88930906924
5430.0,5.6288425495,0.0,5.32147736246
5460.0,42.1799074924,0.0,2.72341716235
5490.0,3.7377558822,0.0,-0.845173554073
5520.0,2.69893063476,0.0,-3.17943162425
5550.0,3.17712563545,0.0,-4.09699178361
