Time,DNI,GHI,Temp
0.0,4.62460321361,0.0,-2.29817925513
30.0,17.8206115825,0.0,-4.46830033321
60.0,1.48001363224,0.0,-5.31616773843
90.0,-0.00708279239231,0.0,-5.0206845397
120.0,2.0382808432,0.0,-4.20828062031
150.0,2.73406751572,0.0,-4.26134273552
180.0,0.131232097701,0.0,-4.4744905681
210.0,3.75347846192,0.0,-3.74353766502
240.0,4.19959445661,0.0,-4.2706714867
270.0,3.78620941158,0.0,-2.14819441507
300.0,1.45953758114,0.0,-1.58597198356
330.0,2.76848486728,0.0,-0.926169740266
360.0,2.14425651939,0.0,0.362485071622
390.0,-1.04379458443,0.0,1.59545951154
420.0,1.68030715156,-90.6289505965,2.59085981897
450.0,70.7881818655,0.0,3.73521280865
480.0,145.409924903,0.0,4.61254375303
510.0,89.0236194216,0.0,5.61585817744
540.0,6.60946877559,0.0,6.39871818927
570.0,4.85439275269,0.0,6.75526590908
600.0,1.99548102723,0.0,7.36028518637
630.0,-0.220065611808,0.0,6.55805330129
660.0,4.67423871236,0.0,6.84781760025
690.0,5.63454126489,0.0,7.30464318466
720.0,4.39250585056,0.0,8.45845854354
750.0,68.9815012331,0.0,8.34875740055
780.0,19.3129297735,0.0,8.56183716907
810.0,66.6435675222,0.0,7.81423533076
840.0,1.93573667158,0.0,8.57032089865
870.0,3.04195896695,0.0,7.53362217898
900.0,4.80635904755,0.0,8.11480537252
930.0,2.44409332377,0.0,8.31817526008
960.0,4.16319555276,0.0,6.74494208488
990.0,5.97520690078,-49.157836936,5.46598885642
1020.0,99.4223830236,0.0,4.97100101917
1050.0,4.96360989704,0.0,3.40613786877
1080.0,53.886555256,0.0,2.95218611089
1110.0,5.06339280893,0.0,0.534448652173
1140.0,4.50467573469,0.0,-0.0452419697112
1170.0,0.479000302225,0.0,-1.55577473731
1200.0,-0.473517433546,0.0,-2.70909337603
1230.0,-0.532929235386,0.0,-4.27675047384
1260.0,0.0624814867058,0.0,-5.10643342827
1290.0,-0.355151506514,0.0,-5.74497091476
1320.0,2.8555959622,0.0,-5.9351746117
1350.0,69.428606857,0.0,-7.43639908788
1380.0,5.40295300143,0.0,-6.45288883661
1410.0,3.02815899024,0.0,-5.84907381834
1440.0,3.01451513515,0.0,-5.35724059879
1470.0,53.8570902567,0.0,-5.274706563
1500.0,72.6384065723,0.0,-5.72349863026
1530.0,82.5039875927,0.0,-5.73909347398
1560.0,41.2371190519,0.0,-7.24821549931
1590.0,0.615488201316,0.0,-8.2706760858
