Time,Temp,RH
0.0,1.05561006475,35.8342809019
30.0,2.22455838817,39.3565057513
60.0,0.917692635582,40.1979439662
90.0,1.44191371646,34.8038448983
120.0,1.60958014636,33.2625284759
150.0,0.889002473982,35.2343593618
180.0,0.877137126262,38.3075176826
210.0,0.540844258621,34.2388802855
240.0,1.84266452067,35.4877978706
270.0,1.76414647475,36.8661623813
300.0,2.94487734964,35.6733677909
330.0,1.90323368722,35.7951415424
360.0,3.36385193532,35.6800854606
390.0,3.79437875396,32.3649698317
420.0,3.74349517184,30.9461133499
450.0,4.83579732672,29.0412164409
480.0,6.92274235703,28.1443580777
510.0,8.95193472473,24.4796250802
540.0,9.68316090674,20.1003208084
570.0,11.6463780491,21.7213762337
600.0,12.0171617883,15.2360878836
630.0,12.5049650127,10.8059287099
660.0,13.4656177937,11.3254792565
690.0,12.6628352889,15.1566586708
720.0,12.8950487591,11.6493463381
750.0,12.5309266054,13.8337464023
780.0,13.6851052553,11.5197566594
810.0,12.4556422383,14.6499612987
840.0,12.6065433852,13.9781257335
870.0,12.0579421229,17.3323686421
900.0,10.4803719003,23.342509194
930.0,10.9545133209,30.8897022469
960.0,9.11947187998,31.3981169466
990.0,8.53257602804,32.9494680852
1020.0,7.35338130034,36.4103906145
1050.0,6.33288412513,38.0125570673
1080.0,6.60792593463,39.2841130739
1110.0,4.62977097618,30.8685907059
1140.0,3.18646109354,35.0491984013
1170.0,2.86180511477,44.1986791379
1200.0,2.61354243009,40.2646355765
1230.0,2.67410336579,35.4194173931
1260.0,3.67637914982,33.8507717397
1290.0,4.46790904756,34.6826338533
1320.0,6.10987893263,32.9713831399
1350.0,6.23039555556,31.6742469422
1380.0,5.99802684422,33.1138701835
1410.0,5.63660242101,32.5513810935
1440.0,5.66471336613,34.0430857071
1470.0,3.77875101779,34.0940624899
1500.0,3.88334057527,38.0273681668
1530.0,1.90072648313,40.9982728228
1560.0,2.09262852033,30.7638689821
1590.0,1.11631321849,40.7943290295
1620.0,2.06213968841,37.0736422629
1650.0,0.789498375761,39.5471749399
1680.0,0.381822504166,41.9727035227
1710.0,0.859299180447,40.0981213495
1740.0,2.37750473881,39.2332788062
1770.0,1.98982038225,38.3957428811
1800.0,4.05234075678,37.4216834777
1830.0,5.3353240414,35.0602779772
1860.0,5.9893912245,25.3977217183
1890.0,8.06757069713,26.1884932084
1920.0,8.53534147979,27.5326131969
1950.0,7.97792865156,24.6944795699
1980.0,8.23712704678,20.9177630226
2010.0,8.86071757848,17.0719540734
2040.0,10.4243732726,10.4079623655
2070.0,11.1724626079,12.6449169324
2100.0,12.3030146632,10.6194887735
2130.0,12.4803712539,7.5583200312
2160.0,15.012184903,0.00878636406792
2190.0,15.6330534125,-2.46958309237
2220.0,15.9778050424,-0.130778002297
2250.0,15.0809790012,-1.71564238499
2280.0,12.5851422422,3.42944274102
2310.0,12.1429144653,4.96494954673
2340.0,11.5178062308,7.07872512919
2370.0,11.4719951735,6.62908322923
2400.0,12.1786880411,9.34031878628
2430.0,10.5877443509,10.565913242
2460.0,9.64622646956,13.6896400792
2490.0,8.9957296958,20.1518060829
2520.0,9.10471511014,23.8929734304
2550.0,7.61886407257,26.4048428209
2580.0,7.89084303752,26.834663027
2610.0,8.05096054089,28.274191962
2640.0,7.96812530792,28.1036432709
2670.0,7.27042400229,30.007197161
2700.0,7.60137935724,23.680854223
2730.0,8.27525209592,24.7972293363
2760.0,9.13250089045,20.811699645
2790.0,8.20212862282,20.3271392803
2820.0,8.21363998949,17.5631259358
2850.0,7.61321798005,18.6975206542
2880.0,7.12861623669,22.7278256819
2910.0,6.79346123961,24.3443743073
2940.0,5.8438578725,28.1948710162
2970.0,4.85633763995,28.3960841876
3000.0,4.44431304541,25.6147401084
3030.0,4.58670016595,26.6845382356
3060.0,5.34933481846,26.9520754038
3090.0,4.25059713937,28.6036004199
3120.0,4.09901274478,27.6294153192
3150.0,2.98065472592,31.0642332308
3180.0,2.63666538641,26.337399174
3210.0,2.58721731405,19.8983472944
3240.0,2.18517068907,18.6260590339
3270.0,3.05662895284,17.0518112173
3300.0,4.80927163581,17.0594150552
3330.0,4.57465776826,14.7808709496
3360.0,5.79451153408,14.1622029464
3390.0,6.15134063148,13.5519624582
3420.0,6.79431504032,7.34083339609
3450.0,8.02591765646,4.779989667
