Time,Wind
0.0,0.606663082531
30.0,0.659825578705
60.0,0.862174402422
90.0,0.500086986357
120.0,0.976578133184
150.0,1.34550432442
180.0,0.819185937284
210.0,0.910305242876
240.0,1.07266272319
270.0,1.15060217782
300.0,1.43067899268
330.0,2.33087231565
360.0,1.95599887952
390.0,1.70633145886
420.0,2.65725968592
450.0,2.60991501633
480.0,2.56986071487
510.0,2.24986835862
540.0,2.10439226215
570.0,2.10282615399
600.0,1.66699771212
630.0,2.27152423792
660.0,2.27183176738
690.0,2.83785550262
720.0,2.83934606675
750.0,2.94326599329
780.0,2.50765187871
810.0,2.71996080329
840.0,3.65809999627
870.0,3.99080094615
900.0,3.04720912162
930.0,2.7928103183
960.0,1.93648824901
990.0,1.63569900901
1020.0,1.26272151132
1050.0,1.15159193962
1080.0,0.941433179423
1110.0,1.10247481048
1140.0,0.924044374941
1170.0,0.875913529501
1200.0,1.48775997514
1230.0,1.43838908434
1260.0,0.73299068088
1290.0,0.846165937706
1320.0,0.700435906796
1350.0,0.566255409528
1380.0,0.688054504854
1410.0,0.374994231238
1440.0,0.543176127823
1470.0,0.739514327547
1500.0,1.04217705821
1530.0,1.42359927647
1560.0,1.83653792334
1590.0,1.41483580045
1620.0,2.30182452467
1650.0,1.60782432558
1680.0,1.12733098915
1710.0,1.28052574314
1740.0,1.77904547901
1770.0,2.55007021061
1800.0,4.23451122188
1830.0,3.65626044453
1860.0,4.23584870709
1890.0,3.65505538529
1920.0,4.90277108143
1950.0,4.7951213797
1980.0,4.22080354058
2010.0,4.13560277847
2040.0,4.42584149515
2070.0,2.98410552488
2100.0,3.57693750781
2130.0,4.84774717843
2160.0,3.60059018331
2190.0,3.06645300816
2220.0,2.55609364517
2250.0,2.66098069185
2280.0,2.64680816073
2310.0,2.86612058654
2340.0,2.79723081168
2370.0,3.61977683732
2400.0,4.11674514279
2430.0,3.78663399975
2460.0,2.64749353719
2490.0,2.65471639975
2520.0,3.01740703647
2550.0,3.59541910501
2580.0,4.69573807717
2610.0,2.90126868078
2640.0,3.58887544845
2670.0,2.95643610323
2700.0,3.36999185813
2730.0,3.8963663281
2760.0,3.95737951684
2790.0,2.61042240976
2820.0,3.37951147006
2850.0,3.38447274065
2880.0,3.04330744498
2910.0,4.06705510412
2940.0,4.09413718799
2970.0,3.52833644166
3000.0,3.86706360159
3030.0,2.99066708404
3060.0,1.92669808354
3090.0,3.04008460705
3120.0,3.7348279725
3150.0,3.65814745422
3180.0,2.84658764479
3210.0,2.56131959203
3240.0,1.75954888246
3270.0,1.97976023896
3300.0,2.27791337886
3330.0,2.34794947382
3360.0,2.59951513997
3390.0,2.0671254368
3420.0,2.40577987184
3450.0,2.19611023604
3480.0,2.37146974994
3510.0,2.26369783246
3540.0,2.24256785404
3570.0,2.2539269578
3600.0,1.86779471844
3630.0,1.66895671395
3660.0,1.4806331295
3690.0,1.61309182997
3720.0,1.70182509619
3750.0,1.96456402135
3780.0,1.35444481159
3810.0,1.15984638941
3840.0,1.09132303816
3870.0,1.04793046168
3900.0,1.11913358806
3930.0,0.653433089915
3960.0,0.515683046824
3990.0,0.271180545445
4020.0,0.518160725375
4050.0,0.927584858828
4080.0,1.28042579011
4110.0,1.38368552866
4140.0,2.3678263387
4170.0,2.31965971673
4200.0,3.49465907228
4230.0,3.53732035856
4260.0,3.43735673328
4290.0,2.33761851611
4320.0,1.32251977587
4350.0,1.12775959403
4380.0,1.6716169721
4410.0,1.64552623669
4440.0,1.74581498281
4470.0,1.37633455814
4500.0,0.989230474717
4530.0,0.903972777677
4560.0,0.711393582733
4590.0,0.221216485734
4620.0,0.632050253839
4650.0,0.976692495697
4680.0,1.3398360379
4710.0,1.72882975773
4740.0,1.89996455817
4770.0,2.12419553445
4800.0,1.71971415116
4830.0,2.06488739022
4860.0,2.35924364783
4890.0,2.64219028316
4920.0,3.15095344293
4950.0,3.38992310596
4980.0,3.33199123395
5010.0,3.54102356014
5040.0,3.35447118212
5070.0,2.98329115846
5100.0,2.29703187487
5130.0,1.97292221443
5160.0,1.57405372936
5190.0,1.1107198103
5220.0,0.409611970182
5250.0,0.602368705163
5280.0,0.163817800769
5310.0,0.286285801563
5340.0,0.0158740000637
5370.0,-0.0332708218808
5400.0,-0.210410540242
5430.0,-0.963605146712
5460.0,-0.672735487401
5490.0,-0.433581347782
5520.0,-0.574438096567
5550.0,0.200105607711
5580.0,0.358718770818
5610.0,0.873955306976
5640.0,0.811266289689
5670.0,1.13135220507
5700.0,1.43213055778
5730.0,0.909107448269
5760.0,0.734538730346
5790.0,0.909526788809
5820.0,0.887064306554
5850.0,0.614535990222
5880.0,1.05276489917
5910.0,0.945426699622
5940.0,1.46830483141
5970.0,2.05245757543
6000.0,1.34662534892
6030.0,1.15937731993
6060.0,1.26575519824
6090.0,0.718459075451
6120.0,1.04175510434
6150.0,0.789831638402
6180.0,1.01202896956
6210.0,1.10957111666
6240.0,1.00327304832
6270.0,1.04798319655
6300.0,1.46691399964
6330.0,1.53452212914
6360.0,1.68756153229
6390.0,1.95219531207
6420.0,2.20149178269
6450.0,2.31311435715
