Time,DNI,GHI
0.0,3.27897692251,0.0
30.0,5.07357911472,0.0
60.0,132.003645085,0.0
90.0,189.276838076,0.0
120.0,59.41318627,0.0
150.0,47.8442792958,0.0
180.0,115.720319578,0.0
210.0,129.67271176,0.0
240.0,34.19347948,0.0
270.0,5.55712785656,0.0
300.0,93.9729740417,0.0
330.0,39.8814339727,0.0
360.0,100.051195351,0.0
390.0,3.78240646506,0.0
420.0,40.9670810489,24.8725796023
450.0,5.50980062131,0.0
480.0,2.16356724268,0.0
510.0,4.98320780817,0.0
540.0,4.63879614188,0.0
570.0,-0.858752744987,0.0
600.0,-2.26310983693,0.0
630.0,-51.3102150461,0.0
660.0,-65.6488586668,0.0
690.0,-26.6385711341,0.0
720.0,-11.5051170009,0.0
750.0,2.96198274584,0.0
780.0,5.15462424695,0.0
810.0,2.37618522316,0.0
840.0,4.46232394149,0.0
870.0,2.46697075385,0.0
900.0,4.80841983694,0.0
930.0,5.756017401,0.0
960.0,4.52078950604,0.0
990.0,69.3144068309,66.0972398416
1020.0,5.40013139409,0.0
1050.0,4.79655383135,0.0
1080.0,48.5205802341,0.0
1110.0,174.173826127,0.0
1140.0,2.82407885999,0.0
1170.0,4.71059017821,0.0
1200.0,5.96387186811,0.0
1230.0,1.82435289684,0.0
1260.0,21.6227148572,0.0
1290.0,5.96313653582,0.0
1320.0,92.2808073895,0.0
1350.0,116.625961899,0.0
1380.0,5.79427093504,0.0
1410.0,97.6721355964,0.0
1440.0,121.371063899,0.0
1470.0,18.3642862837,0.0
1500.0,3.36843880568,0.0
1530.0,2.13329070205,0.0
1560.0,-0.615843369769,0.0
1590.0,0.0557858144572,0.0
1620.0,0.720747923984,0.0
1650.0,1.14978644912,0.0
1680.0,-1.67285855,0.0
1710.0,-0.616945247751,0.0
1740.0,-1.0141059764,0.0
1770.0,0.454413459403,0.0
1800.0,64.5094797391,0.0
1830.0,3.78071849745,0.0
1860.0,416.749914114,102.079507525
1890.0,1.51343887805,0.0
1920.0,-0.30886573446,0.0
1950.0,-1.46448757652,0.0
1980.0,3.54056048059,0.0
2010.0,0.155629945256,0.0
2040.0,0.301963459494,0.0
2070.0,1.54763671457,0.0
2100.0,-0.474662808774,0.0
2130.0,1.76361141585,0.0
2160.0,-0.0112997552168,0.0
2190.0,0.736489989471,0.0
2220.0,1.77037433318,0.0
2250.0,4.52371326054,0.0
2280.0,537.153403877,180.136010532
2310.0,140.072195877,143.258135965
2340.0,270.58381177,99.4344544161
2370.0,172.552127799,34.4848690405
2400.0,5.50314720351,0.0
2430.0,104.095286031,106.753418679
2460.0,56.1148827323,0.0
2490.0,5.25609405306,0.0
2520.0,0.0874135008061,0.0
2550.0,1.39034688767,0.0
2580.0,-1.03955094237,0.0
2610.0,-1.01836649189,0.0
2640.0,-1.61340667875,0.0
2670.0,-1.41109303498,0.0
2700.0,2.42441560943,0.0
2730.0,3.19194218734,0.0
2760.0,1.72239004957,0.0
2790.0,5.91880614952,0.0
2820.0,0.02036288558,0.0
2850.0,0.239224948799,0.0
2880.0,3.34838887742,0.0
2910.0,6.13854309273,0.0
2940.0,3.07644398844,0.0
2970.0,65.5021974716,0.0
3000.0,109.100713309,0.0
3030.0,131.249488284,0.0
3060.0,137.094837635,0.0
3090.0,77.5121861255,0.0
3120.0,22.1440285544,0.0
3150.0,4.09039298465,0.0
3180.0,23.0509873888,0.0
3210.0,71.4300550168,0.0
3240.0,174.250561515,0.0
3270.0,57.0004454199,0.0
3300.0,81.7676905268,-35.3932550693
