Time,DNI,DHI,Temp
0.0,-13.5377669004,-120.292101722,3.63214271279
30.0,-1.9690109483,-94.3280845386,3.31571063793
60.0,-1.86410276246,-9.25091635735,3.80474141414
90.0,-2.35586613254,-2.38015278921,3.10551155025
120.0,-42.5663524232,-13.1713592401,1.570047367
150.0,-124.86998682,3.14324281151,1.1030847268
180.0,-15.9110777547,4.55662754569,0.81817320984
210.0,-21.2576367773,-2.04292224458,0.261027829322
240.0,-17.9416390239,14.5882894302,0.481027696868
270.0,0.49585748895,7.84046660885,1.30608921283
300.0,3.27664861133,0.365081580577,1.75289752619
330.0,6.22976726847,-8.68466655109,2.66362761812
360.0,6.53469802606,-66.9309733428,3.57643324864
390.0,1.23403490707,-19.3728176205,4.24970815846
420.0,-0.894739079248,-27.5400990703,5.03309433878
450.0,-1.56272830823,-68.0406550922,7.18343430099
480.0,17.2271741732,-39.1644712661,7.75107710741
510.0,59.399514559,-97.3595572573,8.48750099384
540.0,25.5586273698,-60.5999277923,9.16442251676
570.0,0.922172273567,-65.5845339605,9.63531930443
600.0,1.89146947561,-56.2381022619,9.82706097206
630.0,3.1491381637,-69.205479152,10.0482180626
660.0,-0.115896835908,-71.6001738254,10.0117942176
690.0,-0.00145324187039,-64.3948795697,9.03838263453
720.0,-28.9428070303,-44.3592409613,8.66289957271
750.0,-42.6544623343,-15.281582667,8.92857848803
780.0,-24.555130382,-17.1940464702,7.89136588796
810.0,-44.1513845728,-21.7080124294,9.04819510853
840.0,-0.927144900496,-54.6433323751,10.9677655451
870.0,2.5323253699,-46.0671300229,11.6002478646
900.0,3.5866690039,-34.9158657547,11.8826778304
930.0,2.7159988547,-43.2313774156,10.4683037164
960.0,2.96595510856,-29.8241132237,9.52893111018
990.0,-1.27377300776,-30.2538264558,7.98138270722
1020.0,-5.05043615066,-18.8518323304,6.61580807289
1050.0,-1.53444799011,-17.1325662586,5.43809580784
1080.0,-1.11145637966,-99.1096824007,4.08112213878
1110.0,-0.12347316188,-21.0826067208,4.54774214875
1140.0,3.52406605218,-7.07625741118,3.63946942876
1170.0,3.96615150866,6.33580052629,3.57418348148
1200.0,3.17083208304,3.10989878029,4.1051848453
1230.0,18.9810805222,19.716980104,3.98352458007
1260.0,32.2652336992,7.41543175475,3.2293486165
1290.0,1.56035230005,13.4690194339,3.15194533973
1320.0,1.97103860473,7.75727562661,2.80384129977
1350.0,5.03773093468,13.4498303903,2.25950156973
1380.0,1.90248096773,10.1238094991,1.85620225955
1410.0,-0.521619396165,7.89073413236,1.53544818413
1440.0,0.265866361083,8.22321842865,0.541008398285
1470.0,0.211684256699,14.3581727285,0.082552930401
1500.0,-0.249898087279,30.9655596664,-1.19338342447
1530.0,3.2165143602,30.1969606854,-1.76595844887
1560.0,3.35248971693,1.35437442159,-1.34738366804
1590.0,4.53153496656,-3.16471659288,-2.5038923701
1620.0,24.0604170456,0.409159245461,-2.79741385272
1650.0,5.19901908575,-10.6765300741,-1.87091818853
1680.0,2.58676580636,-93.038999903,-1.82923535044
1710.0,3.32432030642,-151.291899175,-0.809029658908
1740.0,-2.27320906225,-7.28800749203,-0.156453799281
1770.0,0.512740456138,-11.9031402902,0.376035636852
1800.0,-10.8049914277,-15.9115714165,0.0654946671574
1830.0,-33.2714398156,-22.592223142,1.64238713915
1860.0,-1.96027173544,-21.5446571793,3.190799987
1890.0,-15.4702377388,-22.7822032281,3.52316357206
1920.0,-2.18262180244,-0.0223194041061,5.48241070549
1950.0,-14.0957723027,-37.1761524974,6.4094256224
1980.0,-8.94152807735,-54.7141416288,7.07230848528
2010.0,-30.392601346,-57.9401149453,9.95563831464
2040.0,-1.81868498095,-59.0030655305,11.0097099615
2070.0,0.426571895003,-74.0753066903,12.7578860142
2100.0,2.48406999671,-135.776108189,14.2763406951
2130.0,3.83644185155,-87.5973454048,14.5951768525
2160.0,-1.44376168153,-75.4157196367,14.2739274326
2190.0,-0.13277616173,-48.5429678775,14.0509037829
2220.0,-1.05993948181,-42.3106200686,13.8643874367
2250.0,2.02960727673,-50.1341513869,13.1500427874
2280.0,2.37782213162,-13.1766320878,11.9350584003
2310.0,-0.877184254785,-10.969582466,12.1762926902
2340.0,1.31260811437,-42.8994620434,11.9713300405
2370.0,5.42168222538,-24.5931687945,11.7453707194
2400.0,4.73072534786,-5.15980214024,10.3800834772
2430.0,46.6633575118,3.1534724494,9.07053737847
2460.0,30.22800656,-9.83483661661,7.59035825489
2490.0,118.6385445,-8.14422461132,6.69560805684
2520.0,452.158811467,-6.83204673478,5.12276707023
2550.0,380.539926197,-6.09657742791,4.44252282516
2580.0,351.670186336,4.97962434308,4.95245709133
2610.0,82.8520637124,12.9514720889,5.3138769423
2640.0,78.3235167207,11.3595599722,4.8639437132
2670.0,40.7411803041,13.4672132267,3.83979082549
2700.0,45.020402536,28.1284103008,2.7904419095
2730.0,5.4470212263,28.0582787319,2.57595659608
2760.0,6.02298997715,28.4737115174,2.07841937411
2790.0,3.85853460931,29.7045117031,2.23391365617
2820.0,1.1102411304,31.7467205135,2.83572887253
2850.0,5.07271839915,41.9777731185,2.58527215686
2880.0,3.97102339648,24.9175329585,2.56214320819
2910.0,2.76115510306,15.1019066282,2.80271665355
2940.0,2.22181272946,4.6588853824,3.09181126524
2970.0,4.49766575106,2.46570214931,3.23120886053
3000.0,63.8534281622,-1.26334507641,3.06088414076
3030.0,1.93674449021,6.96746406262,2.68015228606
3060.0,-1.14954825428,16.2405091778,2.30745892293
3090.0,-0.493600912357,15.3332264201,1.53757994886
3120.0,-0.886539568624,15.8921348576,1.55852688084
3150.0,-2.20806139802,29.0918699793,2.28396042706
3180.0,-7.39004309541,4.35265878332,2.98725291031
3210.0,-2.1399268729,-7.77664731431,4.2872115585
3240.0,-22.9536102783,4.14765072295,4.16178670677
3270.0,-23.9103225194,-9.44218770714,5.60666495447
3300.0,-27.3773517354,-13.3587161002,6.03697401133
3330.0,-31.1875297716,-18.0558257638,7.64701329829
3360.0,-25.0712346326,-16.010734536,8.26232593674
3390.0,-1.37371064649,-23.7814077072,8.91556139905
3420.0,-1.87831501897,-11.0331367645,9.41605126742
3450.0,-2.36998049311,-20.9336393007,10.1197346713
3480.0,-26.0895648794,-24.9676869309,10.3043129255
3510.0,-28.8169572986,-31.859824988,10.7132925965
3540.0,-76.6565656539,-23.7066276885,10.3415031731
3570.0,-10.9831371559,-41.8764414929,10.9699922794
3600.0,-2.00909130383,-33.4925648727,10.9593284704
3630.0,-19.6676387798,-50.0247461204,12.6432931552
3660.0,-1.15990690301,-60.3622824816,11.8575627264
3690.0,-3.15989407266,-63.9448433012,12.0276103416
3720.0,-2.27378258543,-56.0958234079,11.2263504034
3750.0,-20.5404435514,-51.5482228253,10.920683008
3780.0,-2.03745200832,-61.245327522,9.55993432065
3810.0,-1.36340607665,-64.5105804123,9.53035381102
3840.0,-0.630350504294,-45.2338497568,8.18962368341
3870.0,0.0727660356312,-120.090109872,6.36373493708
3900.0,-1.34966967513,-31.9494128221,5.42642939178
3930.0,-1.87341190657,-48.189234276,6.98468504349
3960.0,-0.37596690893,-118.177297354,7.23486105
3990.0,-2.35859176409,-194.877007054,7.81873357722
4020.0,-0.400237010622,-91.8832265396,6.90450559093
4050.0,1.36664828293,2.8606637105,6.55532826727
4080.0,1.38404331367,6.31784115175,5.18270805472
4110.0,-1.57949392604,14.0875953023,3.40792846733
4140.0,-21.1246033939,20.7095298941,1.52285381839
4170.0,-38.8933460008,20.756486586,1.59001146312
4200.0,-1.98602662916,18.5265182211,-1.58990955147
4230.0,-2.07761013344,20.8367717378,-1.9022576833
4260.0,0.100945998319,18.641293159,-1.95501462794
4290.0,1.04648033016,26.8251808693,-2.20617959783
4320.0,1.54754066898,13.2935461228,-2.46428435129
4350.0,70.8501578352,8.16658014466,-2.93882561563
4380.0,2.04190846324,18.5084997063,-4.40318747744
4410.0,1.64443571282,7.48175117643,-3.41821349257
4440.0,47.2745276147,8.80574129029,-3.0927776767
4470.0,42.5381421814,11.8839669492,-3.45362676845
4500.0,53.2999133266,10.1848781758,-3.93189456268
4530.0,294.326619666,13.4803056549,-4.31690865981
4560.0,130.054193905,16.0919749099,-4.89754053733
4590.0,61.2455276526,20.4345556055,-4.30454967137
4620.0,5.85820985754,9.22710214411,-4.40088129647
4650.0,3.27611160687,20.4134231656,-3.32825078637
4680.0,1.20736587634,2.4176193493,-1.59464193711
4710.0,1.06045097357,10.4877035146,-0.375436384609
4740.0,2.70692693437,-22.9677059783,0.170723703569
4770.0,0.338959102749,-23.9592202933,2.59633289652
4800.0,-1.45044155134,-31.5684817028,3.2658367472
4830.0,-24.191247894,-28.9166553248,4.70061128618
4860.0,-116.511887957,-50.5025536544,6.27111301277
4890.0,-117.874771125,-60.4714100367,7.27744166207
4920.0,-67.2227631641,-69.1263341986,8.11305907698
4950.0,-43.0761348341,-66.200024448,9.84914778233
4980.0,-24.059343101,-72.8755578209,11.2150468503
5010.0,1.24773317811,-80.0394116288,10.251215321
5040.0,0.330034237048,-69.5239709645,10.3185711998
5070.0,-1.52472245216,-65.2594812964,10.0286786959
5100.0,-6.4196442346,-37.4590356826,9.2914384688
5130.0,-0.981373479741,-58.1977837934,8.73941939124
5160.0,-0.14437001064,-39.0216493975,7.00201771591
5190.0,2.13304416059,-49.5409446313,5.73835075265
5220.0,-0.432288348693,-47.4386122535,4.81846796565
5250.0,-0.212431665429,-46.9269778667,3.62766549938
5280.0,0.169386406777,-43.0019696333,3.01907461175
5310.0,3.44089207748,-52.8148530438,2.47474106969
5340.0,0.493436110256,-20.4687792477,0.580322739666
5370.0,1.5130914083,-15.3030957244,1.20372907916
5400.0,-0.128788183863,-8.40073109095,0.234542297465
5430.0,1.31760930294,-4.96321741222,0.0979019525307
5460.0,1.70884197155,-15.5881486465,-0.692266032987
5490.0,5.6317581981,-6.79840801901,-1.6589079371
5520.0,3.16679224278,-8.94897633019,-1.92030108415
5550.0,3.03416926544,2.12707361385,-3.43180823784
5580.0,0.0109722259886,4.24677850306,-5.302196115
5610.0,-8.60636200237,14.5439914859,-5.75746332078
5640.0,-34.0116982413,7.48477756669,-5.65748750739
5670.0,-64.7585382681,-10.8789060474,-5.35529123343
5700.0,-14.346363981,-77.2909057298,-6.42119774246
5730.0,-29.1569392654,-125.469982502,-5.78285094888
5760.0,-2.19400574056,3.06709067104,-5.51033972518
5790.0,-1.29996893031,7.16394186484,-6.46345870012
5820.0,-92.833345426,11.0656275891,-7.75763750564
5850.0,-41.6802641231,10.4190321926,-6.62395763794
5880.0,-23.9833436975,14.090300457,-7.14660815863
5910.0,-47.1450107014,18.1374662134,-8.8759958021
5940.0,-75.9029289844,16.332085845,-10.1515014292
5970.0,-63.3531704692,14.5629622844,-10.0981970404
6000.0,-150.002528362,17.8982090075,-10.027024326
6030.0,-200.16040869,18.2154579042,-8.65510709928
6060.0,-46.6086002724,6.14160420515,-7.45062932997
6090.0,-2.32651823955,-2.7035921134,-6.53449722162
6120.0,-1.03505824935,-6.17052080353,-7.28203450144
6150.0,-0.567560660644,-9.75131997874,-5.03283537982
6180.0,4.30604282211,-27.3645679607,-2.76090253601
6210.0,3.13275639302,-34.1310209843,-1.71595731485
