Time,Temp,RH
0.0,5.53152073279,32.1583131155
30.0,5.2963673261,29.4807850605
60.0,3.93781202441,29.7686989848
90.0,5.16658735204,31.360273257
120.0,4.63759450247,35.150424511
150.0,4.9407668101,46.382920273
180.0,3.65042800684,52.8921796532
210.0,4.63818264335,44.3210445423
240.0,4.54889011391,46.9394618036
270.0,5.02323223453,52.6324826532
300.0,4.93059192379,52.0333945684
330.0,5.68029226745,46.5774464228
360.0,4.42205663653,39.935190168
390.0,4.66754574784,41.5392210352
420.0,5.40283752392,42.253731636
450.0,6.97674626738,43.626924245
480.0,7.12835597071,40.8618466149
510.0,7.5451850975,33.8778227527
540.0,8.40574096174,42.2462871433
570.0,9.43226737991,29.9659016912
600.0,10.5398080508,28.0770929123
630.0,11.7461133187,30.742117083
660.0,12.0566956131,19.7538145823
690.0,12.210407467,29.1329778546
720.0,11.8447992258,28.1467836557
750.0,12.6868768927,26.0887353795
780.0,12.5683642318,26.9284884241
810.0,12.8286974168,23.044769247
840.0,14.1778253362,27.4006068349
870.0,12.0680889484,20.6297590903
900.0,12.0261215296,24.2695220811
930.0,12.2434161229,22.3885208132
960.0,10.6314630338,29.0780598446
990.0,9.0105936792,30.7097071747
1020.0,9.20410121042,29.4728567588
1050.0,7.94811526168,31.8260381862
1080.0,6.6472978071,38.1062281844
1110.0,5.91009274309,44.4008620421
1140.0,4.64922273405,38.3656909332
1170.0,3.95441210371,39.1723896338
1200.0,2.87568765925,44.737295513
1230.0,4.70983774988,49.5790496974
1260.0,4.45146726175,40.8788892768
1290.0,4.57488288529,38.5720979902
1320.0,4.86627796796,48.7300517472
1350.0,2.77224990094,41.1905190377
1380.0,3.07764198868,40.9655829448
1410.0,3.23039412617,40.1828097646
1440.0,3.34520661322,43.2955699989
1470.0,3.78051520121,49.0439475744
1500.0,3.55639352893,51.9578932502
1530.0,2.79222037634,42.4717109573
1560.0,3.03587837155,44.2679366556
1590.0,3.16630865776,43.9969046599
1620.0,2.38666358806,43.3238834566
1650.0,1.82240544046,43.0933621099
1680.0,0.121146686621,44.6810021402
1710.0,1.77588305564,41.966563611
1740.0,-0.431917328902,41.5074104058
1770.0,-0.0733380264894,39.597381553
1800.0,-0.271392229828,37.6972608266
1830.0,1.23924499089,39.5595006125
1860.0,1.99267834349,39.0494948005
1890.0,2.87883761207,35.3417165221
1920.0,3.42192338031,34.2057105176
1950.0,4.99699346063,29.9180045603
1980.0,7.63997060084,25.0340063211
2010.0,7.95388896416,22.0523319463
2040.0,10.6686919656,19.3000942527
2070.0,11.1428688652,15.450244585
2100.0,13.1696299395,15.5076131585
2130.0,12.4709788499,10.2958158076
2160.0,12.1205880403,11.7646559147
2190.0,13.1832308262,10.1737089647
2220.0,12.9962077166,10.8054260924
2250.0,11.9600864084,8.36010535091
2280.0,11.7897981774,8.90241996525
2310.0,11.1368861193,8.37948045742
2340.0,12.0781054057,11.2359041722
2370.0,11.4256765089,11.9053301871
2400.0,9.71503694504,16.435252636
2430.0,8.47333627381,18.3432773565
2460.0,6.97912951591,19.296073621
2490.0,7.89765783036,22.7824833367
2520.0,7.2371869264,22.9757357163
2550.0,7.14475415949,23.7134215935
2580.0,7.30546174005,21.5428186765
2610.0,5.72709155442,22.590904382
2640.0,3.90659194148,21.5626099369
2670.0,3.10817817343,22.3417098837
2700.0,2.86783599719,25.0733194792
2730.0,3.12298982533,25.22038222
2760.0,1.93587236822,24.9367448324
2790.0,1.95401715409,25.9249694368
2820.0,2.7531246211,24.6972894152
2850.0,3.42282052528,27.8442818061
2880.0,4.72333634328,30.8911717569
2910.0,4.11318482615,31.4774800993
2940.0,4.00948427338,29.4694021353
2970.0,4.53345767446,29.0824895912
3000.0,2.2103419345,29.3523278573
3030.0,1.77738275281,32.3758381477
3060.0,1.27930763891,32.6329994309
3090.0,2.10535077332,33.7271916961
3120.0,1.4224958151,26.3125299031
3150.0,3.82832603396,30.8756922534
3180.0,3.49604600156,28.606935592
3210.0,5.31005737131,29.1876612907
3240.0,5.72080875656,34.580158236
3270.0,6.70608592971,23.6106741452
3300.0,4.86401753144,29.9322665168
3330.0,8.21771996828,27.8241260509
3360.0,8.00533693712,24.4087487326
3390.0,7.26066116699,23.1017778097
3420.0,9.28979496895,22.0787788638
3450.0,12.6296514142,21.1846920765
3480.0,13.3997598709,15.1661713863
3510.0,15.0573197172,12.3597945713
3540.0,16.1577434575,13.9800922031
3570.0,17.3330228559,10.6685478637
3600.0,17.0666754988,7.81400569548
3630.0,17.5324672449,11.6784099282
3660.0,17.4271670108,10.3688771811
3690.0,16.3209512409,15.8398965315
3720.0,14.7807771713,21.8295213422
3750.0,14.9452161949,24.1613139903
3780.0,13.8837609905,33.9287473462
3810.0,14.0924776245,28.552181111
3840.0,13.4812307048,27.572228141
3870.0,12.2650649376,27.4187811359
3900.0,11.8555749968,30.9116445833
3930.0,9.82191288174,32.0080747175
3960.0,9.47505501781,39.1337148681
3990.0,9.268851118,35.6039403368
4020.0,8.27225012338,35.079890349
4050.0,6.26171856249,39.0756762597
4080.0,6.8501499647,39.1422337358
4110.0,5.08159181001,37.8067446231
4140.0,5.47392397105,36.5146808459
4170.0,6.89135674814,38.6454675766
4200.0,4.89889880301,36.042674288
4230.0,5.80430681698,38.5856471436
4260.0,6.03326120361,41.1411351272
4290.0,5.51977314714,40.8467170635
4320.0,5.83087589425,46.9084248745
4350.0,6.49817634882,41.7067633229
4380.0,6.01647448354,39.0164552984
4410.0,5.60892385174,43.1290471018
4440.0,3.07446885808,46.1848804846
4470.0,2.66162623007,41.9435162627
4500.0,3.63590261477,39.9279728412
4530.0,4.11629421151,39.5523938922
4560.0,3.41407136062,40.4425951083
4590.0,2.53529563513,41.9913531428
4620.0,2.02294359291,34.0464585584
4650.0,2.9541054022,38.8580913073
4680.0,2.22603839386,40.7626565201
4710.0,2.0484016,38.4634050543
