Time,Temp,RH
0.0,8.83557876908,52.5629859357
30.0,9.09337433922,52.7793216637
60.0,8.63053749993,71.0991145417
90.0,8.42714359232,76.2201278801
120.0,7.5303223998,74.119147814
150.0,7.22472507425,80.9904158024
180.0,7.61004856842,81.286207146
210.0,7.83704981947,72.6105534022
240.0,7.84622641126,62.102417313
270.0,8.65490146402,58.7457042325
300.0,7.03855752598,58.9330351766
330.0,9.04937320851,77.0391009826
360.0,9.70332942914,65.8555442274
390.0,10.2565290922,62.7354633626
420.0,11.3249678,50.3939249008
450.0,12.2282970053,47.5741713343
480.0,13.2435205649,44.2997346137
510.0,14.4643114675,34.6177491525
540.0,15.8456568483,43.9376628348
570.0,17.0040267151,32.2137800994
600.0,18.1994988629,26.3104074602
630.0,18.5732408128,27.2533760006
660.0,19.8218220235,35.1687400989
690.0,20.2406027394,28.6037875517
720.0,19.4987547284,29.5847392886
750.0,19.5308908258,38.4205149448
780.0,19.1552236558,32.0499497114
810.0,18.8235619436,28.8623371257
840.0,18.9164307507,20.1685828999
870.0,16.8987235831,30.4888833982
900.0,16.1231854579,36.5891308387
930.0,15.1896492591,36.7223397702
960.0,13.8869609652,40.1056633187
990.0,13.6519291283,30.2200853531
1020.0,12.6312173712,38.7909318321
1050.0,11.0539413285,35.3342988509
1080.0,11.2570360812,35.3747239853
1110.0,10.1122735263,36.8498312325
1140.0,9.7830684987,34.2245008121
1170.0,9.44042358963,35.234286524
1200.0,9.31371170861,40.3172758413
1230.0,9.46562406565,41.4785262566
1260.0,8.83508993742,37.7526866946
1290.0,8.51582743686,39.3559222611
1320.0,7.71191086454,40.9677873113
1350.0,8.36279691867,43.2110556652
1380.0,7.71712478845,46.2640539578
1410.0,7.54391225578,45.3493435424
1440.0,7.2172865733,49.4766816164
1470.0,6.48926610719,54.546039231
1500.0,6.60145380786,48.8485883592
1530.0,6.98830750212,57.8391990194
1560.0,6.8963621333,52.668464904
1590.0,6.44761838636,58.3200808487
1620.0,6.30115200189,64.1431525308
1650.0,6.35495021831,73.537681361
1680.0,5.75157183928,60.0802209572
1710.0,6.01437060882,61.4575464848
1740.0,6.67436053033,58.1983432364
1770.0,6.63288776855,61.7070541759
1800.0,6.98050965803,61.0839745554
1830.0,7.58829990913,55.7526372596
1860.0,8.79536502417,53.9573559079
1890.0,9.33147555482,42.2865857961
1920.0,10.0091545768,45.1235460409
1950.0,11.8881814058,37.0280962931
1980.0,13.1447786743,33.9857001461
2010.0,13.0336984963,37.4814148863
2040.0,14.2558886509,28.3773848686
2070.0,14.6394619796,29.9773010212
2100.0,16.4819032031,23.9627979966
2130.0,16.766961695,26.2258263715
2160.0,18.0724872749,17.2228300645
2190.0,17.8464611297,17.2798822151
2220.0,18.1733492414,16.2183478066
2250.0,20.3983570061,16.2567377748
2280.0,20.0230598676,13.2602474146
2310.0,19.3404497926,10.6587017814
2340.0,18.6517366898,15.0887558823
2370.0,17.5439032056,16.880210529
2400.0,16.3141314008,19.8389688457
2430.0,14.4795641457,19.477860051
2460.0,14.9984198139,21.7434510893
2490.0,13.9062283986,20.8368922116
2520.0,13.1146430476,26.9308014904
2550.0,12.5941718239,23.4881561442
2580.0,10.9083089454,32.516377587
2610.0,10.1844590575,30.267916139
2640.0,9.50587703503,32.3185658562
2670.0,9.33620639039,31.4379615121
2700.0,10.0569510052,27.7383588255
2730.0,10.9540397948,29.7775334014
2760.0,10.9080775488,29.2501567269
2790.0,9.70557220611,27.2553342639
2820.0,9.63402576169,20.902073398
2850.0,9.09372539003,25.1408435437
2880.0,8.62800879436,25.6501125585
2910.0,7.92123919852,27.1257921028
2940.0,7.23712479035,24.1805341165
2970.0,7.57999132973,24.5882723313
3000.0,6.57220604994,24.3912728889
3030.0,7.07334460714,23.719350859
3060.0,6.03156445535,27.2195800576
3090.0,4.41241170249,29.6647599234
3120.0,5.08757244717,24.677825952
3150.0,4.18358189038,29.5152763972
3180.0,5.02425343025,27.5943389508
