Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-.1,-.2,35.93,-115.26,-8,1021,-8.1,w/m2,w/m2.1,w/m2.2,c,w/m2.3,w/m2.4,w/m2.5,Degree,c.1,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A.1,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A.2,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure
2020,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.817695813918066,166.67283543615451,0.208,2.297929858652,0.5252090908164001,23.417129889466665,-0.30485356967076666,900.0
2020,1,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.510317872667883,163.74755438479218,0.208,2.819276506826,0.6885505282794001,34.962551878,-0.8549995969774333,900.0
2020,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.084171171164453,159.1505098132854,0.208,3.2182530061740002,0.8715553085134,35.639726303066666,-1.3764502432763333,900.0
2020,1,1,1,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.00638868879444,153.75968212910408,0.208,2.876990502506,0.8622456455784,35.60401453353333,-1.6012364450933332,900.0
2020,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.23328227398356,147.9911553531676,0.208,2.479345340144,0.8652205344068,36.890664315333325,-1.5698764857766663,900.0
2020,1,1,2,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.23575530237445,142.03734702908324,0.208,1.857053479164,0.8619641300782,38.265981721366664,-2.2011823061199998,900.0
2020,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.145346374904237,135.9968777767367,0.208,1.594610852342,0.8803153371124001,40.056685981099996,-3.2075140051066664,900.0
2020,1,1,3,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.077486264815604,129.9274802175658,0.208,1.4362867364220002,0.896383950683,42.081670254866665,-4.0623762646333335,900.0
2020,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.042481848978419,123.86809704182986,0.208,1.3068355328560002,0.9085549755864,44.40816436883333,-4.065956570613333,900.0
2020,1,1,4,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.590526283393224,117.84899581212636,0.208,1.250284770246,0.9007858411286,44.7196852896,-3.538037078736666,900.0
2020,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.30796906536898,111.89695353992559,0.208,1.3661627093420001,0.8867685489366001,45.2113572544,-2.622172022703333,900.0
2020,1,1,5,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.999938767352964,106.03829925274098,0.208,1.400795572962,0.8803617695996,43.52854161106666,-1.793304623063333,900.0
2020,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.625588818951017,100.3010078910641,0.208,1.403391395808,0.8596932716528001,42.789510007266664,-0.8563895888453333,900.0
2020,1,1,6,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.329704320602243,94.71639444337548,0.208,1.4192899536380001,0.8681536513888,41.9917834496,-0.13334822291999998,900.0
2020,1,1,7,0,0.35154799125823744,30.160310757983158,0.7091340101528039,0.1401670155990462,62.384289161596314,1.4182680203056077,1.0,-6.336330818367338,89.3206751120557,0.208,1.3956112005740002,0.8985736650169999,42.40893370353333,0.399540604899,900.0
2020,1,1,7,30,1.36968056025432,249.34484252059696,26.75584942260018,3.9522358789787546,438.3690635252276,52.093430824894746,1.0,-6.0667402154563845,84.15650655870094,0.208,1.3236399580980003,0.8918623538361999,42.05564424903333,0.5507124272613333,900.0
2020,1,1,8,0,0.0,549.9339416592172,95.75131487892389,9.994280580040027,665.647451675147,139.40919893295305,1.0,-5.849605874308692,79.27448766547862,0.208,1.240369699702,0.9157661546382,41.64297261003333,0.6394271730493333,900.0
2020,1,1,8,30,2.2218934585904435,693.0368136236709,184.69347166629254,16.1205355694581,785.7135983560348,229.97774439963203,1.0,-5.753273078203841,74.7344667958214,0.208,1.2495920446980002,0.9160987739950001,40.48667849726667,1.4898059483269996,900.0
2020,1,1,9,0,26.039757359644796,740.8854737414505,272.0563064380609,21.765326096866772,855.9816435562661,314.1348684764898,1.0,-5.322699528023874,70.60629735346662,0.208,1.262763034292,0.9103323505738,38.95440249623333,2.8822690813899996,900.0
2020,1,1,9,30,49.75497737633583,770.0817007778901,351.0281072640031,26.694981731476105,900.1500157110141,387.92134605151637,1.0,-4.847195813822376,66.96942446838034,0.208,1.234146435876,0.8829553917052,37.74301074993333,4.51427183526,900.0
2020,1,1,10,0,69.38321430635034,793.8445774541218,418.49658662462446,30.77177496587865,928.8624369212295,449.0718271977325,1.0,-4.756461507559001,63.91044386692201,0.208,1.1908613345580001,0.9171812162772,36.58193336403333,5.871457889776666,900.0
2020,1,1,10,30,72.6674671456002,838.572915871952,472.57167931277183,33.901347159720785,947.4049064521745,496.0715314278112,1.0,-4.341438719493207,61.517740419308566,0.208,1.1525082383322,0.8845411437808001,34.3003543638,6.819981492306667,900.0
2020,1,1,11,0,53.96506260212374,912.5126464492174,511.9743886270686,36.017705386838315,958.5627452329804,527.8772458263261,1.0,-4.1864512290266465,59.87282128086336,0.208,1.0935897836946,0.8814327405788001,33.748387506499995,7.430167451286666,900.0
2020,1,1,11,30,54.16698235530811,936.3049291553438,535.8496286509367,37.07828210697983,963.7898284330271,543.8220114755471,1.0,-4.075379138157972,59.03925962772728,0.208,0.9728955916396,0.8373728230164,33.1486363879,7.445351551319999,900.0
2020,1,1,12,0,59.76099060323196,941.0403149036403,543.7012542475019,37.06221942627974,963.7123592386833,543.5804970194566,1.0,-3.6616750240495373,59.05193296905826,0.208,0.9172516886374,0.8125804174894,35.26105362613333,7.7961784998366666,900.0
2020,1,1,12,30,54.14039478665131,959.8556399366587,535.369011986099,35.96982692920659,958.3212854398352,527.1575269527415,1.0,-3.355646317168319,59.91030005443744,0.208,0.8988948269574002,0.7814166136164,36.19271755753333,8.331950640406667,900.0
2020,1,1,13,0,57.85038165758647,952.1348630214284,511.0228825434588,33.82258903479567,946.9696261797086,494.88823813417616,1.0,-3.5350689040348207,61.57850980250664,0.208,0.9700831017652001,0.758358901988,36.69467708683334,8.562058021823333,900.0
2020,1,1,13,30,60.13495909497698,937.3811739875886,471.16913100739885,30.663730614899862,928.1731819869233,447.4500238806215,1.0,-3.495057647275398,63.992293890197445,0.208,1.0280586303288,0.7303505007554001,35.588782051833334,8.460755747266665,900.0
2020,1,1,14,0,61.5006846487953,911.6136641137642,416.67413006808704,26.55998881409306,899.093811193104,385.89823625555266,1.0,-3.553281011337112,67.06978953357705,0.208,1.1118490805018002,0.7520791533358001,34.765201893699995,7.284748027126666,900.0
2020,1,1,14,30,66.81174032374417,854.2351697151,348.8313593160751,21.606714250184268,854.3399876456563,311.7644823765975,1.0,-4.1737849208448665,70.72255489958359,0.208,1.186392280656,0.7631315429622001,38.01301048286666,6.1532042014699995,900.0
2020,1,1,15,0,67.11364223771156,775.3140037533776,269.5548670551243,15.943407999928581,783.028390146699,227.34525173365108,1.0,-4.270659165959235,74.86414187528618,0.208,1.2202797436460002,0.7623800346340002,39.37865717846667,4.985943417146666,900.0
2020,1,1,15,30,53.6667886985141,698.7258608280929,182.01421324362784,9.808476584317248,660.8454953261039,136.6831747536046,1.0,-4.672306371839227,79.41536141022192,0.208,1.19180212172,0.7570856638220002,42.54184044093333,3.89580721202,900.0
2020,1,1,16,0,35.59433941833419,330.09925056269344,68.3415873768023,3.7872774385649706,428.9115542630432,49.77172928192165,1.0,-5.0102698484141115,84.3066506004224,0.208,1.1692500916420001,0.7355325543474001,40.848690283833335,2.7645663210199998,900.0
2020,1,1,16,30,0.3079112213806456,24.74250623197266,0.5331383697149622,0.10746711045955548,53.983457640315315,1.0662767394299244,1.0,-5.652266344690929,89.4784383145027,0.208,1.164589221694,0.7093037355592001,43.5785291597,1.2731464706617,900.0
2020,1,1,17,0,0.0,24.74250623197266,0.5331383697149622,0.0,0.0,0.0,1.0,-6.049025644929626,94.8803656470357,0.208,1.133967921218,0.7019951759904001,42.38868545966666,-0.08185309184830003,900.0
2020,1,1,17,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.498867125670908,100.46996736933701,0.208,1.10985963085,0.6631844964160001,44.052709039966665,-1.1883645989283,900.0
