Time,DNI,GHI
0.0,19.0415468998,0.0
30.0,192.818587432,0.0
60.0,97.3214783827,0.0
90.0,5.1902442856,0.0
120.0,2.09759592289,0.0
150.0,18.8680694294,0.0
180.0,139.738437597,0.0
210.0,17.6411783278,0.0
240.0,75.3672758804,0.0
270.0,695.200858992,0.0
300.0,598.069494754,0.0
330.0,141.178700535,0.0
360.0,137.91753948,0.0
390.0,42.2493532273,0.0
420.0,696.987762578,113.524564502
450.0,5.02587005618,0.0
480.0,1.43561221655,0.0
510.0,5.14044488765,0.0
540.0,16.8616715612,0.0
570.0,50.9361819289,0.0
600.0,78.4703144735,0.0
630.0,35.066391457,0.0
660.0,4.66891555227,0.0
690.0,5.40227428517,0.0
720.0,2.50648361661,0.0
750.0,5.61481568717,0.0
780.0,4.66388281532,0.0
810.0,4.44066055684,0.0
840.0,4.30875931782,0.0
870.0,63.0298435767,0.0
900.0,157.134498017,0.0
930.0,127.970702524,0.0
960.0,628.447655462,0.0
990.0,321.351549735,135.348640333
1020.0,126.147749915,0.0
1050.0,143.848121449,0.0
1080.0,73.6670152916,0.0
1110.0,6.38786937547,0.0
1140.0,88.0627137472,0.0
1170.0,4.21265811797,0.0
1200.0,4.60332120427,0.0
1230.0,46.7578779262,0.0
1260.0,37.3742528506,0.0
1290.0,2.16462318945,0.0
1320.0,0.72063446329,0.0
1350.0,2.70721055758,0.0
1380.0,1.20911855139,0.0
1410.0,2.47341782436,0.0
1440.0,5.68785836399,0.0
1470.0,38.2167960088,0.0
1500.0,128.048693063,0.0
1530.0,174.877078262,0.0
1560.0,100.484383873,0.0
1590.0,195.033699972,0.0
1620.0,308.541807191,0.0
1650.0,140.582869271,0.0
1680.0,26.9269452208,0.0
1710.0,0.379052706257,0.0
1740.0,51.8885586685,0.0
1770.0,1.41181487264,0.0
1800.0,3.77431517885,0.0
1830.0,6.70435091271,0.0
1860.0,58.718097294,64.4950894612
1890.0,54.3274630355,0.0
1920.0,99.3452359435,0.0
1950.0,39.3760825964,0.0
1980.0,39.2960051814,0.0
2010.0,94.3594752396,0.0
2040.0,52.5290646248,0.0
2070.0,2.91197702159,0.0
2100.0,2.17691197585,0.0
2130.0,-0.22065701516,0.0
2160.0,6.39797015358,0.0
2190.0,33.3512271532,0.0
2220.0,42.1274851855,0.0
2250.0,71.2890364234,0.0
