Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-.1,-.2,35.93,-115.26,-8,1021,-8.1,w/m2,w/m2.1,w/m2.2,c,w/m2.3,w/m2.4,w/m2.5,Degree,c.1,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A.1,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A.2,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure
2020,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.874943171208486,166.67283543615451,0.208,1.00183146846,0.501681507528,32.258391332533336,0.5872964025766666,900.0
2020,1,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.706133407273405,163.74755438479218,0.208,1.2030369300300001,0.6809247982418,48.44038290066667,1.0514877411699999,900.0
2020,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.518273962297163,159.1505098132854,0.208,1.4013254716332002,0.8553167375660001,49.83467590426667,1.2998907956933332,900.0
2020,1,1,1,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.33345556641937,153.75968212910408,0.208,1.3314650806452,0.8520733300392002,51.13479304596666,1.3163174418533332,900.0
2020,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.188841468703079,147.9911553531676,0.208,1.1171511203931999,0.8847301117158001,51.77692864066667,1.3891792402433332,900.0
2020,1,1,2,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.075453919112451,142.03734702908324,0.208,1.0899658966512,0.8725062109988,50.881150537399996,1.79019810001,900.0
2020,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.004101394008885,135.9968777767367,0.208,1.1306881809692,0.8572085054412,50.43433403066666,1.9274558930666665,900.0
2020,1,1,3,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.80762169289441,129.9274802175658,0.208,1.30091601598,0.8299621462008,50.582135250233335,2.1526950229499997,900.0
2020,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.657034289257928,123.86809704182986,0.208,1.3326758665400003,0.8440916604086,51.87965054956666,2.3396672921766664,900.0
2020,1,1,4,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.605851191676493,117.84899581212636,0.208,1.3717321962120002,0.8037226177,52.26794426173333,2.60726790007,900.0
2020,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.5629071075460894,111.89695353992559,0.208,1.3049585711306002,0.790018064856,51.777320102299996,2.8350228701199995,900.0
2020,1,1,5,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.569729684786504,106.03829925274098,0.208,1.3202727414206001,0.8058609515868,49.55974393716666,2.9801043733966663,900.0
2020,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.7202299242213965,100.3010078910641,0.208,1.1596758886566,0.8157941655532,47.05224943806667,3.46699441579,900.0
2020,1,1,6,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.822364796821515,94.71639444337548,0.208,1.1305213584006,0.8224356995106,45.572260791266665,3.8002266849966664,900.0
