Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-.1,-.2,35.93,-115.26,-8,1021,-8.1,w/m2,w/m2.1,w/m2.2,c,w/m2.3,w/m2.4,w/m2.5,Degree,c.1,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A.1,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A.2,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure
2020,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.535333525908777,166.67283543615451,0.208,2.335951322156,0.4643084721612,23.355917538466663,-4.25568239666,900.0
2020,1,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.71442347159377,163.74755438479218,0.208,3.398571257832,0.613858237403,36.35574242603333,-7.140840995013332,900.0
2020,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.818698173903138,159.1505098132854,0.208,4.633143991944001,0.7567485081396,37.51042458213333,-7.720296421903333,900.0
2020,1,1,1,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.751411696932827,153.75968212910408,0.208,5.5018680516059995,0.7608595088018001,39.394033614600005,-8.145464316816666,900.0
2020,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.56258725158649,147.9911553531676,0.208,6.219286187058,0.7771964906432001,40.423557467933335,-7.893353441513333,900.0
2020,1,1,2,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.185452350682993,142.03734702908324,0.208,6.234775050736,0.7775721854478,41.77737457943333,-7.671450663983332,900.0
2020,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.741097575695067,135.9968777767367,0.208,6.182162096668001,0.7980353268914001,41.5511893821,-6.792373097656666,900.0
2020,1,1,3,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.225990229012307,129.9274802175658,0.208,5.970506518286,0.8440984453090001,41.78436864853333,-5.78725203788,900.0
2020,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.687399808541658,123.86809704182986,0.208,5.28887789345,0.8615054606054001,41.99308798843333,-4.566090586453333,900.0
2020,1,1,4,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.423770081279013,117.84899581212636,0.208,4.4915875774780005,0.8817281804260001,42.810375182399994,-3.71685106695,900.0
2020,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.16600301489925,111.89695353992559,0.208,4.421860463494,0.9306390590234,42.01451563926666,-3.4016731047966666,900.0
2020,1,1,5,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.119256838535035,106.03829925274098,0.208,4.249569542184,0.9135974111998,40.765436879899994,-3.034454709713333,900.0
2020,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.099195848273173,100.3010078910641,0.208,4.029195331694,0.9346563551316001,38.73815176273333,-2.8920100891466665,900.0
2020,1,1,6,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.152630974200816,94.71639444337548,0.208,4.299160111902,0.9339711426726,36.973325146233336,-1.7674543895476666,900.0
