Time,Temp,RH
0.0,10.5766816228,32.4317446699
30.0,9.32734356925,35.3043320579
60.0,9.66603671231,38.5856451363
90.0,9.39007095315,40.5947993354
120.0,8.83468737097,44.0304140491
150.0,8.34073817288,47.9770790391
180.0,9.05164233537,47.3378547617
210.0,7.77793490467,47.5273426763
240.0,9.0759111969,47.1522597246
270.0,8.55373409359,45.8027990142
300.0,10.7610141465,45.5165315424
330.0,11.4317057186,42.8474811864
360.0,13.091816506,37.9002351897
390.0,13.6693876038,35.1520851197
420.0,13.9865773504,32.5880762891
450.0,14.1730982502,37.6698403888
480.0,15.61123694,33.204550369
510.0,15.5058787968,32.8568248219
540.0,17.7054381517,30.6395397556
570.0,20.0068143813,27.8250795954
600.0,22.4692259105,23.2192935776
630.0,23.4611903769,25.8416181702
660.0,24.226808068,27.2146978999
690.0,23.6509869002,21.0465902723
720.0,23.8830746708,22.19349886
750.0,23.466842641,20.594265648
780.0,23.1728833876,22.8617495088
810.0,23.3026548832,23.5430664528
840.0,22.7859966819,24.1902872211
870.0,22.006539392,23.6149101511
900.0,22.1464770394,28.3460579631
930.0,20.251443861,30.0793652979
960.0,18.662689617,36.2115296725
990.0,17.8508003224,35.6670540109
1020.0,16.9702294515,35.2389181288
1050.0,14.7282528172,39.32783128
1080.0,13.542684637,43.5374429829
1110.0,12.0793257332,42.3928828437
1140.0,11.0555890715,41.0380081554
1170.0,10.8481036414,40.4000625871
1200.0,10.3598587158,41.1946723922
1230.0,10.093348597,36.9059829819
1260.0,9.96928029686,39.2224359397
1290.0,8.94407848426,37.4670471393
1320.0,9.16988639735,37.7457678538
1350.0,7.75582837078,40.2702309963
1380.0,6.96318062834,42.0383762893
1410.0,4.76072827615,44.696901235
1440.0,5.20509597627,47.3231920097
1470.0,3.06081222246,49.9742435982
1500.0,4.30776591032,49.9024960181
1530.0,5.03089360623,48.2454219187
1560.0,5.18186798578,46.6059579535
1590.0,6.02067920096,46.0273441056
1620.0,6.09495648018,44.3474105751
1650.0,6.39891849239,43.9542089156
1680.0,7.51807980355,43.5263013425
1710.0,7.74135746315,42.4852078249
1740.0,7.94387474688,42.5902303725
1770.0,8.37121951653,40.1148539029
1800.0,9.15009278009,36.95352593
1830.0,8.92731900801,38.7055297442
1860.0,10.9396038289,38.4290464755
1890.0,10.6257520149,37.1511893803
1920.0,12.6664642049,32.4531672081
1950.0,12.5965270965,31.3193366686
1980.0,14.174641918,31.5273960091
2010.0,14.6990660443,26.7469656267
2040.0,15.8660054839,22.3530843475
2070.0,16.4455231361,21.281804671
2100.0,17.1746295531,19.3456843715
2130.0,17.7449898196,18.7159889743
2160.0,18.3016905157,16.7499908105
2190.0,19.0607713887,17.9219858935
2220.0,18.7953401828,13.1636506247
2250.0,17.7982166312,17.4137256373
2280.0,18.1066933621,14.8956910438
2310.0,17.7364467413,13.8391201395
2340.0,17.7414088622,14.1075169855
2370.0,16.8233141131,17.5708471703
2400.0,16.7752815921,18.1244187344
2430.0,14.8733056687,19.5364440785
2460.0,14.9868469094,20.7042819103
2490.0,13.6970499288,20.0747691244
2520.0,12.7438594381,23.7578811147
2550.0,11.6215004474,22.348533185
2580.0,10.9644298653,23.640069928
2610.0,9.43339087495,24.1438181978
2640.0,10.8261183141,23.7254209566
2670.0,10.8489375111,23.023524986
2700.0,11.8710072261,24.7963612021
2730.0,11.0461459036,26.7366693541
2760.0,10.3316138661,26.3924152486
2790.0,8.85543355311,32.0955536195
2820.0,8.70580462505,32.0348201762
2850.0,8.76528911221,31.8424813565
2880.0,8.32853861317,33.8095116937
2910.0,7.24647899095,33.5042723759
2940.0,6.50278305617,34.9667654091
2970.0,5.84677903354,38.104567676
3000.0,6.25379572275,39.9180889816
3030.0,5.44630824301,40.6972261695
3060.0,6.14408149873,44.3761421182
3090.0,6.63250176287,43.2338006332
3120.0,6.51701315979,43.8823652729
3150.0,5.85181395774,46.6107398565
3180.0,6.58518972678,43.6554166849
3210.0,6.78269331384,42.1528766419
3240.0,8.22113221348,38.9383327439
3270.0,9.07024830216,36.746993033
3300.0,9.90452604195,33.7413802658
3330.0,9.90512105902,34.6383241883
3360.0,11.354662879,34.3592672533
3390.0,12.5729262415,30.5086950775
3420.0,14.0951901898,30.5572549904
3450.0,15.2034321374,28.0277346235
3480.0,17.5573786131,21.3672092746
3510.0,17.9207910677,19.7654477973
3540.0,18.9318016366,18.3315946273
3570.0,20.3625954342,13.6324403875
3600.0,21.9345294732,9.5598897017
3630.0,22.3318952073,7.31908143911
3660.0,23.1739133684,4.08478778891
3690.0,22.2687838653,7.11047989826
3720.0,20.7361321508,10.4076983866
3750.0,18.9288185286,8.88978426348
3780.0,18.8565705214,11.7645414132
3810.0,16.6753925965,13.9099053834
3840.0,16.1820827207,14.541618391
3870.0,14.9848868356,17.7831577413
3900.0,13.949130278,19.8993258488
3930.0,13.6283006596,21.5479811899
3960.0,12.449275473,25.0182815637
3990.0,12.0329587059,25.7314946321
4020.0,11.0786825988,29.0614020934
4050.0,10.2443868227,28.6591118365
4080.0,9.53991914628,30.3983964265
4110.0,8.6550528165,28.15291846
4140.0,8.78472516181,31.4558411742
4170.0,7.77017580616,32.3532608658
4200.0,8.30284934503,30.4689182631
4230.0,7.93544552378,31.9541992519
4260.0,8.64103022108,35.7543071781
4290.0,8.27546382045,35.6464168107
4320.0,8.22153035325,39.6868504125
4350.0,7.47707405559,41.788178657
4380.0,7.75358369169,43.690770274
4410.0,6.04706769503,43.6695320567
4440.0,5.51191030214,49.3422491254
4470.0,4.57997120455,52.6805327941
4500.0,4.36940161201,53.0679421054
4530.0,4.94026905434,56.5142028311
4560.0,5.80935801597,61.3532191458
4590.0,5.33207840685,57.003012824
4620.0,7.01590743153,56.8090577496
4650.0,7.50345728176,54.3658821727
4680.0,8.90552412534,51.5677467452
4710.0,10.0870459579,49.2409069348
4740.0,11.7215844529,44.3600128633
4770.0,12.4094266575,42.786223458
4800.0,14.1399620221,41.4108580214
4830.0,14.3696033774,38.6378675089
4860.0,16.4940078582,37.0381612362
4890.0,16.8762013005,32.8757406924
4920.0,18.5012813414,31.2215301939
4950.0,19.341035887,29.0117474096
4980.0,20.5795281569,34.0243990482
5010.0,19.9614051979,30.602828126
5040.0,20.6907474713,28.7228427094
5070.0,20.145661615,27.3205093904
5100.0,20.5286254688,26.7603816588
5130.0,18.9413450352,27.2524889494
5160.0,18.3298119468,30.1281425405
5190.0,18.0272468335,31.0273937495
5220.0,16.0356649419,36.0567589841
5250.0,15.5345627218,46.5615972056
5280.0,15.0861853568,56.5582857983
5310.0,12.5481771614,59.3155440456
5340.0,13.1212095971,51.2532046608
5370.0,11.5201947929,47.4719151042
5400.0,11.1114570693,60.6545605449
5430.0,9.57052436931,52.7311059595
5460.0,9.4236238395,53.8015597306
5490.0,7.91161182021,59.0371330271
5520.0,6.95210541441,58.7371197627
5550.0,5.70445908126,65.1976367021
5580.0,4.73937052594,59.0886970048
5610.0,4.35603833645,60.6369666586
5640.0,4.86191049408,63.8736955022
5670.0,3.90643404968,64.6853403298
5700.0,4.97734057066,71.920905584
5730.0,3.27549819392,75.5646396778
5760.0,3.0660288047,82.8541423722
5790.0,2.02606687921,87.3536495417
5820.0,1.09058590753,87.6517186841
5850.0,1.06003990873,97.1434632796
5880.0,0.781152362511,93.9794305242
5910.0,0.178837831582,95.9007880173
5940.0,1.20217688402,98.1032395508
5970.0,0.0936486805703,98.0805584999
6000.0,1.3920626162,103.046789757
6030.0,0.517872556633,104.421271845
6060.0,0.708894087579,105.559741017
6090.0,1.21403918203,104.501152447
6120.0,3.45256069738,102.128177612
6150.0,2.97015984274,100.610030625
6180.0,4.92240446624,96.8450588402
6210.0,5.41440754987,95.3337656308
6240.0,7.34720942515,93.8644518481
6270.0,7.37114986904,90.279999653
6300.0,8.84375181933,86.4089627959
6330.0,10.1629425197,83.1883272471
6360.0,10.4936190456,80.982173862
6390.0,10.9340553541,78.9850316633
6420.0,12.2001905974,76.5776127221
6450.0,11.6028764778,74.551252583
6480.0,11.9071316804,73.6345437072
6510.0,11.45037519,73.4885229335
6540.0,11.4822298139,73.556927283
6570.0,10.3741309039,72.9221753588
6600.0,11.2258374296,69.6954103329
6630.0,9.16054800307,75.3159700877
6660.0,8.153940249,72.9094578874
6690.0,6.96968499221,75.2653918331
6720.0,6.06128946153,71.3908039106
6750.0,5.35821393788,71.0381538659
6780.0,3.26787815544,68.3763619793
6810.0,2.00271507749,66.18201666
6840.0,1.86761501527,61.5573682175
6870.0,1.37699470301,56.1247392628
6900.0,0.661845221134,58.4963126829
6930.0,-2.24995193184,61.8211164274
6960.0,-1.7279580817,55.826389226
6990.0,-3.84908359769,70.4397581546
7020.0,-3.34668140665,70.2559439978
7050.0,-4.95333972819,68.1595961451
7080.0,-2.6227609526,65.3823103617
7110.0,-1.89281719269,66.3739111197
7140.0,-2.23294431543,59.0214596959
7170.0,-2.74794517093,66.1786331939
7200.0,-2.48595599692,68.0937516757
7230.0,-3.08610108311,69.5017505711
7260.0,-5.53555095369,76.5376334376
7290.0,-7.11905429614,86.4432074449
7320.0,-7.15763982808,89.8493164974
7350.0,-7.23720765527,88.8662862555
7380.0,-7.31828871777,91.8515606685
7410.0,-8.24778285375,91.8373480815
7440.0,-8.21888524779,90.7126873399
7470.0,-9.81947426808,93.6996666165
7500.0,-8.82621552,93.4537967977
7530.0,-10.2566443594,94.3406255414
7560.0,-8.9020574094,94.1325582281
7590.0,-8.52737222219,88.3245053623
7620.0,-7.33245952875,82.3486527733
7650.0,-5.75351736479,79.88151839
7680.0,-3.73357293652,70.012430821
7710.0,-4.1742118199,73.5256513672
7740.0,-2.41353593617,67.232978915
7770.0,-2.52958304075,61.9827352802
7800.0,-0.657774175838,54.0883413719
7830.0,0.47092793831,51.0909529452
7860.0,0.583004914736,38.6451540366
7890.0,1.00415149911,34.2399352083
7920.0,2.10725463151,29.1998995916
7950.0,2.2902466379,29.1451506453
7980.0,4.18704943842,26.4822274707
8010.0,2.90184082349,25.6420703953
8040.0,3.93567265403,29.4757991204
8070.0,3.40222219591,27.4858790641
8100.0,2.98444462035,27.7341516752
8130.0,2.57200969412,26.5197172634
8160.0,2.38332058021,31.4093887835
8190.0,1.20488817572,32.8132940173
8220.0,1.2823165676,36.804251985
8250.0,1.55040933949,37.2518029822
8280.0,-1.36501897317,41.6257717763
8310.0,-3.14412151125,43.0632721262
8340.0,-3.08186565023,41.4110137741
8370.0,-3.47803701993,41.8955197188
8400.0,-1.56473667789,40.3688089168
8430.0,-3.51843696795,45.8852765317
8460.0,-4.90475354185,53.0045111664
8490.0,-5.68082297554,62.7928249528
8520.0,-8.54826311583,63.9549106947
8550.0,-9.68118911517,72.1804103881
8580.0,-8.43493823262,69.9935446817
8610.0,-9.36082510323,77.0466005135
8640.0,-9.69587687589,71.779103492
8670.0,-10.559609642,79.6602724832
8700.0,-10.4135289899,73.6447550359
8730.0,-10.5506804971,70.7145711069
8760.0,-10.9942334085,80.3832574801
8790.0,-11.8817703178,87.1419687337
8820.0,-12.0061228114,75.697023148
8850.0,-11.9078754916,76.8523606546
8880.0,-11.951032286,77.7255307959
8910.0,-11.3131840878,74.6991953841
8940.0,-10.6609605159,70.1671135841
8970.0,-10.368345858,62.1932309521
9000.0,-9.4792168436,63.7116124546
9030.0,-7.83267278276,66.2644126024
9060.0,-6.87017132426,57.9561581973
9090.0,-5.41237232982,50.4609248853
9120.0,-2.55458318481,46.4195816801
9150.0,-2.74547412285,44.8590466285
9180.0,-0.326113960389,38.3403581198
9210.0,0.805505580494,39.6501784522
9240.0,3.00010091326,34.3591068361
9270.0,3.41838993748,29.8939056308
9300.0,4.17643430005,28.0479759833
9330.0,3.67886088418,28.8976176583
9360.0,5.52835720048,24.7338299905
9390.0,5.26096188373,22.0305792034
9420.0,6.44421230397,22.3960433359
9450.0,5.08182826382,23.695823789
9480.0,5.92569949272,22.5178902814
9510.0,4.74941478632,28.5243188735
9540.0,5.38455657509,27.414435625
9570.0,4.09552377626,29.4000266225
9600.0,5.30936272704,26.5707687908
9630.0,2.3916162755,27.4111282702
9660.0,2.10127700622,29.3981048271
9690.0,2.4329160084,28.0675429442
9720.0,2.59469990899,26.4612929851
9750.0,0.678466526286,30.7592730624
9780.0,0.0566065194783,28.9725177104
9810.0,-1.88077748165,30.5063761216
9840.0,-3.29120666534,32.3914798113
9870.0,-3.3550849886,36.4250945861
9900.0,-1.3732057621,32.7907535007
9930.0,-2.18101650692,35.3432262969
9960.0,-1.70770324003,33.0480616821
9990.0,-2.66550120366,37.3010738134
10020.0,-2.61450655875,38.0055543498
10050.0,-4.20739743788,42.6389346633
10080.0,-3.36423456819,40.6507677103
10110.0,-4.15351394011,42.5839703436
10140.0,-5.55459571994,47.4137179552
10170.0,-6.09586984141,46.0772421954
10200.0,-6.44114397503,50.3643519511
10230.0,-7.29378405042,52.2967895734
10260.0,-5.17530123648,54.2132536273
10290.0,-7.8248099193,57.0823297998
10320.0,-7.84071102741,56.5667870497
10350.0,-7.87001566271,57.8832099832
10380.0,-5.71778934243,57.7626287058
10410.0,-5.70522597798,56.6690964289
10440.0,-2.13767601482,54.3992517139
10470.0,-1.14278665397,48.8968249542
10500.0,0.451036250908,47.7579194334
10530.0,0.983113083273,45.8233758228
10560.0,3.1200882587,42.5796417362
10590.0,4.41420981702,43.8394090861
10620.0,6.00665294985,44.2110022117
10650.0,6.53404764972,44.7588476636
10680.0,7.71095334669,37.4296249069
10710.0,7.83212781491,31.1714513806
10740.0,8.49310392997,30.055917615
10770.0,9.77679350607,26.8915447118
10800.0,11.1025972713,26.0024919688
10830.0,11.1006767428,29.8196006038
10860.0,10.8789685039,23.7628099968
10890.0,10.8061154544,23.3370172793
10920.0,11.4234038335,22.2398844279
10950.0,9.90044569261,25.1382002433
10980.0,8.53375727934,26.2393633371
11010.0,6.90609617018,28.0956522087
11040.0,6.64052658518,25.9792723269
11070.0,4.91218357333,25.7052938639
11100.0,5.74839273344,26.9177036071
11130.0,4.68172723681,25.0171611621
11160.0,5.26173015225,26.2200390026
11190.0,4.01070275109,27.5097797695
11220.0,4.80355335473,27.1116540501
11250.0,3.87726308035,26.7630420618
11280.0,5.1352236628,25.1492538564
11310.0,4.35665077482,28.2079319884
11340.0,4.48745435429,27.8932491416
11370.0,3.25026966327,29.5081223624
11400.0,2.90725286,31.1291242779
11430.0,2.37102228555,32.1906005146
11460.0,1.65664279307,34.7208154976
11490.0,0.52732551292,39.5841317575
11520.0,0.18966309457,41.3691708379
11550.0,0.645843191468,45.3636923194
11580.0,0.886078043105,45.3827082201
11610.0,0.426330768685,46.567055628
11640.0,0.434876992284,46.3198618658
11670.0,0.660884654379,47.4929722616
11700.0,1.36551277535,47.0123831047
11730.0,-0.212955910649,48.2000082354
11760.0,-0.440036421357,47.4871578552
11790.0,-1.44715039667,48.9339925974
11820.0,-0.0197498828651,46.7221405896
11850.0,-0.123267021301,47.3025480842
11880.0,1.48547905242,42.3668961552
11910.0,2.14210936155,41.0871228162
11940.0,2.6230138885,41.0045447098
11970.0,3.8127511351,38.7392805747
12000.0,6.01190802605,29.8659240621
12030.0,6.50119250349,32.3616939022
12060.0,7.5886349119,26.2218800159
12090.0,8.19663116157,25.3751897637
12120.0,10.3880490851,19.9907384379
12150.0,10.9403961605,19.6438457787
12180.0,10.6625863477,17.3752093901
12210.0,10.7604901428,20.9734657881
12240.0,11.6767515553,16.8724877692
12270.0,11.1508598936,18.6448445964
12300.0,11.5203885627,16.7276330838
12330.0,12.2751803601,22.059318423
12360.0,12.6582029933,19.6782540975
12390.0,11.5022232396,25.5601809333
12420.0,10.7919256131,27.6805956931
12450.0,9.81147725993,26.8946507093
12480.0,8.05588162532,24.806465242
12510.0,6.95986518546,26.1391638788
12540.0,6.4683813523,29.0202551202
12570.0,4.68387375459,27.559163617
12600.0,3.88997663981,27.9625792324
12630.0,2.68322009949,30.5289617774
12660.0,3.09351520491,29.5784362522
12690.0,2.41907478576,30.8823011515
12720.0,2.52478353675,29.3922276812
12750.0,2.28484424757,27.248714547
12780.0,3.09771001758,26.1967774845
12810.0,2.62458127935,29.2942387062
12840.0,2.51837972782,30.4562333476
12870.0,0.475071119793,30.3383499197
12900.0,0.459129970123,30.8269995537
12930.0,0.106975365408,32.7781664537
12960.0,-0.850172801913,32.3089338856
12990.0,0.0479390025745,31.3618938697
13020.0,-0.38298705466,32.4939858922
13050.0,-0.837939583822,33.8246305135
13080.0,-0.506279406474,34.1162492722
13110.0,-0.293395735435,33.6783083915
13140.0,-0.641468586153,34.0299298473
13170.0,-0.0602517251684,36.1241191509
13200.0,0.350912322174,38.1987478399
13230.0,-0.631858050103,40.3345073641
13260.0,-0.377292299873,43.2490831955
13290.0,-0.0434064813929,44.1833264744
13320.0,-0.14464703652,43.9279426538
13350.0,0.90179072587,39.2422948101
13380.0,2.36742922186,40.4999421533
13410.0,2.81836695697,40.6888290943
13440.0,4.00284298459,34.2892800255
13470.0,5.45777101881,35.1780630659
13500.0,5.70366903334,29.0439225862
13530.0,7.57365345466,25.9136611729
13560.0,8.20594401275,25.1804958037
13590.0,9.40318839654,30.1025564923
13620.0,9.46722365975,25.6386971708
13650.0,10.8603850393,23.0414972844
13680.0,12.3410623414,19.6381308901
13710.0,13.1165632277,21.1522148281
13740.0,12.7071439634,22.1399335884
13770.0,11.9287814348,23.2176503754
13800.0,11.0962538917,19.3665200746
13830.0,10.2167450735,23.5816208691
13860.0,9.51563668384,24.9607971456
13890.0,7.69486527084,27.2468270234
13920.0,6.62503706164,28.4269602533
13950.0,5.61511091007,25.849559493
13980.0,5.60139596146,25.7501077015
14010.0,4.3490403682,30.9803406989
14040.0,2.99667572922,32.5049161746
14070.0,1.92014327985,33.7016174084
14100.0,2.3979386583,35.1617687229
14130.0,1.79905660034,40.3331069956
14160.0,2.74478288499,36.5445069165
14190.0,2.45219977313,32.3702382391
14220.0,2.12342625702,32.603520608
14250.0,2.04163873815,34.9040657654
14280.0,1.62351400188,34.8306670931
14310.0,0.0727857669936,39.3586215873
14340.0,0.835405914489,35.5612434848
14370.0,0.960423551155,37.9750268617
14400.0,0.759126183861,35.9861168181
14430.0,0.971090310582,35.6124753847
14460.0,2.26275380708,37.0306610447
14490.0,0.615131442117,37.9385843193
14520.0,0.83252215531,36.5173651062
14550.0,0.532367440659,40.3573330088
14580.0,1.2395618443,42.039512819
14610.0,-0.631402557467,45.7300620658
14640.0,0.237327698896,43.0576590564
14670.0,-0.610803568447,42.4444095694
14700.0,0.920242747082,41.9832861266
14730.0,0.448513452778,41.8398752646
14760.0,1.68895612365,40.9331523615
14790.0,2.01008822441,36.1231323214
14820.0,4.24395040221,30.3100340374
14850.0,5.45650384713,29.320419438
14880.0,6.76807233314,26.9112306033
14910.0,7.07167292927,21.365066762
14940.0,8.42013027713,18.0970837962
14970.0,9.60542149737,13.6166038859
15000.0,11.6870923256,10.0864484465
15030.0,12.6310319599,10.2366173908
15060.0,14.3266423208,8.69639296482
15090.0,14.5126749223,9.97368052133
15120.0,14.6339600664,9.99812173257
15150.0,14.1514886979,8.89406894952
15180.0,14.9739924423,8.42439749993
15210.0,14.9658932268,12.6978566907
15240.0,15.7851793083,9.07835638232
15270.0,15.5340727266,11.1004627675
15300.0,15.7092880884,9.63968414058
15330.0,14.4966350435,12.9684126817
15360.0,13.5726481918,17.2065053824
15390.0,11.8191282477,20.4479303908
15420.0,10.1905301297,20.1311397128
15450.0,10.4778885545,23.3883191824
15480.0,10.6919466044,24.0760192087
15510.0,10.5842226888,25.9323700674
15540.0,10.8035765551,24.0846108541
15570.0,9.66108710849,26.473910753
15600.0,9.35777339053,24.8172600266
15630.0,7.76730300125,27.8777995423
15660.0,7.3390412718,27.5437108666
15690.0,6.51150535704,24.0218665999
15720.0,5.80370388251,30.8709025927
15750.0,5.28758568783,31.2031188198
15780.0,5.38659372885,32.612546569
15810.0,4.0324833397,35.4242737788
15840.0,4.86072814587,35.558920433
15870.0,3.96570217561,36.2561939934
15900.0,3.19868860916,39.0747530993
15930.0,3.19920921068,37.9455279265
15960.0,3.8430150755,38.8188075287
15990.0,2.89262955627,42.3908360166
16020.0,1.74667139576,41.0092829003
16050.0,1.79196359478,41.4266130682
16080.0,3.45470723568,41.4933758392
16110.0,2.82939798368,43.3544106461
16140.0,2.63350087985,40.0031972567
16170.0,2.29565631736,43.2598644757
16200.0,3.85298598912,38.6723705763
16230.0,5.55763742193,37.5187539084
16260.0,6.8001336959,33.4395760769
16290.0,7.65476009627,31.3591868591
16320.0,8.6229082407,22.7756103677
16350.0,9.92011978083,20.8938928088
16380.0,12.0516689664,17.2774805748
16410.0,12.7121666077,15.8923426489
16440.0,14.4299425885,10.4189994733
16470.0,14.5091397837,11.1642818672
16500.0,15.907480115,8.80953308514
16530.0,16.4750434284,7.32663003104
16560.0,17.6685568402,4.27158389952
16590.0,18.545938765,4.71897801499
16620.0,19.1577059013,1.05429169812
16650.0,19.0498805547,2.34991969832
16680.0,18.2383537624,2.98496333098
16710.0,17.1746463303,4.46258982505
16740.0,16.9084220749,7.16567308394
16770.0,14.5516393496,11.4924046245
16800.0,13.832189855,16.1639936227
16830.0,13.695704489,15.8968943064
16860.0,13.3027364849,14.7274188634
16890.0,11.7431132198,16.4662031718
16920.0,11.3306641838,17.1548300405
16950.0,10.2474538362,19.2219471399
16980.0,10.5162893791,19.8544300697
17010.0,9.70149255003,22.6199450126
17040.0,8.65138144497,24.1793661716
17070.0,8.8588699486,22.7313366254
17100.0,8.62386604708,26.4438277506
17130.0,7.5384685421,26.4503650996
17160.0,7.9914823031,28.9923309149
17190.0,7.47118865663,30.2271668637
17220.0,7.61331963873,28.99540427
17250.0,7.69578005137,26.5980465097
17280.0,9.03754388736,26.9965945547
17310.0,8.18697460459,30.0843243359
17340.0,7.56736421837,29.1286483323
17370.0,6.7402966022,29.6849622137
17400.0,6.25601539506,31.0153547837
17430.0,6.31315172808,30.8867434134
17460.0,5.80015433807,28.360430623
17490.0,5.12628074059,29.1091087452
17520.0,5.44322554151,26.7116052781
17550.0,5.22560433636,24.9773856321
17580.0,6.75677634921,22.3478978178
17610.0,6.51649915024,19.0511034637
17640.0,8.1719423989,15.4813216498
17670.0,9.79637716055,13.587861815
17700.0,11.4576308154,13.3466525948
17730.0,11.6446920872,9.93016769762
17760.0,13.6078832789,8.36115982385
17790.0,15.1858321191,7.23201807105
17820.0,16.7483697236,4.8936927949
17850.0,17.0691631002,5.06219259144
17880.0,18.3851560798,1.99331815128
17910.0,19.3397246004,5.26019991134
17940.0,20.4067790297,3.56298878643
17970.0,19.4371390467,2.89041515825
18000.0,21.4554458181,2.20884281148
18030.0,22.5824172832,2.04039628492
18060.0,22.9012518673,2.7593899401
18090.0,21.2439374513,2.28181691442
18120.0,21.3240759624,0.249672690299
18150.0,20.0705807337,2.06782884081
18180.0,18.7952661256,4.34497103282
18210.0,16.8366283505,6.23561770133
18240.0,16.4987359114,3.64325492535
18270.0,16.1531529276,4.08529200146
18300.0,15.6612158612,5.5229657475
18330.0,14.2943956866,7.07842905267
18360.0,15.0137439959,7.8464823907
18390.0,14.0192260951,9.35444198607
18420.0,14.8189813446,6.91802222668
18450.0,13.8336812126,9.47896030863
18480.0,14.6317818042,9.31629648508
18510.0,14.4953383692,10.2332788796
18540.0,14.425126616,11.4382021537
18570.0,14.1840216092,13.0837167499
18600.0,14.3247985675,17.4364279531
18630.0,13.6547309183,18.9401886798
18660.0,13.8740835356,19.2517489846
18690.0,13.4567407747,20.0094122493
18720.0,13.2405449765,21.7529952533
18750.0,12.7792285485,27.0892843407
18780.0,12.0984794827,29.3142046838
18810.0,11.5925259298,36.4805282023
18840.0,11.7740064349,36.2814849411
18870.0,10.9173207284,38.2615757747
18900.0,10.6633827387,40.4348065595
18930.0,9.97576770636,41.0370188853
18960.0,10.7197468973,38.8089967106
18990.0,11.0938863383,38.8687289396
19020.0,10.5261583194,39.0858753618
19050.0,10.7899779712,36.4848539539
19080.0,12.5466312041,35.1689148837
19110.0,11.8306299798,34.5765481766
19140.0,12.7572279718,31.7335795184
19170.0,13.111225803,30.653370468
19200.0,15.146220914,27.5338724918
19230.0,15.9455890936,25.6307430486
19260.0,15.2036516964,22.0026023171
19290.0,15.0810732195,20.2103450602
19320.0,17.0972713803,16.0605651337
19350.0,17.9123439389,14.9739631187
19380.0,18.5145207415,12.4372850894
19410.0,20.3137172978,15.445311288
19440.0,20.0410457567,14.8706590782
19470.0,19.3610077237,15.7423879616
19500.0,19.5266017425,15.0504544429
19530.0,19.4592254341,18.6117877374
19560.0,18.4795901255,15.6488010032
19590.0,17.6668545699,19.6160272853
19620.0,16.8617574249,21.3657779729
19650.0,14.9815101173,25.0349081989
19680.0,14.0945138111,23.3270647985
19710.0,13.7764531327,23.7726123575
19740.0,12.7736890912,28.8156019986
19770.0,10.6692078611,31.2176418425
19800.0,10.5526619783,30.8172190342
19830.0,9.32046110685,31.9448344189
19860.0,8.84861235861,29.9251733643
19890.0,8.34036041991,30.7059835781
19920.0,7.44484139183,30.6298309529
19950.0,6.63407888627,34.9183460524
19980.0,6.60023713148,32.0179772172
20010.0,5.69878871452,35.3359199868
20040.0,4.96693625657,34.775840836
20070.0,5.77723655554,34.5868547156
20100.0,5.46045374498,33.1546812382
20130.0,3.59580554263,37.7188833876
20160.0,4.6107473573,41.9081227902
20190.0,3.62695289748,46.5736675971
20220.0,2.00635398581,48.5233809502
20250.0,1.61876537358,51.9778357973
20280.0,0.747937435266,54.9640503657
20310.0,0.0554635165528,58.8400056264
20340.0,-0.535732232557,63.2015302261
20370.0,-0.181451803693,68.6881094738
20400.0,1.62466000372,59.7874189137
20430.0,2.7263311269,56.3802061956
