Time,DNI,GHI
0.0,-0.315407737545,0.0
30.0,1.47128736668,0.0
60.0,2.94508098812,0.0
90.0,3.41103851082,0.0
120.0,53.7887499579,0.0
150.0,4.61239190768,0.0
180.0,-0.772598566961,0.0
210.0,-1.56316420031,0.0
240.0,-1.6377630765,0.0
270.0,-2.0644063769,0.0
300.0,-2.36825071507,0.0
330.0,-5.09411917887,0.0
360.0,-0.679669538511,0.0
390.0,1.9973433726,0.0
420.0,95.0509642382,105.55431346
450.0,-0.870757648976,0.0
480.0,-1.66020122833,0.0
510.0,-0.711457668174,0.0
540.0,-1.46164587881,0.0
570.0,0.210806075121,0.0
600.0,0.0401412071948,0.0
630.0,-1.86119183796,0.0
660.0,0.650235246923,0.0
690.0,-1.61110717877,0.0
720.0,-1.88365885713,0.0
750.0,-1.3212706605,0.0
780.0,2.17699757701,0.0
810.0,2.62878960156,0.0
840.0,6.46614686836,0.0
870.0,60.74553727,0.0
900.0,109.883041922,0.0
930.0,117.968354979,0.0
960.0,20.188398468,0.0
990.0,72.4432530829,72.5267916457
1020.0,5.0449499485,0.0
1050.0,6.6608625683,0.0
1080.0,6.28107675463,0.0
1110.0,72.8867889411,0.0
1140.0,197.050095656,0.0
1170.0,705.125024703,0.0
1200.0,127.797051763,0.0
1230.0,78.0658294079,0.0
1260.0,14.8961995915,0.0
1290.0,4.26224060261,0.0
1320.0,3.91832200611,0.0
1350.0,51.5086597311,0.0
1380.0,34.5336126783,0.0
1410.0,58.6500746863,0.0
1440.0,4.34600020288,0.0
1470.0,88.000564487,0.0
1500.0,45.372645021,0.0
1530.0,3.82156635726,0.0
1560.0,48.6854019672,0.0
1590.0,5.73675246668,0.0
1620.0,97.5096337298,0.0
1650.0,72.3400652137,0.0
1680.0,121.235497176,0.0
1710.0,6.43582710953,0.0
1740.0,212.700892498,0.0
1770.0,203.288367754,0.0
1800.0,570.653056542,0.0
1830.0,159.773428895,0.0
1860.0,27.9580699421,8.20254655367
1890.0,139.854374001,0.0
1920.0,50.3221747005,0.0
1950.0,33.5593403401,0.0
1980.0,315.412452588,0.0
2010.0,73.7449989819,0.0
2040.0,89.578168709,0.0
2070.0,33.3465905127,0.0
2100.0,6.34328027631,0.0
2130.0,58.3834668794,0.0
2160.0,72.5774936216,0.0
2190.0,77.4421435881,0.0
2220.0,69.4960509241,0.0
2250.0,4.77156882998,0.0
2280.0,6.36359859724,53.2925419483
2310.0,6.39715336999,49.3909610129
2340.0,5.11565724073,22.8593476344
2370.0,2.97037322059,11.3769255572
2400.0,4.32223528901,0.0
2430.0,5.32226535919,-45.4910347047
2460.0,0.680518155689,0.0
2490.0,0.196488758227,0.0
2520.0,1.66722640277,0.0
2550.0,4.25139997295,0.0
2580.0,3.82987070923,0.0
2610.0,36.0420674776,0.0
2640.0,71.7209902783,0.0
2670.0,50.0812299924,0.0
2700.0,88.8538652426,0.0
2730.0,43.3027760794,0.0
2760.0,34.3613746813,0.0
2790.0,35.6457977043,0.0
2820.0,31.2593521285,0.0
2850.0,4.8202954196,0.0
2880.0,2.46405734393,0.0
2910.0,2.77376750211,0.0
2940.0,2.7361293037,0.0
2970.0,5.98759943806,0.0
3000.0,6.34894967795,0.0
3030.0,3.72270837957,0.0
3060.0,4.07750343093,0.0
3090.0,3.7108766518,0.0
3120.0,0.902597181411,0.0
3150.0,2.05088955692,0.0
3180.0,1.22684824696,0.0
3210.0,0.707752556413,0.0
3240.0,-0.648806481098,0.0
3270.0,3.41944827145,0.0
3300.0,4.85176320524,-15.4853647118
3330.0,0.941502163936,0.0
3360.0,-0.717063937604,0.0
3390.0,5.14502475663,0.0
3420.0,4.62277286974,0.0
3450.0,5.59654441315,0.0
3480.0,3.79353803069,0.0
3510.0,1.39879728359,0.0
3540.0,-0.653999772624,0.0
3570.0,-1.62030669279,0.0
3600.0,-0.392415717514,0.0
3630.0,5.89372944691,0.0
3660.0,3.38041771682,0.0
3690.0,52.6387286439,0.0
3720.0,65.4563204226,0.0
3750.0,86.8675034623,0.0
3780.0,179.670997933,0.0
3810.0,138.388635481,0.0
3840.0,141.703969457,0.0
3870.0,3.82622391824,-14.1978644772
3900.0,25.1657294572,0.0
3930.0,49.1130101438,0.0
3960.0,58.4492560381,0.0
3990.0,4.63996383062,0.0
4020.0,3.38279159243,0.0
4050.0,4.24635282147,0.0
4080.0,12.8709824429,0.0
4110.0,5.36817621449,0.0
4140.0,5.47987214741,0.0
4170.0,0.617674018176,0.0
4200.0,0.313187606282,0.0
4230.0,4.6344887459,0.0
4260.0,3.18963392707,0.0
4290.0,51.8867705023,0.0
4320.0,6.06436016909,0.0
4350.0,10.6390565887,0.0
4380.0,74.4767275756,0.0
4410.0,3.92985924686,0.0
4440.0,50.2190924591,0.0
4470.0,39.0079282489,0.0
4500.0,4.38847237266,0.0
4530.0,85.9670368631,0.0
4560.0,24.4146963988,0.0
4590.0,102.886477576,0.0
4620.0,97.0388022276,0.0
4650.0,67.367101023,0.0
4680.0,108.418876554,0.0
4710.0,93.7903741105,0.0
4740.0,3.9079110917,-35.9952243064
4770.0,4.04944705464,0.0
4800.0,3.20951761357,0.0
4830.0,1.11169412109,0.0
4860.0,-0.258851990461,0.0
4890.0,-0.234256802135,0.0
