Time,Precip
0.0,0.683455749817
30.0,0.696686830813
60.0,0.698638337264
90.0,0.650523104203
120.0,0.689394753975
150.0,0.634665167253
180.0,0.656263967536
210.0,0.603718538179
240.0,0.570916250227
270.0,0.66213996288
300.0,0.609808002665
330.0,0.605145985672
360.0,0.601194646823
390.0,0.550170662615
420.0,0.572724985096
450.0,0.562467206419
480.0,0.567347861094
510.0,0.574864397484
540.0,0.559517739422
570.0,0.582113708861
600.0,0.603361973282
630.0,0.584535367114
660.0,0.592850769556
690.0,0.613945337335
720.0,0.678960883668
750.0,0.591617374602
780.0,0.627438115904
810.0,0.680223780007
840.0,0.661247713401
870.0,0.626496524223
900.0,0.644098701053
930.0,0.625513444893
960.0,0.595793545796
990.0,0.608240217043
1020.0,0.514006205461
1050.0,0.593971295196
1080.0,0.581683145303
1110.0,0.457165231491
1140.0,0.45702136479
1170.0,0.517140367152
1200.0,0.409083642379
1230.0,0.42410883054
1260.0,0.489773198908
1290.0,0.421264795008
1320.0,0.415321306257
1350.0,0.469126347238
1380.0,0.513140496356
1410.0,0.439927762366
1440.0,0.515759974199
1470.0,0.469402535161
1500.0,0.424601819934
1530.0,0.419270696222
1560.0,0.404642491265
1590.0,0.483112322246
1620.0,0.437238787537
1650.0,0.446002961868
1680.0,0.389566160704
1710.0,0.464364778937
1740.0,0.418613811467
1770.0,0.416627597765
1800.0,0.473872606098
1830.0,0.456026323521
1860.0,0.445122666966
1890.0,0.349231196617
1920.0,0.380965658734
1950.0,0.308269378349
1980.0,0.346186019801
2010.0,0.343277962094
2040.0,0.338774380587
2070.0,0.320140524436
2100.0,0.364827180706
2130.0,0.351735960063
2160.0,0.389237280435
2190.0,0.358523131383
2220.0,0.407335862443
2250.0,0.480916556911
2280.0,0.452202557165
2310.0,0.494196707769
2340.0,0.425942629466
2370.0,0.431759142948
2400.0,0.518634940487
2430.0,0.517812755924
2460.0,0.527582162246
2490.0,0.591900196451
2520.0,0.562700341476
2550.0,0.547039946343
2580.0,0.471606802733
2610.0,0.527546246899
2640.0,0.549925858471
2670.0,0.641343178175
2700.0,0.592411704299
2730.0,0.502979718886
2760.0,0.618716978137
2790.0,0.631183844205
2820.0,0.519804724875
2850.0,0.546150032873
2880.0,0.61505088004
2910.0,0.527138634772
2940.0,0.512455555144
2970.0,0.528872142026
3000.0,0.528216564044
3030.0,0.539356202782
3060.0,0.546358760442
3090.0,0.540782485775
3120.0,0.551886076685
3150.0,0.490796937062
3180.0,0.554917210109
3210.0,0.473528746365
3240.0,0.496955219677
3270.0,0.479780558433
3300.0,0.548199898687
3330.0,0.501675065772
3360.0,0.535521722304
3390.0,0.53856763588
3420.0,0.562832271829
3450.0,0.518817248647
3480.0,0.521427704337
3510.0,0.50904150798
3540.0,0.537611009412
3570.0,0.507328633345
3600.0,0.506166776431
3630.0,0.540786717112
3660.0,0.589059884328
3690.0,0.485188301961
3720.0,0.472623174826
3750.0,0.44684075282
3780.0,0.461507421725
3810.0,0.500206972096
3840.0,0.49394911718
3870.0,0.570105651912
3900.0,0.555740739936
3930.0,0.576820863899
3960.0,0.44303631585
3990.0,0.551056076726
4020.0,0.489985240611
4050.0,0.52400100669
4080.0,0.568162972501
4110.0,0.491995770454
4140.0,0.438827736067
4170.0,0.528337305639
4200.0,0.486071026698
4230.0,0.488074446997
4260.0,0.482412574323
4290.0,0.475918664102
4320.0,0.493507436649
4350.0,0.593702185474
4380.0,0.59202017822
4410.0,0.559911978611
4440.0,0.557567260981
4470.0,0.578526297478
4500.0,0.537502583546
4530.0,0.682930811089
4560.0,0.622590283576
4590.0,0.7091278113
4620.0,0.623792778658
4650.0,0.706388529673
4680.0,0.719629799753
4710.0,0.532184262463
4740.0,0.73628869512
4770.0,0.566094532726
4800.0,0.578910914399
4830.0,0.557793411729
4860.0,0.692795949637
4890.0,0.63677368967
4920.0,0.626663543584
4950.0,0.633370030883
4980.0,0.79978911914
5010.0,0.648525743402
5040.0,0.755793167481
5070.0,0.695783389137
5100.0,0.734243796777
5130.0,0.771910311084
5160.0,0.80715122183
5190.0,0.782832792632
5220.0,0.660862916627
5250.0,0.702433063888
5280.0,0.636303841968
5310.0,0.589189420203
5340.0,0.659564458192
5370.0,0.644357390445
5400.0,0.59450979221
5430.0,0.676058457978
5460.0,0.665580628937
5490.0,0.835814847134
5520.0,0.703378751653
5550.0,0.725490357878
5580.0,0.743833535517
5610.0,0.796592946201
5640.0,0.730907192606
5670.0,0.728555535406
5700.0,0.937271129004
5730.0,0.79368933341
5760.0,0.834913899313
5790.0,0.999702861429
5820.0,0.730681371713
5850.0,0.778307728895
5880.0,0.989359403043
5910.0,0.834105633382
5940.0,0.921909019213
5970.0,0.862703325318
6000.0,0.820889428706
6030.0,0.823855014204
6060.0,0.710041771875
6090.0,0.77735663623
6120.0,0.811248520833
6150.0,0.728303659011
6180.0,0.942219015518
6210.0,0.886018299937
6240.0,0.880540775861
6270.0,0.975641651642
6300.0,0.936774413168
6330.0,0.93986517781
6360.0,1.18991899345
6390.0,1.23042207158
6420.0,1.28120537269
6450.0,0.962530214707
6480.0,0.947255924481
6510.0,1.26090268611
6540.0,1.29618491382
6570.0,1.31113101982
6600.0,1.14012846699
6630.0,1.210726143
6660.0,1.27026256793
6690.0,1.19463252624
6720.0,1.28179607689
6750.0,1.21516224164
6780.0,0.924603268056
6810.0,1.05101100855
6840.0,0.864716552019
6870.0,1.15923050481
6900.0,0.862705213916
6930.0,0.858989119209
6960.0,0.823339455575
6990.0,0.803067433943
7020.0,1.1653656511
7050.0,0.923878359864
7080.0,1.10062434876
7110.0,1.3317367306
7140.0,1.16664579504
7170.0,1.30119925727
7200.0,1.41214664741
7230.0,1.45871554737
7260.0,1.40593906957
7290.0,1.32362442036
7320.0,1.35665547231
7350.0,1.37824551978
7380.0,1.32447656998
7410.0,1.29402772176
7440.0,1.28564717018
7470.0,1.28723296784
7500.0,1.28546921482
7530.0,1.29093947361
7560.0,0.967010276557
7590.0,1.04507242458
7620.0,0.997615547066
7650.0,0.827160563025
7680.0,0.631565750585
7710.0,0.684685330097
7740.0,0.735657333141
7770.0,0.573772777929
7800.0,0.524173612101
7830.0,0.494459293428
7860.0,0.577266978625
7890.0,0.722087868444
7920.0,0.614841288023
7950.0,0.620794898457
7980.0,0.580764983146
8010.0,0.631019391722
8040.0,0.678878256331
8070.0,0.661458791936
8100.0,0.660191091951
8130.0,0.772686632417
8160.0,0.820262865406
8190.0,0.825969683846
8220.0,0.843462560075
8250.0,0.660808279785
8280.0,0.677790097065
8310.0,0.780887572465
8340.0,0.885738084333
8370.0,0.781079863981
8400.0,0.780361109198
8430.0,0.756406862202
8460.0,0.701769705589
8490.0,0.714944417188
8520.0,0.751944548038
8550.0,0.66553709206
8580.0,0.686010914946
8610.0,0.754789485679
8640.0,0.776522415971
8670.0,0.88514004091
8700.0,0.751400697751
8730.0,0.813144706938
8760.0,0.831333750298
8790.0,0.728720246653
8820.0,0.85739450086
8850.0,0.925534307017
8880.0,0.79400041622
8910.0,0.883844162567
8940.0,0.803387713811
8970.0,0.763476659797
9000.0,0.745067093641
9030.0,0.744443170379
9060.0,0.863008685036
9090.0,0.730319652211
9120.0,0.765534156326
9150.0,0.923476253065
9180.0,0.735771369771
9210.0,0.761233003288
9240.0,0.671434392623
9270.0,0.642282988808
9300.0,0.647327915579
9330.0,0.687171419715
9360.0,0.751529504329
9390.0,0.662597125118
9420.0,0.759518484174
9450.0,0.709218449041
9480.0,0.845639777376
9510.0,1.14331747365
9540.0,1.09306888181
9570.0,0.873553781216
9600.0,0.857132952151
9630.0,0.829939147129
9660.0,0.949756883932
9690.0,0.837569967379
9720.0,0.846814111841
9750.0,0.788919568568
9780.0,0.89415882186
9810.0,0.773538018588
9840.0,0.76446512006
9870.0,0.677771355312
9900.0,0.544367194389
9930.0,0.809769481474
9960.0,0.645977806306
9990.0,0.77702037686
10020.0,0.619480420098
10050.0,0.746270558437
10080.0,0.617892362344
10110.0,0.637691444235
10140.0,0.616714081106
10170.0,0.609736859005
10200.0,0.671893256056
10230.0,0.61983237161
10260.0,0.756953898913
10290.0,0.759317777669
10320.0,0.648483292469
10350.0,0.714199297381
10380.0,0.583779089024
10410.0,0.554063969828
10440.0,0.521661493484
10470.0,0.628970926897
10500.0,0.500562943056
10530.0,0.452567835185
10560.0,0.540132129306
10590.0,0.635339536501
10620.0,0.503550516736
10650.0,0.597067942389
10680.0,0.632866124246
10710.0,0.591156636572
10740.0,0.565654714197
10770.0,0.692055861358
10800.0,0.578097102238
10830.0,0.677661503884
