Time,Temp,RH
0.0,3.37888084323,34.1284535298
30.0,2.59982816226,38.1839394055
60.0,3.18467340312,29.9755543281
90.0,2.5605132461,33.8771409211
120.0,3.25663687806,35.249486171
150.0,2.62720115818,29.4530189232
180.0,2.96915314419,30.3975669633
210.0,2.61157862278,34.4530622609
240.0,2.52150027259,34.8227917054
270.0,0.679524508805,32.7488548882
300.0,1.1478521164,29.6897221873
330.0,1.28785997926,32.0266382993
360.0,1.86999068814,30.9431140075
390.0,3.22786225478,27.8418435486
420.0,5.22949735515,29.785651985
450.0,5.45767662817,25.6552089496
480.0,6.13660374662,21.3198321079
510.0,8.06763437209,22.3560222193
540.0,7.93348598854,17.4402662239
570.0,11.8176775532,12.1205956951
600.0,12.6351902187,5.6003689871
630.0,13.4010020208,3.19922311979
660.0,13.4141462978,12.3675091616
690.0,12.596120376,9.6485520662
720.0,13.582526804,10.1712887519
750.0,13.8261577476,10.1972972593
780.0,13.3853321997,8.47159584097
810.0,11.9907671805,12.549534072
840.0,12.8609923879,18.2862773641
870.0,11.2438248492,18.259945463
900.0,11.3216606667,19.3909084369
930.0,10.5388261918,19.4201537077
960.0,9.57983235455,21.4298893022
990.0,11.1465920661,22.3678966124
1020.0,10.2696396968,24.8290720384
1050.0,8.74295126483,23.3288225945
1080.0,8.70509518906,26.987769368
1110.0,8.19818083504,27.2074621142
1140.0,6.51609837217,28.4301943751
1170.0,5.33077234567,30.9408319954
1200.0,3.97840366014,38.1560885412
1230.0,4.89453073445,34.1388541674
1260.0,5.17805392302,30.8351542112
1290.0,6.16059547814,31.9612342601
1320.0,6.09276447543,35.7459913769
1350.0,6.13970983089,35.0231630689
1380.0,4.51361368402,36.5086235235
1410.0,5.80082743119,36.5344736528
1440.0,4.32085023945,42.8705060443
1470.0,4.06145902933,41.3676829463
1500.0,2.09284828907,42.1422044825
1530.0,4.17877157458,43.9985028206
1560.0,3.39411236562,44.1144136033
1590.0,2.4835801844,46.1857871692
1620.0,1.38869588732,44.6468620744
1650.0,1.73711364471,41.8840344099
1680.0,3.15066333576,42.1220141993
1710.0,1.91834342914,45.3594376336
1740.0,0.53300742895,48.1057910616
1770.0,0.860442784101,50.2784065485
1800.0,1.45425781382,43.4626934388
