Time,Wind
0.0,1.74414586431
30.0,2.41432722063
60.0,2.41130082288
90.0,1.99777902081
120.0,2.11257495463
150.0,2.42852076777
180.0,2.37254260013
210.0,2.11768051385
240.0,2.08192952145
270.0,1.83725140209
300.0,2.6209057741
330.0,1.68906904039
360.0,1.71146799495
390.0,1.83928962595
420.0,1.45033600258
450.0,2.01540305133
480.0,3.12128904785
510.0,2.07824754583
540.0,2.42773000408
570.0,3.27416664544
600.0,2.27330380317
630.0,2.32095424128
660.0,2.42624723981
690.0,2.90921276097
720.0,3.33626064144
750.0,4.59286417867
780.0,6.45355500232
810.0,7.30686511239
840.0,7.09874906578
870.0,10.435935141
900.0,7.34759825371
930.0,7.6631238891
960.0,6.703161775
990.0,7.58971546707
1020.0,6.1902105687
1050.0,6.38887962567
1080.0,6.38949431491
1110.0,5.91886172365
1140.0,4.10254510772
1170.0,4.00647892255
1200.0,3.77720159921
1230.0,3.41001190783
1260.0,3.87254585613
1290.0,3.98324138238
1320.0,3.33302605002
1350.0,3.510582878
1380.0,2.34695275823
1410.0,2.47065541426
1440.0,2.07035234308
1470.0,1.55669638058
1500.0,2.47441148029
1530.0,3.67604648339
1560.0,2.36521034692
1590.0,3.00450497717
1620.0,1.7256027408
1650.0,1.51506849385
1680.0,1.32816769135
1710.0,0.968474457426
1740.0,0.960554792977
1770.0,1.14454518787
1800.0,0.768595910655
1830.0,0.981449192581
1860.0,0.874919562843
1890.0,1.05144021688
1920.0,0.940800376991
1950.0,0.882894387203
1980.0,0.600624262144
2010.0,0.637309114589
2040.0,0.708271955314
2070.0,0.897264098505
2100.0,0.945362701188
2130.0,0.868158443401
2160.0,1.22817763637
2190.0,1.24431255375
2220.0,1.82788583714
2250.0,1.9200002682
2280.0,2.20992835586
2310.0,1.38477706925
2340.0,1.20910424757
2370.0,1.10336240261
2400.0,0.680060484937
2430.0,0.760866888568
2460.0,0.956533395719
2490.0,1.16448483195
2520.0,1.18570149705
2550.0,1.25957904677
2580.0,1.63047063954
2610.0,1.6336906256
2640.0,1.4439933482
2670.0,1.49705187753
2700.0,1.27632714221
2730.0,1.42488035212
2760.0,1.15963879129
2790.0,1.14360180504
2820.0,1.17250478358
2850.0,1.65313922437
2880.0,1.62508654146
2910.0,1.88631201064
2940.0,1.74719465379
2970.0,2.15695422793
3000.0,1.74644541889
3030.0,2.44785668105
3060.0,2.55776502698
3090.0,3.78406212183
3120.0,2.05093868174
3150.0,2.33605414054
3180.0,2.0826812031
3210.0,2.32366185876
3240.0,2.87331519937
