Time,DNI,GHI,Temp
0.0,117.620763649,0.0,3.59291956687
30.0,147.365233233,0.0,2.97784344086
60.0,63.0152657843,0.0,1.7780369227
90.0,136.482680705,0.0,0.427803988069
120.0,111.555960772,0.0,-0.342238012159
150.0,139.564272316,0.0,-0.453724589415
180.0,14.8215573746,0.0,-0.643996136938
210.0,5.60317564451,0.0,-1.28665143597
240.0,5.52256627056,0.0,-0.540255625216
270.0,0.0689472563148,0.0,-0.522623669749
300.0,4.92275063622,0.0,0.223071907501
330.0,4.48422950145,0.0,1.22192303552
360.0,0.774131770348,0.0,2.32146726614
390.0,-0.590021464358,0.0,2.52647588775
420.0,0.244821960211,62.3984435099,4.52947143591
450.0,4.03710698599,0.0,5.29115189186
480.0,5.82539410242,0.0,6.08644487755
510.0,26.8080869409,0.0,7.53897360534
540.0,5.75092940044,0.0,8.68176679673
570.0,10.7086408978,0.0,9.15955670422
600.0,6.46688574412,0.0,11.0788750779
630.0,29.2581061996,0.0,12.1020515006
660.0,105.524429704,0.0,13.9053693875
690.0,114.563922234,0.0,14.0617138042
720.0,102.632542356,0.0,14.2932632326
750.0,44.5317055988,0.0,13.757093983
780.0,52.5829564435,0.0,13.4834008156
810.0,41.6797570428,0.0,14.035494458
840.0,39.793899691,0.0,14.0761594755
870.0,118.891336052,0.0,13.5981077854
900.0,419.468192912,0.0,13.4651369664
930.0,562.576046279,0.0,12.5523409334
960.0,918.797300501,0.0,11.8954531152
990.0,751.089059497,-4.54606032264,9.53512058804
1020.0,305.210090546,0.0,8.18741517764
1050.0,121.881117921,0.0,7.41026122832
1080.0,33.7217625208,0.0,7.01968123151
1110.0,34.0085414006,0.0,6.94057677893
1140.0,169.92445502,0.0,5.61864837116
1170.0,97.2280560549,0.0,4.90049735868
1200.0,183.981739825,0.0,4.67540727972
1230.0,12.6631552173,0.0,3.96549429477
1260.0,1.94101979341,0.0,4.63780069657
1290.0,2.09516991775,0.0,3.96272702845
1320.0,2.15276711744,0.0,4.03000399918
1350.0,3.82125697095,0.0,3.53143446241
1380.0,2.90435394698,0.0,3.02096939075
1410.0,-2.28001252483,0.0,2.57600623496
1440.0,-27.7567432845,0.0,1.68544954816
1470.0,-1.08374959083,0.0,1.92211125421
1500.0,-1.32316291036,0.0,2.01627701529
1530.0,2.24378839503,0.0,1.80032069496
1560.0,0.607901787324,0.0,2.05041782128
1590.0,1.39219746993,0.0,1.91823734203
1620.0,-2.10442073037,0.0,2.67336653161
1650.0,2.6337506428,0.0,2.52991426735
1680.0,4.82619451311,0.0,2.22559717769
1710.0,1.36913724479,0.0,1.81614743402
1740.0,-1.28489619869,0.0,1.91241579715
1770.0,-1.56772692503,0.0,1.80175740447
1800.0,-6.9651129655,0.0,1.86658759054
1830.0,-33.1743907328,0.0,2.39582579206
1860.0,-95.6756474914,48.6482687844,3.1641272959
1890.0,-53.5992656162,0.0,4.27268831135
1920.0,-87.0906814174,0.0,4.91660120511
1950.0,-35.3094189409,0.0,5.88243717077
1980.0,-2.18629102697,0.0,6.54313703802
2010.0,-1.14389718912,0.0,7.33934299759
2040.0,-1.87836119798,0.0,8.73184669969
2070.0,0.223628415199,0.0,9.75749812607
2100.0,-0.070176358451,0.0,9.97190436715
2130.0,-2.36403346399,0.0,9.51488332465
2160.0,-59.240869351,0.0,9.99850586448
2190.0,-22.3153377927,0.0,11.4093731213
2220.0,-1.19980168351,0.0,11.5391122839
2250.0,-0.425738464801,0.0,12.1757672958
2280.0,0.399160991378,128.94875865,11.8569835315
2310.0,5.92061676759,228.441558967,11.6598487267
2340.0,1.96450507085,109.916589928,11.6905711466
2370.0,3.58467402688,95.7378633931,11.3218837974
2400.0,30.0150912491,0.0,10.1565847637
2430.0,121.061645636,63.1963204995,8.56723715963
2460.0,35.449593749,0.0,7.12815523764
2490.0,4.64838329671,0.0,5.5454719435
2520.0,6.43842281465,0.0,5.23233724019
2550.0,3.16708695511,0.0,5.50626897466
2580.0,-0.0446380593245,0.0,4.12015045515
2610.0,0.192755085961,0.0,3.36225572426
2640.0,-1.39748793495,0.0,1.45979078872
2670.0,-1.2737758762,0.0,1.32241738158
2700.0,4.15471178551,0.0,1.45552417671
2730.0,5.04836162574,0.0,1.19683796057
2760.0,3.62335838893,0.0,0.948063438654
2790.0,6.58943767667,0.0,-0.885327908541
2820.0,2.17288791032,0.0,-0.558915736682
2850.0,2.25143950374,0.0,-0.181081479838
2880.0,31.7281072323,0.0,-1.19973542612
