Time,DNI,GHI
0.0,32.3107701334,0.0
30.0,562.336082359,0.0
60.0,77.0312426959,0.0
90.0,59.0461370737,0.0
120.0,76.6067733196,0.0
150.0,478.527785567,0.0
180.0,381.155107995,0.0
210.0,291.213968336,0.0
240.0,285.903547588,0.0
270.0,461.044682462,0.0
300.0,76.3598263565,0.0
330.0,77.8892569756,0.0
360.0,70.85859067,0.0
390.0,27.8235629829,0.0
420.0,600.037339393,112.270763928
450.0,5.99052290821,0.0
480.0,29.386296259,0.0
510.0,12.0192714273,0.0
540.0,34.2436406688,0.0
570.0,167.543066196,0.0
600.0,57.1975692105,0.0
630.0,58.9139364758,0.0
660.0,51.8167953878,0.0
690.0,3.81060722628,0.0
720.0,5.81466086082,0.0
750.0,77.9898268971,0.0
780.0,121.771766309,0.0
810.0,120.96972459,0.0
840.0,146.207554083,0.0
870.0,147.744435091,0.0
900.0,5.8746102212,0.0
930.0,7.69910469535,0.0
960.0,46.9996211333,0.0
990.0,833.110771282,127.820145833
1020.0,107.048338816,0.0
1050.0,81.3546517387,0.0
1080.0,95.0874984997,0.0
1110.0,6.16113962767,0.0
1140.0,3.78256370297,0.0
1170.0,0.10416748416,0.0
1200.0,-1.02019347227,0.0
1230.0,0.013941063589,0.0
1260.0,-0.397126550529,0.0
1290.0,1.63229807136,0.0
1320.0,4.26768611233,0.0
1350.0,4.34963729421,0.0
1380.0,2.00057645277,0.0
1410.0,1.28422026943,0.0
1440.0,107.369833555,0.0
1470.0,4.63113402094,0.0
1500.0,-1.92250663616,0.0
1530.0,-28.2432222194,0.0
1560.0,-41.5560042095,0.0
1590.0,-2.05146742324,0.0
1620.0,-1.20994324969,0.0
1650.0,-1.14049013071,0.0
1680.0,-1.00407220424,0.0
1710.0,3.81653049062,0.0
1740.0,0.961420938058,0.0
1770.0,0.567009522847,0.0
1800.0,4.00501747468,0.0
1830.0,1.81089779095,0.0
1860.0,704.225163013,460.795971801
1890.0,0.325202399634,0.0
1920.0,12.0868750051,0.0
1950.0,40.9559911461,0.0
1980.0,50.295303338,0.0
2010.0,139.78086601,0.0
2040.0,669.923282911,0.0
2070.0,379.701114797,0.0
2100.0,59.488935713,0.0
2130.0,83.0069417567,0.0
2160.0,45.1172957655,0.0
2190.0,57.2393941207,0.0
2220.0,6.50796031495,0.0
2250.0,5.68849323679,0.0
2280.0,345.770797511,181.114823789
2310.0,427.846618582,169.265512754
2340.0,382.537145174,155.893862429
2370.0,149.16281672,65.1336154119
2400.0,2.88931145816,0.0
2430.0,195.959471964,111.061961346
2460.0,5.0795304369,0.0
2490.0,6.43654661226,0.0
2520.0,5.74464235839,0.0
2550.0,26.5323119913,0.0
2580.0,6.70515963035,0.0
2610.0,5.00712051746,0.0
2640.0,3.69621513532,0.0
2670.0,1.07776593768,0.0
2700.0,0.140086919837,0.0
2730.0,0.749102867674,0.0
2760.0,-1.85022247933,0.0
2790.0,-1.86376694782,0.0
2820.0,0.552308125871,0.0
2850.0,1.80287952494,0.0
2880.0,4.48991212118,0.0
2910.0,42.9236499509,0.0
2940.0,6.07725851993,0.0
2970.0,-0.5374613923,0.0
3000.0,3.94955106169,0.0
3030.0,18.4445592056,0.0
3060.0,76.3555302907,0.0
3090.0,42.8930343932,0.0
3120.0,80.2925524276,0.0
3150.0,117.495710533,0.0
3180.0,12.3475110663,0.0
3210.0,3.13246762472,0.0
3240.0,0.242645586319,0.0
3270.0,-12.2102989285,0.0
3300.0,151.194869247,111.174711162
3330.0,-10.7538571044,0.0
3360.0,0.851325817109,0.0
3390.0,6.43272823151,0.0
3420.0,38.8283801298,0.0
3450.0,60.7206284083,0.0
3480.0,5.23250040926,0.0
3510.0,24.1198425958,0.0
3540.0,12.9683726015,0.0
3570.0,47.0701729383,0.0
3600.0,168.817541185,0.0
3630.0,252.020467021,0.0
3660.0,135.925892649,0.0
3690.0,150.420818399,0.0
3720.0,42.1147771964,0.0
3750.0,4.19633569254,0.0
3780.0,0.00427489393762,0.0
3810.0,1.00859389222,0.0
3840.0,-0.410605939025,0.0
3870.0,69.0321001288,121.274014132
3900.0,2.28646019556,0.0
3930.0,-2.08494343872,0.0
3960.0,-1.23858262692,0.0
3990.0,-2.02412119027,0.0
4020.0,0.773780330088,0.0
4050.0,-1.37049195719,0.0
4080.0,-1.26912628894,0.0
4110.0,-1.86269108803,0.0
4140.0,-15.2709575763,0.0
4170.0,-1.51635700012,0.0
4200.0,-0.366483137053,0.0
4230.0,1.42989401947,0.0
4260.0,-1.02883267045,0.0
4290.0,5.90167724576,0.0
4320.0,4.06224468066,0.0
4350.0,2.68232734092,0.0
4380.0,1.74285174985,0.0
4410.0,1.30402718933,0.0
4440.0,-1.16577235206,0.0
4470.0,2.1260494336,0.0
4500.0,2.58718636373,0.0
4530.0,5.07131148956,0.0
4560.0,3.25880712419,0.0
4590.0,41.6856427678,0.0
4620.0,32.4039735602,0.0
4650.0,100.781031478,0.0
4680.0,1.79379133462,0.0
4710.0,3.56317138455,0.0
4740.0,47.6684416125,94.2603717807
4770.0,1.47241209218,0.0
4800.0,3.7244832145,0.0
4830.0,40.4504493847,0.0
4860.0,2.80260602057,0.0
4890.0,6.00891227675,0.0
4920.0,4.29231533785,0.0
4950.0,4.83524097845,0.0
4980.0,318.465700872,166.504360948
5010.0,112.276638716,173.750327198
5040.0,85.8984972933,170.945472278
5070.0,113.87546636,158.480147052
5100.0,19.6044871783,0.0
5130.0,3.4379090163,0.0
5160.0,2.22848703824,0.0
5190.0,0.446930188397,0.0
5220.0,0.415318296036,0.0
5250.0,15.0758642124,0.0
5280.0,6.20568210082,0.0
5310.0,104.914169041,80.7824006246
5340.0,6.2353033236,0.0
5370.0,2.44593950283,0.0
5400.0,-1.46165775259,0.0
5430.0,5.43405978351,0.0
5460.0,31.8159425082,0.0
5490.0,4.97490637895,0.0
5520.0,4.87406748024,0.0
5550.0,1.24736469759,0.0
5580.0,2.78591937776,0.0
5610.0,1.41152306246,0.0
5640.0,2.85026843531,0.0
5670.0,0.202089306583,0.0
5700.0,5.35705650693,0.0
5730.0,5.05705385806,0.0
5760.0,1.61092829491,0.0
5790.0,3.68428577654,0.0
5820.0,2.29966942461,0.0
5850.0,0.391425682565,0.0
5880.0,-1.23741208114,0.0
5910.0,-1.38885870926,0.0
5940.0,1.05101624137,0.0
5970.0,0.614619463088,0.0
6000.0,11.8135071841,0.0
6030.0,62.7371525201,0.0
6060.0,5.71489466499,0.0
6090.0,2.70899092661,0.0
6120.0,43.5452162408,0.0
6150.0,2.21698671742,0.0
6180.0,117.238847709,55.0003805726
6210.0,77.4973629515,101.382061698
6240.0,119.444340941,48.6994636605
6270.0,1.19295204322,0.0
6300.0,-0.852192842382,0.0
6330.0,41.6669955218,0.0
6360.0,105.821426454,0.0
6390.0,112.122237696,0.0
6420.0,49.1633957479,0.0
6450.0,76.3691852037,0.0
6480.0,38.7253716675,0.0
6510.0,32.9342375833,0.0
6540.0,6.50798713006,0.0
6570.0,27.0553374731,0.0
6600.0,211.953683092,0.0
6630.0,424.262626448,0.0
6660.0,72.9314395442,0.0
6690.0,2.38326424789,0.0
6720.0,4.69691851163,0.0
6750.0,1.22611968563,0.0
6780.0,-0.551885769518,0.0
6810.0,1.68782194411,0.0
6840.0,2.72971630654,0.0
6870.0,2.76460176873,0.0
6900.0,-1.62816053042,0.0
6930.0,-0.308401276126,0.0
6960.0,-0.900433276046,0.0
6990.0,1.52963201642,0.0
7020.0,1.47430944961,0.0
7050.0,3.65040485983,0.0
7080.0,2.83552438185,0.0
7110.0,4.31452919445,0.0
7140.0,1.38672016529,0.0
7170.0,-0.0923612816998,0.0
7200.0,2.0115157678,0.0
7230.0,74.193530308,0.0
7260.0,116.815273303,0.0
7290.0,79.2498598401,0.0
7320.0,33.6350927999,0.0
7350.0,41.312959411,0.0
7380.0,29.0466789767,0.0
7410.0,6.39830460271,0.0
7440.0,6.55097669622,0.0
7470.0,3.36506407431,0.0
7500.0,47.1527982572,0.0
7530.0,20.672288788,0.0
7560.0,87.7918244238,0.0
7590.0,57.3953007044,0.0
7620.0,27.803218266,76.775418924
7650.0,4.9159597451,0.0
7680.0,3.33771882316,0.0
7710.0,-1.37608288035,0.0
7740.0,-15.8841506185,0.0
7770.0,-60.2742180441,0.0
7800.0,-2.37912410267,0.0
7830.0,1.16894276134,0.0
7860.0,2.14454852616,0.0
7890.0,0.835687159395,0.0
7920.0,2.08966029606,0.0
7950.0,-0.658862485954,0.0
7980.0,3.76071433325,0.0
8010.0,53.9336753789,0.0
8040.0,64.0337451625,0.0
8070.0,78.6735411528,0.0
8100.0,112.343899136,0.0
8130.0,49.2613684167,0.0
8160.0,61.7606176257,0.0
8190.0,49.7262573213,0.0
8220.0,233.822880104,0.0
8250.0,47.4837828328,0.0
8280.0,4.65348443488,0.0
8310.0,4.2837633223,0.0
8340.0,5.50921660601,0.0
8370.0,1.72094878,0.0
8400.0,4.72771680133,0.0
8430.0,6.30832709556,0.0
