Time,DNI,GHI
0.0,51.3473263014,0.0
30.0,57.8879187558,0.0
60.0,124.08227639,0.0
90.0,197.91245833,0.0
120.0,45.9154297692,0.0
150.0,1.69894363937,0.0
180.0,5.26413129387,0.0
210.0,2.28209186299,0.0
240.0,1.82188380606,0.0
270.0,5.57184393601,0.0
300.0,2.89090680626,0.0
330.0,4.36548013828,0.0
360.0,3.30383454681,0.0
390.0,0.653186978818,0.0
420.0,831.926850453,284.945844588
450.0,2.97908210015,0.0
480.0,0.47262033391,0.0
510.0,-0.621222635361,0.0
540.0,1.02268544802,0.0
570.0,4.6466953892,0.0
600.0,2.37440253369,0.0
630.0,2.65327599564,0.0
660.0,5.36431071467,0.0
690.0,1.10164059687,0.0
720.0,-1.60804658177,0.0
750.0,-1.91001078763,0.0
780.0,2.37814558152,0.0
810.0,1.86406740406,0.0
840.0,41.6380626797,0.0
870.0,137.93129438,0.0
900.0,37.1850493506,0.0
930.0,115.284887922,0.0
960.0,110.027751093,0.0
990.0,678.623230503,125.171061895
1020.0,61.1354781727,0.0
1050.0,90.2985075634,0.0
1080.0,55.0927805051,0.0
1110.0,48.2571597348,0.0
1140.0,27.9551237566,0.0
1170.0,60.2267137722,0.0
1200.0,6.12926404996,0.0
1230.0,6.18584988219,0.0
1260.0,5.47668754832,0.0
1290.0,93.9760177729,0.0
1320.0,105.947658296,0.0
1350.0,17.9347137712,0.0
1380.0,3.23664904336,0.0
1410.0,24.7053236406,0.0
1440.0,3.07793054583,0.0
1470.0,0.766051872857,0.0
1500.0,2.13081356057,0.0
1530.0,0.359667371768,0.0
1560.0,12.4192638565,0.0
1590.0,30.3863040634,0.0
1620.0,16.6751399815,0.0
1650.0,44.9126733411,0.0
1680.0,153.809992152,0.0
1710.0,27.1311852428,0.0
1740.0,243.8828154,0.0
1770.0,3.66656353742,0.0
1800.0,3.97655207158,0.0
1830.0,90.3467072335,0.0
1860.0,510.94518969,99.9718112385
1890.0,111.22167657,0.0
1920.0,38.8341118242,0.0
1950.0,42.3955476554,0.0
1980.0,3.97251346858,0.0
2010.0,3.00033760365,0.0
2040.0,-1.65118001766,0.0
2070.0,1.50761439583,0.0
2100.0,0.409485666827,0.0
2130.0,2.01616369092,0.0
2160.0,20.5778241763,0.0
2190.0,2.7353554783,0.0
2220.0,74.1803283508,0.0
2250.0,165.022353606,0.0
2280.0,667.674756471,180.134922721
2310.0,82.290194702,106.169658621
2340.0,86.4011358259,155.06318805
2370.0,126.172966471,98.7667058514
2400.0,5.7683387835,0.0
2430.0,729.602948195,113.163509246
2460.0,69.0181791434,0.0
2490.0,35.8016905803,0.0
2520.0,32.0200165712,0.0
2550.0,3.09287589205,0.0
2580.0,49.5593838777,0.0
2610.0,5.36020600047,0.0
2640.0,77.1000668268,0.0
2670.0,65.5342348614,0.0
2700.0,3.86517739769,0.0
2730.0,6.11378449747,0.0
2760.0,3.42432110414,0.0
2790.0,2.01184799798,0.0
2820.0,1.45980722141,0.0
2850.0,4.86829357007,0.0
2880.0,-0.445134451507,0.0
2910.0,1.20352422722,0.0
2940.0,5.58002517083,0.0
2970.0,4.66897301808,0.0
3000.0,0.840528820969,0.0
3030.0,0.338805512953,0.0
3060.0,0.80008291391,0.0
3090.0,-1.18276024672,0.0
3120.0,3.64773923479,0.0
3150.0,224.596373313,0.0
3180.0,36.5949088431,0.0
3210.0,78.1283926698,0.0
3240.0,193.685600025,0.0
3270.0,91.9059588736,0.0
3300.0,462.968301784,107.766967774
3330.0,129.237859552,0.0
3360.0,0.285916759284,0.0
3390.0,3.36029303723,0.0
3420.0,52.2614666508,0.0
3450.0,18.5409222718,0.0
3480.0,38.0206413236,0.0
3510.0,126.069791984,0.0
3540.0,79.6697070962,0.0
3570.0,6.50871008136,0.0
3600.0,43.1034853276,0.0
3630.0,5.6579208947,0.0
3660.0,1.70495674948,0.0
3690.0,6.04512894318,0.0
3720.0,6.17221996188,0.0
3750.0,67.5599334277,0.0
3780.0,116.881489199,0.0
3810.0,536.491086877,0.0
3840.0,450.190436938,0.0
3870.0,104.074507338,45.0004121031
3900.0,708.014816905,0.0
3930.0,492.036770653,0.0
3960.0,509.102158419,0.0
3990.0,149.284329624,0.0
4020.0,88.9457300479,0.0
4050.0,100.912195605,0.0
4080.0,70.4974723369,0.0
4110.0,116.616684307,0.0
4140.0,131.9814803,0.0
4170.0,175.993024549,0.0
4200.0,84.6008534666,0.0
4230.0,5.12348405829,0.0
4260.0,4.15965235811,0.0
4290.0,26.6377875383,0.0
4320.0,3.45360874192,0.0
4350.0,-1.10107327962,0.0
4380.0,2.61653527607,0.0
4410.0,0.361401340175,0.0
4440.0,1.14644246373,0.0
4470.0,4.19234803042,0.0
4500.0,95.4450418248,0.0
4530.0,5.85868481352,0.0
4560.0,4.72972059551,0.0
4590.0,5.34722500532,0.0
4620.0,1.97134477255,0.0
4650.0,0.66436736232,0.0
4680.0,0.238893693487,0.0
4710.0,0.707846482439,0.0
4740.0,58.7934306205,-65.5731912801
4770.0,1.22285048271,0.0
4800.0,2.69669066325,0.0
4830.0,0.0213739995505,0.0
4860.0,0.0877545308059,0.0
4890.0,1.26620570739,0.0
4920.0,28.9836878425,0.0
4950.0,96.1210289889,0.0
4980.0,99.8585309506,136.081584937
5010.0,103.559807242,172.250792257
5040.0,148.10084049,177.260699716
5070.0,246.718621785,112.787113846
5100.0,45.6197140213,0.0
5130.0,26.8515852505,0.0
5160.0,5.37184810877,0.0
5190.0,2.97470158094,0.0
5220.0,0.34176504522,0.0
5250.0,1.50301350351,0.0
5280.0,2.13487289289,0.0
5310.0,137.56509736,105.571103869
5340.0,2.18133040368,0.0
5370.0,2.39721280621,0.0
5400.0,2.80330249202,0.0
5430.0,3.43377143558,0.0
5460.0,1.15453482112,0.0
5490.0,-0.547729191007,0.0
5520.0,-0.740677521617,0.0
5550.0,0.10518475281,0.0
5580.0,5.98239340733,0.0
5610.0,2.77392884277,0.0
5640.0,6.12351935586,0.0
5670.0,5.72796638664,0.0
5700.0,47.1428047817,0.0
5730.0,28.2715974219,0.0
5760.0,1.97696644579,0.0
5790.0,3.84218717483,0.0
5820.0,6.31123526619,0.0
5850.0,64.7831800321,0.0
5880.0,47.7374748918,0.0
5910.0,5.07055895255,0.0
5940.0,41.4884174696,0.0
5970.0,6.41318698092,0.0
6000.0,0.660085507707,0.0
