Time,DNI,GHI
0.0,1.06856329662,0.0
30.0,5.04344482327,0.0
60.0,4.88635407216,0.0
90.0,2.56505362711,0.0
120.0,56.3738597698,0.0
150.0,21.154883819,0.0
180.0,1.20316726012,0.0
210.0,2.80799296876,0.0
240.0,1.35345821863,0.0
270.0,2.13541993988,0.0
300.0,1.75401538894,0.0
330.0,4.18156749773,0.0
360.0,26.4097574161,0.0
390.0,-0.779356287245,0.0
420.0,264.256048852,109.754269004
450.0,-0.690045745459,0.0
480.0,0.530838300398,0.0
510.0,5.81601626432,0.0
540.0,41.124961293,0.0
570.0,21.6493080271,0.0
600.0,1.03654633902,0.0
630.0,4.4533048912,0.0
660.0,4.21807418382,0.0
690.0,35.082727989,0.0
720.0,194.425482564,0.0
750.0,107.913505038,0.0
780.0,62.5515615958,0.0
810.0,140.160129959,0.0
840.0,38.0440642033,0.0
870.0,5.81913403857,0.0
900.0,4.68438493399,0.0
930.0,0.959259736239,0.0
960.0,3.94353318135,0.0
990.0,257.481920655,122.407382795
1020.0,5.83490058582,0.0
1050.0,6.26066742104,0.0
1080.0,1.17109399721,0.0
1110.0,1.27203017461,0.0
1140.0,1.70591730577,0.0
1170.0,-0.0149340808619,0.0
1200.0,-0.291731772528,0.0
1230.0,0.0983110894348,0.0
1260.0,1.19011549359,0.0
1290.0,5.29278674186,0.0
1320.0,56.4046274542,0.0
1350.0,3.17109348721,0.0
1380.0,1.2213223893,0.0
1410.0,1.52387840798,0.0
1440.0,4.20277659728,0.0
1470.0,1.92937059436,0.0
1500.0,-2.17038304288,0.0
1530.0,-65.939229035,0.0
1560.0,-36.8109852553,0.0
1590.0,-9.41243074296,0.0
1620.0,-15.3784880851,0.0
1650.0,-42.2848747329,0.0
1680.0,-1.08422773387,0.0
1710.0,5.16516617164,0.0
1740.0,1.47161295688,0.0
1770.0,27.5955136074,0.0
1800.0,311.472863565,0.0
1830.0,77.2407228103,0.0
1860.0,668.772638149,103.731129865
1890.0,4.50380504318,0.0
1920.0,6.38154763163,0.0
1950.0,51.6853185177,0.0
1980.0,27.287888233,0.0
2010.0,6.36780959483,0.0
2040.0,48.688119014,0.0
2070.0,31.5179393941,0.0
2100.0,3.1596232831,0.0
2130.0,4.3131099604,0.0
2160.0,7.28855739343,0.0
2190.0,4.16434666073,0.0
2220.0,1.86119033884,0.0
2250.0,3.76304400628,0.0
2280.0,526.026905849,177.257541051
2310.0,271.04442601,129.319352801
2340.0,602.342795629,159.708557376
2370.0,372.449454303,141.495510091
2400.0,29.4422751683,0.0
2430.0,105.675898269,-22.6543725908
2460.0,2.99126659352,0.0
2490.0,60.4967562185,0.0
2520.0,5.37046635287,0.0
2550.0,63.4505957092,0.0
2580.0,98.0271043918,0.0
2610.0,480.783920536,0.0
2640.0,122.158624828,0.0
2670.0,108.310863421,0.0
2700.0,48.4380480006,0.0
2730.0,464.473354686,0.0
2760.0,995.35032738,0.0
2790.0,957.489762557,0.0
2820.0,910.904785218,0.0
2850.0,706.812830393,0.0
2880.0,444.252478434,0.0
2910.0,15.8123913338,0.0
2940.0,1.79627479071,0.0
2970.0,2.02774546748,0.0
3000.0,2.3503575996,0.0
3030.0,2.43804291845,0.0
3060.0,1.56573584118,0.0
3090.0,0.269586378291,0.0
3120.0,0.0508242935675,0.0
3150.0,0.854834715419,0.0
3180.0,-1.1563489572,0.0
3210.0,-0.899086532764,0.0
3240.0,0.824763897299,0.0
3270.0,0.331342404367,0.0
3300.0,142.699026389,5.46332132237
3330.0,3.74062824363,0.0
3360.0,19.2243629291,0.0
3390.0,35.3110751932,0.0
3420.0,21.4674216156,0.0
3450.0,4.56730667701,0.0
3480.0,6.32239947653,0.0
3510.0,5.86067935646,0.0
3540.0,3.90217001956,0.0
3570.0,6.22573235652,0.0
3600.0,6.04645030044,0.0
3630.0,129.057509054,0.0
3660.0,100.873441325,0.0
3690.0,45.9284609909,0.0
3720.0,40.6664505215,0.0
3750.0,6.4599612949,0.0
3780.0,17.491594967,0.0
3810.0,36.2108829609,0.0
3840.0,92.3862887974,0.0
3870.0,92.6858229345,8.5893555204
3900.0,3.72479018023,0.0
3930.0,6.35282920065,0.0
3960.0,4.72881326476,0.0
3990.0,1.28921747891,0.0
4020.0,-0.996113577616,0.0
4050.0,5.37816645171,0.0
4080.0,3.7913134944,0.0
4110.0,1.8312257794,0.0
4140.0,36.1537016597,0.0
4170.0,32.528194633,0.0
4200.0,148.165150438,0.0
4230.0,491.688436856,0.0
4260.0,164.894611765,0.0
4290.0,63.0166023497,0.0
4320.0,4.91839341001,0.0
4350.0,21.1143773023,0.0
4380.0,70.550482671,0.0
4410.0,5.06614192083,0.0
4440.0,0.616745813359,0.0
4470.0,-0.759437673934,0.0
4500.0,-1.95390124564,0.0
4530.0,0.640436085979,0.0
4560.0,6.66113346758,0.0
4590.0,4.06394463538,0.0
4620.0,10.4875976407,0.0
4650.0,60.440065449,0.0
4680.0,699.205549002,0.0
4710.0,123.551292876,0.0
4740.0,122.225280632,-5.60247902818
4770.0,34.1019007347,0.0
4800.0,6.14879184315,0.0
4830.0,4.16496521847,0.0
4860.0,1.50358589259,0.0
4890.0,4.18083611064,0.0
4920.0,1.86933489477,0.0
4950.0,-0.434120774725,0.0
4980.0,39.6733352265,2.62947677422
5010.0,5.89456682701,3.33911490611
5040.0,43.8808437456,47.9468886139
5070.0,6.40299715012,11.8345330331
5100.0,4.80091571049,0.0
5130.0,6.52877473793,0.0
5160.0,8.62496110844,0.0
5190.0,6.62614286664,0.0
5220.0,1.20000848705,0.0
5250.0,4.29000599104,0.0
5280.0,-1.25077218445,0.0
5310.0,30.4535477157,-15.7579199706
5340.0,3.5710597684,0.0
5370.0,5.2980885912,0.0
5400.0,3.25874807885,0.0
5430.0,2.55030977201,0.0
5460.0,6.5258598318,0.0
5490.0,6.50137367117,0.0
5520.0,4.02905194645,0.0
5550.0,1.53805857888,0.0
5580.0,5.77648067931,0.0
5610.0,113.187541217,0.0
5640.0,632.718736064,0.0
5670.0,544.157793737,0.0
5700.0,348.896636832,0.0
5730.0,10.4479740629,0.0
5760.0,42.8903135574,0.0
5790.0,384.565018632,0.0
5820.0,666.303744203,0.0
5850.0,579.529866296,0.0
5880.0,570.564475905,0.0
5910.0,465.413242659,0.0
5940.0,151.896481274,0.0
5970.0,510.518155937,0.0
6000.0,90.909333598,0.0
6030.0,84.1008824877,0.0
6060.0,186.51966074,0.0
6090.0,595.483591469,0.0
6120.0,663.699570272,0.0
6150.0,332.168940456,0.0
6180.0,17.3624620047,0.24639812244
6210.0,133.70166049,114.304058637
6240.0,79.2928088087,120.982636147
6270.0,375.730791991,0.0
6300.0,518.900580018,0.0
6330.0,184.201100693,0.0
6360.0,505.953559468,0.0
6390.0,237.44691907,0.0
6420.0,73.478921356,0.0
6450.0,162.367946907,0.0
6480.0,171.391735476,0.0
6510.0,721.376634836,0.0
6540.0,143.468616214,0.0
6570.0,60.9405848146,0.0
6600.0,81.650247602,0.0
6630.0,25.6326726108,0.0
6660.0,23.4158765694,0.0
6690.0,4.41600707219,0.0
6720.0,2.56669086287,0.0
6750.0,3.1126243734,0.0
6780.0,3.81383513865,0.0
6810.0,1.27363780333,0.0
6840.0,0.758700782127,0.0
6870.0,2.19151844417,0.0
6900.0,40.8318563593,0.0
6930.0,3.66061755444,0.0
6960.0,3.18577077215,0.0
6990.0,11.8174166893,0.0
7020.0,5.24301524574,0.0
7050.0,69.7685361254,0.0
7080.0,26.7468587219,0.0
7110.0,36.2215944458,0.0
7140.0,181.088238184,0.0
7170.0,152.920449523,0.0
7200.0,353.91633554,0.0
7230.0,306.994601403,0.0
7260.0,682.651458632,0.0
7290.0,455.016365609,0.0
7320.0,219.110732815,0.0
7350.0,261.354327546,0.0
7380.0,100.825591525,0.0
7410.0,5.9867488176,0.0
7440.0,13.4458410098,0.0
7470.0,64.6190403828,0.0
7500.0,3.09932949235,0.0
7530.0,6.6805855737,0.0
7560.0,40.7475787065,0.0
7590.0,137.48021061,0.0
7620.0,104.171462947,91.7265761156
7650.0,196.655997517,0.0
7680.0,634.384993305,0.0
7710.0,953.482792298,0.0
7740.0,704.395107957,0.0
7770.0,526.095301501,0.0
7800.0,964.061559544,0.0
7830.0,916.742266801,0.0
7860.0,268.448595198,0.0
7890.0,5.03229212303,0.0
7920.0,64.253945797,0.0
7950.0,4.84987808597,0.0
7980.0,3.66892315094,0.0
8010.0,5.27630119993,0.0
8040.0,44.1872297769,0.0
8070.0,246.922967293,0.0
8100.0,587.741642606,0.0
8130.0,5.47062951998,0.0
8160.0,103.851319843,0.0
8190.0,115.228355637,0.0
8220.0,100.841666218,0.0
8250.0,51.7620537382,0.0
8280.0,60.7597207623,0.0
8310.0,125.648387414,0.0
8340.0,63.6754653062,0.0
8370.0,3.25195569657,0.0
8400.0,3.3792852507,0.0
8430.0,6.40800037336,0.0
8460.0,184.958197621,0.0
8490.0,64.0332751721,0.0
8520.0,153.822561543,0.0
8550.0,238.034142986,0.0
8580.0,110.352964972,0.0
8610.0,6.59853066598,0.0
8640.0,35.5595376938,0.0
8670.0,2.91530892462,0.0
8700.0,2.76547158214,0.0
8730.0,2.74336502456,0.0
8760.0,0.997468425535,0.0
8790.0,0.0646114988428,0.0
8820.0,2.39597347221,0.0
8850.0,3.85134266167,0.0
8880.0,0.938564027684,0.0
8910.0,-0.633199468981,0.0
8940.0,0.41975422043,0.0
8970.0,-2.25335246746,0.0
9000.0,1.05072723816,0.0
9030.0,-1.39417475684,0.0
9060.0,66.540805828,101.363142786
9090.0,0.963162904295,0.0
9120.0,1.9965191163,0.0
9150.0,4.70748919871,0.0
9180.0,5.6955620175,0.0
9210.0,58.2808785027,0.0
9240.0,36.6053512553,0.0
9270.0,53.5140110559,0.0
9300.0,3.16223276121,0.0
9330.0,4.71593769434,0.0
9360.0,5.10596708209,0.0
9390.0,37.4545322559,0.0
9420.0,6.55931104614,0.0
9450.0,56.0008956646,0.0
9480.0,41.7284441377,0.0
9510.0,19.0760253597,0.0
9540.0,12.5799073983,0.0
9570.0,137.351022552,0.0
9600.0,246.03002918,0.0
9630.0,93.7555226391,0.0
9660.0,48.6922275246,0.0
9690.0,30.8456335473,0.0
9720.0,9.32438806588,0.0
9750.0,8.1168087468,0.0
9780.0,52.3324233039,0.0
9810.0,184.083667668,0.0
9840.0,38.5219199547,0.0
9870.0,211.995468729,0.0
9900.0,16.3670074439,0.0
9930.0,12.3779254311,0.0
9960.0,6.07018304854,0.0
9990.0,16.5566100937,0.0
10020.0,1.9897305728,0.0
10050.0,-0.309674109673,0.0
10080.0,-1.01413438192,0.0
10110.0,-1.70639595071,0.0
10140.0,-1.46365075179,0.0
10170.0,0.177906021513,0.0
10200.0,-0.0503135313097,0.0
10230.0,0.76589903477,0.0
10260.0,-0.498741025362,0.0
10290.0,-0.270959271197,0.0
10320.0,4.53933188279,0.0
