Time,DNI
0.0,0.0
30.0,0.0
60.0,0.0
90.0,0.0
120.0,0.0
150.0,0.0
180.0,0.0
210.0,0.0
240.0,0.0
270.0,0.0
300.0,0.0
330.0,0.0
360.0,0.0
390.0,0.0
420.0,1170.86862826
450.0,1378.96502814
480.0,2008.57495311
510.0,7064.23689515
540.0,5815.49015255
570.0,7942.02407528
600.0,1513.4051406
630.0,636.505751939
660.0,878.574724204
690.0,1682.6706099
720.0,1876.17866115
750.0,1132.21562161
780.0,2381.10575569
810.0,1614.97519825
840.0,1338.98209521
870.0,1117.76274494
900.0,495.852503657
930.0,56.6603985148
960.0,65.0960840975
990.0,187.876741887
1020.0,0.0
1050.0,0.0
1080.0,0.0
1110.0,0.0
1140.0,0.0
1170.0,0.0
1200.0,0.0
1230.0,0.0
1260.0,0.0
1290.0,0.0
1320.0,0.0
1350.0,0.0
1380.0,0.0
1410.0,0.0
1440.0,0.0
1470.0,0.0
1500.0,0.0
1530.0,0.0
1560.0,0.0
1590.0,0.0
1620.0,0.0
1650.0,0.0
1680.0,0.0
1710.0,0.0
1740.0,0.0
1770.0,0.0
1800.0,0.0
1830.0,0.0
1860.0,534.328758787
1890.0,488.297559785
1920.0,63.1797949565
1950.0,53.6641021467
1980.0,49.7490165719
2010.0,46.2898552771
2040.0,46.625781199
2070.0,42.6336689178
2100.0,10.1888551392
2130.0,21.1339631933
2160.0,47.013553532
2190.0,49.7507042236
2220.0,18.0091017993
2250.0,28.7466960078
2280.0,18.3681524693
2310.0,12.9555916241
2340.0,16.718000278
2370.0,23.3325928587
2400.0,27.9703389236
2430.0,30.3494466071
2460.0,0.0
2490.0,0.0
2520.0,0.0
2550.0,0.0
2580.0,0.0
2610.0,0.0
2640.0,0.0
2670.0,0.0
2700.0,0.0
2730.0,0.0
2760.0,0.0
2790.0,0.0
2820.0,0.0
2850.0,0.0
2880.0,0.0
2910.0,0.0
2940.0,0.0
2970.0,0.0
3000.0,0.0
3030.0,0.0
3060.0,0.0
3090.0,0.0
3120.0,0.0
3150.0,0.0
3180.0,0.0
3210.0,0.0
3240.0,0.0
3270.0,0.0
3300.0,40.190870085
3330.0,44.11915522
3360.0,57.0337234836
3390.0,56.4649747205
3420.0,34.7783196001
3450.0,0.0
3480.0,0.0
3510.0,0.0
3540.0,0.0
3570.0,0.0
3600.0,0.0
3630.0,59.8407731343
3660.0,710.553005154
3690.0,797.998723734
3720.0,0.0
3750.0,0.0
3780.0,0.0
3810.0,0.0
3840.0,0.0
3870.0,696.48333697
3900.0,0.0
3930.0,0.0
3960.0,0.0
3990.0,0.0
4020.0,0.0
4050.0,0.0
4080.0,0.0
4110.0,0.0
4140.0,0.0
4170.0,0.0
4200.0,0.0
4230.0,0.0
4260.0,0.0
4290.0,0.0
4320.0,0.0
4350.0,0.0
4380.0,0.0
4410.0,0.0
4440.0,0.0
4470.0,0.0
4500.0,0.0
4530.0,0.0
4560.0,0.0
4590.0,0.0
4620.0,0.0
4650.0,0.0
4680.0,0.0
4710.0,0.0
4740.0,498.460879707
4770.0,0.0
4800.0,0.0
4830.0,0.0
4860.0,0.0
4890.0,0.0
4920.0,0.0
4950.0,0.0
4980.0,0.0
5010.0,0.0
5040.0,0.0
5070.0,0.0
5100.0,0.0
5130.0,0.0
5160.0,0.0
5190.0,0.0
5220.0,0.0
5250.0,0.0
5280.0,0.0
5310.0,207.816623719
5340.0,0.0
5370.0,0.0
5400.0,0.0
5430.0,0.0
5460.0,0.0
5490.0,0.0
5520.0,0.0
5550.0,0.0
5580.0,0.0
5610.0,0.0
5640.0,0.0
5670.0,0.0
5700.0,0.0
5730.0,0.0
5760.0,0.0
5790.0,0.0
5820.0,0.0
5850.0,0.0
5880.0,0.0
5910.0,0.0
5940.0,0.0
5970.0,0.0
6000.0,0.0
6030.0,0.0
6060.0,0.0
6090.0,0.0
6120.0,0.0
6150.0,0.0
6180.0,510.179480326
6210.0,253.398662551
6240.0,431.443611324
6270.0,218.93396017
6300.0,58.110776893
6330.0,61.0597168554
6360.0,528.129704348
6390.0,211.348674101
6420.0,417.243000937
6450.0,1116.40727013
6480.0,646.414399182
6510.0,831.294299935
6540.0,1617.54275775
6570.0,540.787915643
6600.0,0.0
6630.0,0.0
6660.0,0.0
6690.0,0.0
6720.0,0.0
6750.0,0.0
6780.0,0.0
6810.0,0.0
6840.0,0.0
6870.0,0.0
6900.0,0.0
6930.0,0.0
6960.0,0.0
6990.0,0.0
7020.0,0.0
7050.0,0.0
7080.0,0.0
7110.0,0.0
7140.0,0.0
7170.0,0.0
7200.0,0.0
7230.0,0.0
7260.0,0.0
7290.0,0.0
7320.0,0.0
7350.0,0.0
7380.0,0.0
7410.0,0.0
7440.0,0.0
7470.0,0.0
7500.0,0.0
7530.0,0.0
7560.0,0.0
7590.0,0.0
7620.0,58.0911318246
7650.0,59.0916276373
7680.0,67.7085569444
7710.0,260.127146557
7740.0,98.7093813416
7770.0,387.655721979
7800.0,0.0
7830.0,155.711381351
7860.0,3633.92589842
7890.0,1301.50255556
7920.0,2002.89791091
7950.0,679.330069257
7980.0,845.344395807
8010.0,1610.90718134
8040.0,917.656272292
8070.0,870.715062003
8100.0,767.929083004
8130.0,870.539384144
8160.0,1369.79526341
8190.0,1201.69953133
8220.0,0.0
8250.0,0.0
8280.0,0.0
8310.0,0.0
8340.0,0.0
8370.0,0.0
8400.0,0.0
8430.0,0.0
8460.0,0.0
8490.0,0.0
8520.0,0.0
8550.0,0.0
8580.0,0.0
8610.0,0.0
8640.0,0.0
8670.0,0.0
8700.0,0.0
8730.0,0.0
8760.0,0.0
8790.0,0.0
8820.0,0.0
8850.0,0.0
8880.0,0.0
8910.0,0.0
8940.0,0.0
8970.0,0.0
9000.0,0.0
9030.0,0.0
9060.0,2080.13414503
9090.0,1418.67026892
9120.0,712.314506736
9150.0,636.77164842
9180.0,945.0155839
9210.0,1393.21321362
9240.0,1653.46327689
9270.0,786.803180479
9300.0,429.85605492
9330.0,45.7335397421
9360.0,0.0
9390.0,0.0
9420.0,56.5303522212
