,t,C_ctes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,17.88,691.5999999999999,1851277.0344417568,55069.6435250435,543.7719670864137,1101.0672850070707,2180.791840314642,506.2186139206376,268.29586537793796,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
1,2.0,17.88,691.5999999999999,3739605.6818136545,83154.94241625816,543.7719670864137,1101.0672850070707,2170.499725611825,503.82954590283884,267.0296593285046,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
2,3.0,17.88,691.5999999999999,5641729.28624698,101193.50255263597,543.7719670864138,1101.0672850070707,2166.667793094762,502.9400545118837,266.55822889129837,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
3,4.0,17.88,691.5999999999999,7553019.6625036225,112555.98814064916,543.7719670864138,1101.0672850070707,2164.121467588298,502.3489860088546,266.2449625846929,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
4,5.0,17.88,691.5999999999999,9471169.503995307,118922.78908042746,543.7719670864138,1101.0672850070707,2162.216060578551,501.9066913901762,266.0105464367934,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
5,6.0,17.88,691.5999999999999,11396165.470985956,120303.62057755701,543.7719670864138,1101.0672850070707,2160.3143590510604,501.4652569104882,265.7765861625588,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
6,7.0,17.88,691.5999999999999,13325718.129881958,118365.85579667799,543.7719670864138,1101.0672850070707,2159.048611299574,501.1714438741014,265.62086525327373,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
7,8.0,17.88,691.5999999999999,15262094.767698325,111458.2507200921,543.7719670864138,1101.0672850070707,2157.1530615994725,500.7314373938567,265.38766181874405,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
8,9.0,17.88,691.5999999999999,17203013.36885927,101242.77603914123,543.7719670864138,1101.0672850070707,2155.8914051148677,500.4385740471246,265.232444244976,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
9,10.0,17.88,691.5999999999999,19148468.06192897,87723.707865851,543.7719670864138,1101.0672850070707,2154.631379584657,500.1460892874074,265.07742732232595,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
10,11.0,17.88,691.5999999999999,21096188.602721307,72554.44389809947,543.7719670864138,1101.0672850070707,2154.0019774394805,499.9999886483459,264.9999939836233,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
11,12.0,17.88,691.5999999999999,23048436.449592736,54087.98507593572,543.7719670864138,1101.0672850070707,2152.7443924175113,499.708070394187,264.84527730891915,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
12,13.0,17.88,691.5999999999999,25002945.75765404,33974.525130260736,543.7719670864136,1101.0672850070707,2152.116208753656,499.5622525963918,264.76799387608764,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
13,14.0,17.88,691.5999999999999,26961973.611465614,10570.250396069761,543.7719670864136,1101.0672850070707,2150.8610571563595,499.2708992035104,264.6135765778605,1572.9532642958154,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
14,15.0,17.88,691.5999999999999,28903379.34739496,0.0,545.4925840000001,1101.0672850070707,2155.7560899014234,500.4071638599964,265.2157968457981,1572.9532642958156,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
15,16.0,17.88,691.5999999999999,29949976.868835412,0.0,614.652584,1225.727609224123,2404.313927259449,558.103914911824,295.7950749032667,1751.039441748747,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
16,17.0,17.88,691.5999999999999,30049138.80664376,0.0,683.812584,1359.8959310121622,2667.490478268367,619.1940503412222,328.1728466808478,1942.7084728745176,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
17,18.0,17.88,691.5999999999999,29201299.58697901,0.0,752.972584,1494.0027328090805,2930.5463553442296,680.256174206198,360.53577232928495,2134.2896182986865,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
18,19.0,17.88,691.5999999999999,28282543.804093905,6559.862276580134,752.972584,1502.7698459167343,2950.245400683215,684.8288359535119,362.9592830553613,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
19,20.0,17.88,691.5999999999999,27318122.81138888,46377.27158303382,752.972584,1502.7698459167343,2962.9301811887485,687.7733040529854,364.5198511480823,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
20,21.0,17.88,691.5999999999999,26340576.961089894,95753.39244283467,752.972584,1502.7698459167343,2966.5759749648487,688.6195877916991,364.9683815296005,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
21,22.0,17.88,691.5999999999999,25369597.87655183,140346.99895550928,752.972584,1502.7698459167343,2964.751873364593,688.1961662772466,364.74396812694073,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
22,23.0,17.88,691.5999999999999,24411726.318926483,175394.5156885838,752.972584,1502.7698459167343,2961.110893666615,687.3510000115117,364.2960300061012,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
23,24.0,17.88,691.5999999999999,23476709.859043166,193796.87758661146,752.972584,1502.7698459167343,2954.762255404941,685.8773156360951,363.5149772871304,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
24,25.0,17.88,691.5999999999999,22587089.000504956,179138.04579609446,752.972584,1502.7698459167343,2942.1523661424108,682.9502317456629,361.96362282520136,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
25,26.0,17.88,691.5999999999999,21723221.942361988,145722.96102392115,752.972584,1502.7698459167343,2934.9985326992874,681.2896405865935,361.0835095108946,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
26,27.0,17.88,691.5999999999999,20868977.868057586,105299.54674136546,752.972584,1502.7698459167343,2932.32548163302,680.6691557788781,360.75465256280546,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
27,28.0,17.88,691.5999999999999,20027535.147814706,55553.02551533654,752.972584,1502.7698459167343,2928.769549949263,679.8437313734529,360.31717762793005,2146.814065595335,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
28,29.0,17.88,691.5999999999999,19202047.229166016,42442.776901543766,752.972584,1493.386733633986,2924.3376606175443,678.8149743719463,359.77193641713154,2133.409619477123,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
29,30.0,17.88,691.5999999999999,18389285.79758282,20063.946280251133,752.972584,1493.386733633986,2920.8025253215737,677.9943773500454,359.33701999552403,2133.409619477123,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
30,31.0,17.88,691.5999999999999,17573345.84898369,0.0,752.972584,1493.386733633986,2921.685446714888,678.1993264128865,359.44564299882984,2133.409619477123,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
31,32.0,17.88,691.5999999999999,17663870.554635473,0.0,683.812584,1361.1190674061927,2669.889709422968,619.7509744121515,328.4680164384403,1944.4558105802755,2942311.5081505347,22679.61792423317,1505.3917712004493,162961124.44444162
