,t,C_ctes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,17.88,642.2,1697709.1540315927,53260.45423990488,515.8407214176391,1042.2002571952055,2223.4495848730207,479.25483173474214,254.00506081941336,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
1,2.0,17.88,642.2,3433270.4630962117,80922.63448734954,515.8407214176391,1042.2002571952055,2212.9350973638466,476.98847994684036,252.8038943718254,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
2,3.0,17.88,642.2,5182924.784908956,99054.1340802582,515.8407214176393,1042.2002571952055,2209.020371600479,476.14467793317,252.3566793045801,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
3,4.0,17.88,642.2,6941943.93704261,110852.480587475,515.8407214176393,1042.2002571952055,2206.4190298446706,475.5839700970462,252.05950415143448,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
4,5.0,17.88,642.2,8707970.760934351,117911.74945020117,515.8407214176393,1042.2002571952055,2204.472454356312,475.1643942656538,251.83712896079652,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
5,6.0,17.88,642.2,10480991.628627941,120241.15684535354,515.8407214176393,1042.2002571952055,2202.529664411355,474.74563439158203,251.6151862275385,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
6,7.0,17.88,642.2,12258667.640721433,119422.43009282649,515.8407214176393,1042.2002571952055,2201.2365687447154,474.4669132771711,251.4674640369007,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
7,8.0,17.88,642.2,14043315.07153623,113889.14253422525,515.8407214176393,1042.2002571952055,2199.3000635443527,474.0495080523046,251.24623926772145,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
8,9.0,17.88,642.2,15832602.599962903,105217.8965181224,515.8407214176393,1042.2002571952055,2198.011147541054,473.7716878460433,251.09899455840295,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
9,10.0,17.88,642.2,17626524.227706604,93412.74851091672,515.8407214176393,1042.2002571952055,2196.723897730769,473.4942267803973,250.95194019361057,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
10,11.0,17.88,642.2,19422760.65938179,80042.1682257941,515.8407214176393,1042.2002571952055,2196.0808966386903,473.3556307077515,250.87848427510832,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
11,12.0,17.88,642.2,21223622.214716528,63543.75591678172,515.8407214176394,1042.2002571952055,2194.796140066594,473.07870704869083,250.73171473580615,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
12,13.0,17.88,642.2,23026794.09267397,45482.941904203035,515.8407214176394,1042.2002571952055,2194.154383782508,472.94037928896245,250.6584010231501,1488.857510278865,2699022.710405292,23850.803071379385,1397.0478429805655,152708113.8087954
