,t,C_ctes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,14.9,790.4000000000001,2732772.545145262,54375.36855443679,544.3800960000003,1117.3639947696365,1935.931976230335,513.5774386612932,272.19604249048535,1596.2342782423382,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
1,2.0,14.9,790.4000000000001,5498001.508783272,81736.21445709147,544.3800960000003,1117.3639947696365,1926.9163044267939,511.18569882253615,270.92842037594414,1596.234278242338,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
2,3.0,14.9,790.4000000000001,8275314.559025536,99039.08580627805,544.3800960000003,1117.3639947696363,1923.5596137033897,510.29521266637437,270.4564627131784,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
3,4.0,14.9,790.4000000000001,11060657.504837655,109658.41640029197,544.3800960000003,1117.3639947696363,1921.329087156208,509.70348314021703,270.14284606431505,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
4,5.0,14.9,790.4000000000001,13852009.195119988,115276.47540804539,544.3800960000003,1117.3639947696363,1919.6599914700375,509.26069388010404,269.90816775645516,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
5,6.0,14.9,790.4000000000001,16649357.944549713,115902.98890015642,544.3800960000003,1117.3639947696363,1917.9941417068728,508.81876572092017,269.67394583208767,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
6,7.0,14.9,790.4000000000001,19450698.258387215,113207.19475275294,544.3800960000003,1117.3639947696363,1916.8853738158243,508.5246240978951,269.5180507718844,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
7,8.0,14.9,790.4000000000001,22258016.231444106,105536.00227472013,544.3800960000003,1117.3639947696363,1915.2249129215497,508.0841255351619,269.2845865336358,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
8,9.0,14.9,790.4000000000001,25069312.86700533,94553.24082701997,544.3800960000003,1117.3639947696363,1914.1197288925675,507.7909346638797,269.12919537185627,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
9,10.0,14.9,790.4000000000001,27884583.021819003,80263.19130388169,544.3800960000003,1117.3639947696363,1913.015973544665,507.4981228030062,268.9740050855933,1596.2342782423377,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
10,11.0,14.9,790.4000000000001,30701838.010655027,64321.10048515928,544.3800960000003,1117.3639947696365,1912.4646307606786,507.3518587718828,268.8964851490979,1596.234278242338,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
11,12.0,14.9,790.4000000000001,33523058.82254509,45078.12738485232,544.3800960000003,1117.3639947696365,1911.363013245668,507.0596140501208,268.741595446564,1596.234278242338,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
12,13.0,14.9,790.4000000000001,36346260.62594886,24186.311232687593,544.3800960000003,1117.3639947696367,1910.8127378251938,506.91363317658016,268.6642255835875,1596.2342782423384,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
13,14.0,14.9,790.4000000000001,39173420.57854646,0.0,544.3800960000003,1117.3639947696367,1909.7132519380207,506.62195394780986,268.50963559233924,1596.2342782423384,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
14,15.0,14.9,790.4000000000001,41114826.3144758,0.0,623.4200960000003,1256.0136669041933,2155.7560899014243,571.8939015542819,303.10376782376943,1794.305238434562,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
15,16.0,14.9,790.4000000000001,42161423.83591625,0.0,702.4600960000002,1400.8315533989978,2404.313927259449,637.8330456135133,338.051514175162,2001.1879334271398,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
16,17.0,14.9,790.4000000000001,42260585.7737246,0.0,781.5000960000002,1554.1667782996146,2667.4904782683666,707.6503432471113,375.054681920969,2220.2382547137354,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
17,18.0,14.9,790.4000000000001,41412746.55405984,0.0,860.5400960000002,1707.4316946389495,2930.5463553442296,777.4356276642266,412.0408826620401,2439.1881351984994,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
18,19.0,14.9,790.4000000000001,40493990.77117474,0.0,860.5400960000002,1718.9089996488417,2950.245400683215,782.6615268040138,414.8106092061273,2455.584285212631,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
19,20.0,14.9,790.4000000000001,39529569.778469704,32218.077125396125,860.5400960000002,1720.034939547765,2962.9301811887494,786.0266332034124,416.5941155978086,2457.192770782521,4433537.446526014,17267.15519924893,1723.0948486371497,183563220.05834013
