,t,C_ds,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,38.0,494.0,613157.7559758307,14095.562797106802,456.06791552869123,916.621992628485,2524.7138621107324,418.6084837224991,221.86249637292454,1309.4599894692644,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
1,2.0,38.0,494.0,1269821.3821663316,5559.039804652333,456.06791552869123,916.621992628485,2512.6288981622138,416.6047444036596,220.8005145339396,1309.4599894692644,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
2,3.0,38.0,494.0,1942682.9971640343,0.0,456.06791552869123,914.404586953669,2508.1294568268786,415.85871755948955,220.40512030652948,1306.29226707667,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
3,4.0,38.0,494.0,2626308.202561504,4187.223120698705,456.06791552869123,911.4207271284074,2505.139570604721,415.3629814854959,220.14238018731282,1302.0296101834392,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
4,5.0,38.0,494.0,3317987.7672880115,4184.507035140879,456.06791552869123,911.4207271284074,2502.902248568878,414.9920238102208,219.94577261941706,1302.0296101834392,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
5,6.0,38.0,494.0,4017706.0278735356,0.0,456.06791552869123,911.4207271284074,2500.6692774969283,414.62178754358763,219.74954739810144,1302.0296101834392,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
6,7.0,38.0,494.0,4722774.73965308,0.0,456.06791552869123,910.0658669027364,2499.183041054145,414.3753631098712,219.61894244823176,1300.0940955753379,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
7,8.0,38.0,494.0,5435856.142858944,2430.9600988812745,456.0679155286912,908.7826845858328,2496.95729343572,414.00632452309094,219.4233519972382,1298.2609779797613,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
8,9.0,38.0,494.0,6479696.996999335,8536.515843504108,438.05722884380185,874.6113704687078,2405.0796681761326,398.7726166660803,211.34948683302258,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
9,10.0,38.0,494.0,7528653.773181033,11980.729889631271,438.05722884380185,874.6113704687078,2403.6585787202134,398.5369938847014,211.22460675889175,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
10,11.0,38.0,494.0,8580166.031160643,14095.562797106802,438.0572288438019,874.6113704687078,2402.9487226652377,398.4192966789729,211.16222723985564,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
11,12.0,38.0,494.0,9636784.302295111,13554.20868446026,438.0572288438019,874.6113704687078,2401.5303856777778,398.18413026877545,211.037589042451,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
12,13.0,38.0,494.0,10695953.10798214,11686.047027958557,438.0572288438019,874.6113704687078,2400.821903857622,398.0666609171269,210.97533028607728,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
13,14.0,38.0,494.0,11760218.04669809,7166.838068264537,438.0572288438019,874.6113704687078,2399.406311349588,397.8319495534947,210.8509332633522,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
14,15.0,38.0,494.0,12829572.54761547,0.0,438.0572288438019,874.6113704687078,2397.9925440714132,397.59754082087164,210.72669663506198,1249.444814955297,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
15,16.0,38.0,494.0,13003556.270752849,0.0,487.4572288438019,963.7859017932624,2646.706649010302,438.83541569902707,232.58277032048434,1376.8370025618035,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
16,17.0,38.0,494.0,12224438.597878482,0.0,536.8572288438019,1060.193522688113,2911.457036791342,482.7321756674262,255.8480531037359,1514.562175268733,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
17,18.0,38.0,494.0,11394474.3572927,0.0,536.8572288438019,1065.336728483676,2925.5810833778473,485.0740037115198,257.0892219671055,1521.9096121195373,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
18,19.0,38.0,494.0,10493722.815036137,0.0,536.8572288438021,1072.4969691172585,2945.244222730846,488.33423730603164,258.8171457721968,1532.1385273103695,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
19,20.0,38.0,494.0,9547389.298180215,1291.6685201572254,536.8572288438021,1076.856495737492,2957.9058823417745,490.4335952612773,259.929805488477,1538.3664224821314,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
20,21.0,38.0,494.0,8587954.846765423,9398.543204372749,536.8572288438021,1076.856495737492,2961.54503083035,491.03698182864457,260.2496003691816,1538.3664224821314,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
21,22.0,38.0,494.0,7635075.191688905,14095.562797106802,536.8572288438021,1076.856495737492,2959.7242540697184,490.7350891625474,260.0895972561501,1538.3664224821314,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
22,23.0,38.0,494.0,6695279.17207912,11986.375345561653,536.8572288438021,1076.856495737492,2956.089910884514,490.13249933527334,259.7702246476949,1538.3664224821314,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
23,24.0,38.0,494.0,5778296.591602778,0.0,536.8572288438021,1076.4694468198854,2949.752844458558,489.0817862989848,259.21334673846195,1537.8134954569794,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
24,25.0,38.0,494.0,4906626.868673671,0.0,536.8572288438021,1069.5552999261445,2937.1659395843258,486.9948230025752,258.10725619136485,1527.936142751635,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
25,26.0,38.0,494.0,4060664.003987018,0.0,536.8572288438021,1066.9550130582343,2930.025145628089,485.81084846373534,257.4797496857797,1524.2214472260491,1273264.8848445497,1649.5723906725268,1079.2382804201102,122632549.09021427
