Time,DNI
0.0,0.0
30.0,0.0
60.0,0.0
90.0,0.0
120.0,0.0
150.0,0.0
180.0,0.0
210.0,0.0
240.0,0.0
270.0,0.0
300.0,0.0
330.0,0.0
360.0,0.0
390.0,0.0
420.0,35.3356623066
450.0,26.5449592021
480.0,31.2894484311
510.0,27.5400983193
540.0,46.7809705369
570.0,38.1610356018
600.0,53.627385402
630.0,45.8235013175
660.0,346.454200242
690.0,40.2266899418
720.0,40.6707826403
750.0,65.3877034554
780.0,159.062870335
810.0,59.41734491
840.0,252.494335516
870.0,54.936623224
900.0,517.698408806
930.0,620.694274975
960.0,392.810603646
990.0,922.87809304
1020.0,0.0
1050.0,0.0
1080.0,0.0
1110.0,0.0
1140.0,0.0
1170.0,0.0
1200.0,0.0
1230.0,0.0
1260.0,0.0
1290.0,0.0
1320.0,0.0
1350.0,0.0
1380.0,0.0
1410.0,0.0
1440.0,0.0
1470.0,0.0
1500.0,0.0
1530.0,0.0
1560.0,0.0
1590.0,0.0
1620.0,0.0
1650.0,0.0
1680.0,0.0
1710.0,0.0
1740.0,0.0
1770.0,0.0
1800.0,0.0
1830.0,0.0
1860.0,624.839467755
1890.0,134.796936079
1920.0,492.810104387
1950.0,493.157382445
1980.0,261.845319813
2010.0,797.355303068
2040.0,1062.51140442
2070.0,2101.87266902
2100.0,4917.32445692
2130.0,5503.06165755
2160.0,4483.99446728
2190.0,824.166525717
2220.0,1907.93838824
2250.0,1200.85653676
2280.0,4380.82872351
2310.0,3490.46482913
2340.0,1236.60008874
2370.0,951.201701994
2400.0,248.314477535
2430.0,435.610375268
2460.0,0.0
2490.0,0.0
2520.0,0.0
2550.0,0.0
2580.0,0.0
2610.0,0.0
2640.0,0.0
2670.0,0.0
2700.0,0.0
2730.0,0.0
2760.0,0.0
2790.0,0.0
2820.0,0.0
2850.0,0.0
2880.0,0.0
2910.0,0.0
2940.0,0.0
2970.0,0.0
3000.0,0.0
3030.0,0.0
3060.0,0.0
3090.0,0.0
3120.0,0.0
3150.0,0.0
3180.0,0.0
3210.0,0.0
3240.0,0.0
3270.0,0.0
3300.0,500.53868961
3330.0,435.543071374
3360.0,858.79309409
3390.0,578.03066886
3420.0,329.053800884
3450.0,0.0
3480.0,0.0
3510.0,0.0
3540.0,0.0
3570.0,0.0
3600.0,0.0
3630.0,45.0597132819
3660.0,31.6472248326
3690.0,18.8457868789
3720.0,0.0
3750.0,0.0
3780.0,0.0
3810.0,0.0
3840.0,0.0
3870.0,23.3052105862
3900.0,0.0
3930.0,0.0
3960.0,0.0
3990.0,0.0
4020.0,0.0
4050.0,0.0
4080.0,0.0
4110.0,0.0
4140.0,0.0
4170.0,0.0
4200.0,0.0
4230.0,0.0
4260.0,0.0
4290.0,0.0
4320.0,0.0
4350.0,0.0
4380.0,0.0
4410.0,0.0
4440.0,0.0
4470.0,0.0
4500.0,0.0
4530.0,0.0
4560.0,0.0
4590.0,0.0
4620.0,0.0
4650.0,0.0
4680.0,0.0
4710.0,0.0
4740.0,12.426674087
4770.0,0.0
4800.0,0.0
4830.0,0.0
4860.0,0.0
4890.0,0.0
4920.0,0.0
4950.0,0.0
4980.0,0.0
5010.0,0.0
5040.0,0.0
5070.0,0.0
5100.0,0.0
5130.0,0.0
5160.0,0.0
5190.0,0.0
5220.0,0.0
5250.0,0.0
5280.0,0.0
5310.0,12.9014657742
5340.0,0.0
5370.0,0.0
5400.0,0.0
5430.0,0.0
5460.0,0.0
5490.0,0.0
5520.0,0.0
5550.0,0.0
5580.0,0.0
5610.0,0.0
5640.0,0.0
5670.0,0.0
5700.0,0.0
5730.0,0.0
5760.0,0.0
5790.0,0.0
5820.0,0.0
5850.0,0.0
5880.0,0.0
5910.0,0.0
5940.0,0.0
5970.0,0.0
6000.0,0.0
6030.0,0.0
6060.0,0.0
6090.0,0.0
6120.0,0.0
6150.0,0.0
6180.0,7.2486441257
6210.0,9.82736917026
6240.0,10.8929390804
6270.0,14.6950412672
6300.0,23.2705474179
6330.0,35.5806582533
6360.0,44.8620743246
6390.0,47.7749106515
6420.0,256.983972117
6450.0,224.26584103
6480.0,59.4769813678
6510.0,58.6279542271
6540.0,368.077839036
6570.0,306.295197703
6600.0,0.0
6630.0,0.0
6660.0,0.0
6690.0,0.0
6720.0,0.0
6750.0,0.0
6780.0,0.0
6810.0,0.0
6840.0,0.0
6870.0,0.0
6900.0,0.0
6930.0,0.0
6960.0,0.0
6990.0,0.0
7020.0,0.0
7050.0,0.0
7080.0,0.0
7110.0,0.0
7140.0,0.0
7170.0,0.0
7200.0,0.0
7230.0,0.0
7260.0,0.0
7290.0,0.0
7320.0,0.0
7350.0,0.0
7380.0,0.0
7410.0,0.0
7440.0,0.0
7470.0,0.0
7500.0,0.0
7530.0,0.0
7560.0,0.0
7590.0,0.0
7620.0,55.3243367421
7650.0,48.6018668998
7680.0,37.5419290142
7710.0,57.0463973148
7740.0,467.475180003
7770.0,174.318487048
7800.0,0.0
7830.0,258.760828371
7860.0,59.772544069
7890.0,51.9780352383
7920.0,44.4214582751
7950.0,51.0855843304
7980.0,36.1788689272
8010.0,15.2937037193
8040.0,12.835283415
8070.0,17.3322117732
8100.0,11.9630773336
8130.0,16.8103917615
8160.0,21.3529928278
8190.0,43.4049234862
8220.0,0.0
8250.0,0.0
8280.0,0.0
8310.0,0.0
8340.0,0.0
8370.0,0.0
8400.0,0.0
8430.0,0.0
8460.0,0.0
8490.0,0.0
8520.0,0.0
8550.0,0.0
8580.0,0.0
8610.0,0.0
8640.0,0.0
8670.0,0.0
8700.0,0.0
8730.0,0.0
8760.0,0.0
8790.0,0.0
8820.0,0.0
8850.0,0.0
8880.0,0.0
8910.0,0.0
8940.0,0.0
8970.0,0.0
9000.0,0.0
9030.0,0.0
9060.0,21.2353704397
9090.0,20.5701368906
9120.0,20.9419679099
9150.0,22.5548372677
9180.0,21.7554605867
9210.0,22.8782020792
9240.0,35.4009508603
9270.0,31.5812597508
9300.0,42.4516153961
9330.0,37.6642268675
9360.0,0.0
9390.0,0.0
9420.0,34.6580563594
