Normalised hour angle,Clearsky DNI
-0.9820548589487718,303.554659898
-0.7835386079796051,524.270891658
-0.5850223570104389,695.751963717
-0.3865061060412724,792.286738365
-0.18798985507210592,912.151043035
0.010526395897060585,1068.00443114
0.20904264686622706,1085.65778647
0.4075588978353936,777.679530279
0.60607514880456,436.203124558
0.8045913997737265,597.144565891
-0.982673583143054,667.746595756
-0.7843308753313981,781.205426102
-0.5859881675197429,906.372670814
-0.38764545970808745,867.162112359
-0.18930275189643195,961.081036399
0.009039955915223559,1221.06632951
0.20738266372687905,1160.04592243
0.40572537153853455,810.276235963
0.6040680793501899,540.312048066
0.8024107871618456,481.345007782
-0.9832032614068592,645.037862743
-0.7850486863415095,708.977037415
-0.5868941112761604,698.173684626
-0.38873953621081103,779.379337872
-0.19058496114546164,1009.03499156
0.007569613919887772,996.75457181
0.2057241889852372,1051.9806091
0.4038787640505866,1039.71010838
0.602033339115936,611.445417833
0.8001879141812854,432.469510948
0.9983424892466348,650.351307683
-0.9836434868921036,718.812628147
-0.7856913856016221,654.423875315
-0.5877392843111413,629.243697313
-0.3897871830206602,756.739702596
-0.19183508173017896,1084.14769838
0.006117019560302255,1183.06375766
0.20406912085078344,1145.84730595
0.4020212221412646,954.104153495
0.5999733234317459,781.696063774
0.797925424722227,603.685093761
0.9958775260127084,489.436672246
-0.9839939569415652,472.901482669
-0.7862584085442247,544.514998426
-0.5885228601468848,831.041230266
-0.3907873117495447,963.910184518
-0.19305176335220448,1028.57450819
0.0046837850451357,944.534128617
0.2024193334424759,990.430086378
0.40015488183981607,733.844224241
0.5978904302371562,583.378365187
0.7956259786344964,552.707923004
0.9933615270318366,584.540967335
-0.9842544752074692,377.766805693
-0.7867492836613893,478.754191779
-0.5892440921153103,526.615379067
-0.3917389005692309,788.196083407
-0.19423370902315149,1121.65399367
0.003271482522927948,1090.39266757
0.20077667406900734,881.279117412
0.3982818656150868,995.054159113
0.5957870571611662,847.780676001
0.7932922487072457,661.302084319
0.9907974402533252,513.621649077
-0.9844249565175252,442.534881112
-0.7871636368981415,441.418831213
-0.5899023172787585,667.678666302
-0.3926409976593752,892.979864889
-0.19537967803999184,1085.83994648
0.0018816415793915628,1215.21603463
0.19914296119877492,1120.48241244
0.3964042808181583,819.082485167
0.5936656004375418,733.692644395
0.7909269200569251,504.66561892
0.9881882396763084,535.797578236
-0.9845054315706976,708.426495987
-0.7875011958909939,647.899617037
-0.590496960211291,207.428256471
-0.3934927245315879,720.444178587
-0.19648848885188466,975.044393109
0.000515746827818563,1120.44375836
0.19751998250752176,1020.92667487
0.39452421818722494,906.127334342
0.5915284538669281,899.001632729
0.7885326895466314,550.793095347
0.9855369252263344,508.631321254
-0.9844960487300792,695.285703821
-0.7877617918636342,639.497498535
-0.5910275349971897,768.103280369
-0.39429327813074505,863.563345722
-0.1975590212643004,804.018216357
-0.0008247643978556597,924.798807881
0.19590949246858905,949.995228724
0.39264374933503376,809.413091795
0.5893780062014785,709.050471685
0.7861122630679231,339.165950598
0.9828465199343678,341.55682492
-0.984397071699933,430.109088072
-0.7879453582023842,522.306638678
-0.5914936447048362,741.99944326
-0.3950419312072879,834.040276157
-0.1985902177097395,863.987650136
-0.0021385042121911187,1024.21189313
0.19431320928535725,1181.86315247
0.3907649227829056,961.99854701
0.587216636280454,654.792628677
0.7836683497780024,67.477564552
0.9801200632755508,6.45510143205
-0.9842088744431268,392.994672714
-0.7880519267891312,576.12590907
-0.5918949791351366,634.633916285
-0.3957380314811415,762.856980072
-0.1995810838271464,786.730478672
-0.003424136173151315,1071.9087398
0.19273281148084376,1161.98316709
0.3888897591348388,854.724428853
0.5850467067888339,426.089549586
0.7812036544428289,554.191809926
0.9773606020968241,637.617682515
