,t,C_dtes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,34.0,642.2,736276.4414386052,20149.786675287407,584.1418210001043,1175.0638922681717,2490.5142272599614,536.8194471504597,284.51430698974366,1678.6627032402455,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
1,2.0,34.0,642.2,1515416.9412032086,11311.899901065975,584.1418210001045,1175.0638922681717,2478.6075443916293,534.2530137429276,283.15409728375164,1678.6627032402453,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
2,3.0,34.0,642.2,2310516.4720955677,0.0,584.1418210001044,1173.4463867836407,2474.1744801894747,533.2974861462025,282.6476676574873,1676.3519811194867,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
3,4.0,34.0,642.2,3116220.8056137804,5363.087503804825,584.1418210001045,1168.8095291373766,2471.228701682292,532.6625364750283,282.31114433176504,1669.727898767681,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
4,5.0,34.0,642.2,3929860.6780915633,5359.608681662008,584.1418210001045,1168.8095291373766,2469.0243853046345,532.1874057224123,282.0593250328786,1669.727898767681,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
5,6.0,34.0,642.2,4751420.657131188,0.0,584.1418210001045,1168.8095291373766,2466.824355704123,531.713198965858,281.8079954519048,1669.727898767681,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
6,7.0,34.0,642.2,5578252.155874228,0.0,584.1418210001045,1167.0741943495598,2465.3600446753962,531.3975731291158,281.6407137584314,1667.2488490707997,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
7,8.0,34.0,642.2,6412978.14037176,6290.2779294047505,584.1418210001045,1164.8129841147695,2463.1671319658153,530.9249003872694,281.39019720525283,1664.0185487353851,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
8,9.0,34.0,642.2,7439105.87004333,13799.12637971621,570.748828,1139.407298038298,2409.999980528583,519.4649534700014,275.31642533910076,1627.724711483283,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
9,10.0,34.0,642.2,8470360.970711822,17840.488037646748,570.748828,1139.407298038298,2408.5757108072157,519.1579583619033,275.1537179318088,1627.724711483283,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
10,11.0,34.0,642.2,9504177.272107763,20149.78667528741,570.748828,1139.407298038298,2407.864266160702,519.0046095804993,275.0724430776646,1627.724711483283,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
11,12.0,34.0,642.2,10543111.013439016,18998.314598822966,570.748828,1139.407298038298,2406.4427550675596,518.6982090826477,274.9100508138033,1627.724711483283,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
12,13.0,34.0,642.2,11584600.997180892,16118.132662608852,570.748828,1139.407298038298,2405.7326877312757,518.5451571744389,274.8289333024526,1627.724711483283,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
13,14.0,34.0,642.2,12631198.518621346,9783.876597173212,570.748828,1139.407298038298,2404.3139272594485,518.2393495609793,274.6668552673191,1627.724711483283,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
14,15.0,34.0,642.2,13682896.992227986,0.0,570.748828,1139.407298038298,2402.8969961021744,517.9339362482698,274.504986211583,1627.7247114832828,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
15,16.0,34.0,642.2,13839213.29808987,0.0,634.968828,1255.244883456751,2651.614264920163,571.5438555501714,302.91824344159085,1793.2069763667873,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
16,17.0,34.0,642.2,13042313.494796908,0.0,699.1888280000001,1380.5898750461583,2916.396517463175,628.6165118191439,333.1667512641463,1972.2712500659406,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
17,18.0,34.0,642.2,12194474.275132148,0.0,699.1888280000001,1387.2882518941465,2930.54635534423,631.666447477184,334.78321716290753,1981.8403598487807,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
18,19.0,34.0,642.2,11275718.492247043,0.0,699.1888280000001,1396.6135622146835,2950.2454006832145,635.9124905282611,337.03361997997837,1995.1622317352621,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
19,20.0,34.0,642.2,10311297.499542015,2279.599989991635,699.1888280000001,1402.175141541468,2962.930181188749,638.6466394777723,338.48271892321935,2003.1073450592403,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
20,21.0,34.0,642.2,9333751.649243029,13435.146422373173,699.1888280000001,1402.175141541468,2966.5759749648482,639.4324743780064,338.89921142034336,2003.1073450592403,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
21,22.0,34.0,642.2,8362772.564704966,20149.78667528741,699.1888280000001,1402.175141541468,2964.751873364592,639.0392972574433,338.690827546445,2003.1073450592403,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
22,23.0,34.0,642.2,7404901.00707962,18000.20070428867,699.1888280000001,1402.175141541468,2961.110893666615,638.2545000106896,338.2748850056655,2003.1073450592403,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
23,24.0,34.0,642.2,6469884.547196299,394.3995293127373,699.1888280000001,1402.175141541468,2954.7622554049412,636.8860788049456,337.54962176662116,2003.1073450592403,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
24,25.0,34.0,642.2,5580263.688658088,0.0,699.1888280000001,1392.859097916602,2942.1523661424108,634.1680723352586,336.10907833768704,1989.7987113094314,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
25,26.0,34.0,642.2,4716396.630515123,7224.213274643756,699.1888280000001,1387.9911553052555,2934.9985326992874,632.6260948304083,335.2918302601164,1982.8445075789366,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
26,27.0,34.0,642.2,3862152.556210721,7940.692003932912,699.1888280000001,1387.9911553052552,2932.3254816330195,632.0499303661012,334.98646309403364,1982.8445075789361,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
27,28.0,34.0,642.2,3020709.8359678425,0.0,699.1888280000001,1387.9911553052552,2928.7695499492634,631.2834648467777,334.58023636879227,1982.8445075789361,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
28,29.0,34.0,642.2,2195221.9173191525,5021.181803844869,699.1888280000001,1383.3727835318925,2924.337660617544,630.3281904882359,334.07394095876504,1976.2468336169895,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
29,30.0,34.0,642.2,1382460.4857359566,1435.8231721512961,699.1888280000001,1383.3727835318923,2920.8025253215733,629.5662075393278,333.6700899958438,1976.246833616989,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
30,31.0,34.0,642.2,566520.5371368285,0.0,699.1888280000001,1383.3727835318923,2921.6854467148883,629.7565173833947,333.7709542131992,1976.246833616989,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
31,32.0,34.0,642.2,657045.2427886166,0.0,634.968828,1263.8962768771792,2669.889709422967,575.4830476684264,305.006015264266,1805.5661098245419,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
32,33.0,34.0,642.2,1657436.307438314,20149.78667528741,570.748828,1140.3336302561436,2417.1490541457697,521.0059050151922,276.13312965805187,1629.0480432230625,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
33,34.0,34.0,642.2,3520528.897415041,17309.768060797825,508.71448323581404,1031.3612684406505,2177.509741554928,469.352699467331,248.75693071768544,1473.3732406295007,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
34,35.0,34.0,642.2,5383621.487391774,14469.74944630824,508.71448323581404,1031.3612684406505,2177.509741554928,469.352699467331,248.75693071768544,1473.3732406295007,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
35,36.0,34.0,642.2,7251316.835029808,8517.024259835482,508.7144832358139,1031.3612684406505,2176.2311977601207,469.0771149452376,248.61087092097594,1473.3732406295007,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
36,37.0,34.0,642.2,9119012.182667842,2564.299073362723,508.7144832358139,1031.3612684406505,2176.2311977601207,469.0771149452376,248.61087092097594,1473.3732406295007,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
37,38.0,34.0,642.2,10979801.15241331,1282.1495366813615,508.7144832358139,1031.3612684406505,2178.149636063611,469.4906259295154,248.83003174264317,1473.3732406295007,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
38,39.0,34.0,642.2,12840590.122158779,0.0,508.7144832358139,1031.3612684406505,2178.149636063611,469.4906259295154,248.83003174264317,1473.3732406295007,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
39,40.0,34.0,642.2,13805317.350802936,0.0,572.9344832358139,1148.9413292640172,2427.05567525842,523.1412338603814,277.2648539460021,1641.3447560914533,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
40,41.0,34.0,642.2,13839213.29808987,0.0,637.1544832358139,1271.3427847286407,2685.619920079871,578.8736257650992,306.80302165550256,1816.2039781837725,1355089.6354379663,2358.084757305163,1403.03827087807,153275011.4832136
