,t,C_dtes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,36.0,592.8,684610.1515609485,18625.322472050786,542.59591722051,1090.9407462819058,2504.8659744481997,498.38114167054954,264.14200508539125,1558.4867804027226,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
1,2.0,36.0,592.8,1412353.695375254,10324.661051186733,542.5959172205099,1090.9407462819058,2492.8844766000448,495.9972406405544,262.87853753949383,1558.4867804027226,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
2,3.0,36.0,592.8,2156156.5480021248,0.0,542.59591722051,1089.3849942577149,2488.423557485444,495.1096730086277,262.4081266945727,1556.2642775110214,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
3,4.0,36.0,592.8,2910630.837942551,2492.440083271824,542.59591722051,1085.5974620795819,2485.459269342789,494.5198828466601,262.09553790872985,1550.8535172565455,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
4,5.0,36.0,592.8,3673090.5293604024,0.0,542.59591722051,1085.5974620795819,2483.2411022657266,494.078544806398,261.86162874739097,1550.8535172565457,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
5,6.0,36.0,592.8,4443520.092889337,0.0,542.59591722051,1084.1454236798188,2481.0272489015356,493.63806504484916,261.62817447377006,1548.7791766854557,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
6,7.0,36.0,592.8,5219254.2994226655,0.0,542.5959172205099,1083.5015366635294,2479.553736955872,493.3448874564128,261.47279035189877,1547.8593380907562,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
7,8.0,36.0,592.8,6002932.596272809,5851.0693239225075,542.5959172205098,1081.3995609070832,2477.3470452012007,492.90583260588306,261.24009128111805,1544.8565155815475,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
8,9.0,36.0,592.8,7029060.325944375,12775.934200495481,526.8450720000001,1051.7618233303483,2409.999980528584,479.50611089538603,254.13823877455462,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
9,10.0,36.0,592.8,8060315.426612865,16500.04203794524,526.8450720000001,1051.7618233303483,2408.575710807216,479.22273079560307,253.98804732166963,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
10,11.0,36.0,592.8,9094131.728008805,18625.322472050786,526.8450720000001,1051.7618233303483,2407.864266160702,479.081178074307,253.9130243793827,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
11,12.0,36.0,592.8,10133065.469340054,17556.04532390732,526.8450720000001,1051.7618233303483,2406.4427550675605,478.7983468455211,253.76312382812614,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
12,13.0,36.0,592.8,11174555.453081926,14891.035997534345,526.8450720000001,1051.7618233303483,2405.732687731276,478.6570681610205,253.68824612534087,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
13,14.0,36.0,592.8,12221152.974522378,9037.650551877181,526.8450720000001,1051.7618233303483,2404.313927259449,478.37478421013486,253.53863563137148,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
14,15.0,36.0,592.8,13272851.448129015,0.0,526.8450720000001,1051.7618233303483,2402.8969961021753,478.09286422917205,253.38921804146122,1502.5168904719262,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
15,16.0,36.0,592.8,13429167.753990896,0.0,586.125072,1158.6875847293088,2651.614264920163,527.5789435847736,279.61684009993,1655.2679781847269,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
16,17.0,36.0,592.8,12632267.950697936,0.0,645.405072,1274.390653888761,2916.3965174631744,580.2613955253634,307.5385396284426,1820.5580769839446,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
17,18.0,36.0,592.8,11784428.731033178,0.0,645.405072,1280.5737709792118,2930.5463553442296,583.0767207481697,309.03066199652994,1829.391101398874,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
18,19.0,36.0,592.8,10865672.94814807,0.0,645.405072,1289.181749736631,2950.2454006832154,586.9961451030102,311.1079569045954,1841.688213909473,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
19,20.0,36.0,592.8,9901251.955443043,2112.752606997674,645.405072,1294.3138612346938,2962.9301811887485,589.519974902559,312.4455866983563,1849.0198017638484,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
20,21.0,36.0,592.8,8923706.105144054,12418.686545433477,645.405072,1294.3138612346938,2966.5759749648496,590.2453609643137,312.83004131108623,1849.0198017638484,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
21,22.0,36.0,592.8,7952727.020605987,18625.322472050786,645.405072,1294.3138612346938,2964.751873364593,589.8824282376399,312.6376869659492,1849.0198017638484,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
22,23.0,36.0,592.8,6994855.462980641,16649.595730441622,645.405072,1294.3138612346938,2961.110893666615,589.1580000098672,312.25374000522964,1849.0198017638484,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
23,24.0,36.0,592.8,6059839.00309732,406.5934159299359,645.405072,1294.3138612346938,2954.7622554049412,587.8948419737958,311.5842662461118,1849.0198017638484,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
24,25.0,36.0,592.8,5170218.14455911,0.0,645.405072,1285.724360556323,2942.1523661424108,585.3859129248539,310.25453385017255,1836.749086509033,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
25,26.0,36.0,592.8,4306351.086416142,3003.5697901640087,645.405072,1281.93523110264,2934.9985326992874,583.962549074223,309.5001510093382,1831.336044432343,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
26,27.0,36.0,592.8,3452107.01211174,0.0,645.405072,1281.93523110264,2932.3254816330195,583.430704953324,309.21827362526176,1831.336044432343,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
27,28.0,36.0,592.8,2610664.2918688618,0.0,645.405072,1279.7973524861961,2928.769549949263,582.7231983201025,308.8432951096543,1828.2819321231375,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
28,29.0,36.0,592.8,1785176.37322017,4634.9370497036725,645.405072,1276.9594924909777,2924.3376606175443,581.8414066045254,308.3759455003985,1824.2278464156825,1314939.3425782751,2179.6800992986105,1295.1105960069417,143061392.53367323
