,t,C_dtes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,28.0,790.4000000000001,970976.7741806619,42479.49175016116,698.4227505898855,1404.8102935520624,2425.319690387168,643.4055998957493,341.00496794474714,2006.8718479315178,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
1,2.0,28.0,790.4000000000001,1983594.1249447968,50300.19021422446,698.4227505898855,1404.8102935520624,2413.7528635584285,640.3370719882191,339.37864815375616,2006.8718479315178,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
2,3.0,28.0,790.4000000000001,3011714.983398715,45216.81980323233,698.4227505898863,1404.8102935520624,2409.4463336445974,639.1946059151237,338.7731411350156,2006.8718479315178,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
3,4.0,28.0,790.4000000000001,4050137.948399244,31558.674244858325,698.4227505898863,1404.8102935520624,2406.58463738165,638.4354353166748,338.37078071783765,2006.8718479315178,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
4,5.0,28.0,790.4000000000001,5096269.945877843,11484.052618782967,698.4227505898863,1404.8102935520624,2404.443239471075,637.8673504523454,338.06969573974305,2006.8718479315178,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
5,6.0,28.0,790.4000000000001,6150095.983928366,28185.637261325493,698.4227505898863,1396.4141427568052,2402.3060059788736,637.3003703537557,337.76919628749056,1994.877346795436,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
6,7.0,28.0,790.4000000000001,7209043.075105768,40624.804418460466,698.4227505898863,1396.4141427568052,2400.8834912214056,636.9229957896862,337.5691877685337,1994.877346795436,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
7,8.0,28.0,790.4000000000001,8275659.317350181,46680.690091047436,698.4227505898863,1396.4141427568052,2398.753171480571,636.3578498189286,337.26966040403215,1994.877346795436,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
8,9.0,28.0,790.4000000000001,9347380.059980199,50300.19021422446,698.4227505898863,1396.0617599264313,2397.335254706792,635.9816950398075,337.070298371098,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
9,10.0,28.0,790.4000000000001,10424198.704363436,49676.542486084625,698.4227505898863,1396.0617599264313,2395.9191708864532,635.606026519266,336.871194055211,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
10,11.0,28.0,790.4000000000001,11503563.82913334,46933.37710064463,698.4227505898863,1396.0617599264313,2395.2118152234902,635.4183743114057,336.77173838504507,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
11,12.0,28.0,790.4000000000001,12588016.981673004,39955.28229840472,698.4227505898863,1396.0617599264313,2393.7984741763344,635.0434334127247,336.5730197087441,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
12,13.0,28.0,790.4000000000001,13675011.684780123,30861.773086206988,698.4227505898863,1396.0617599264313,2393.0924879075974,634.856144487246,336.4737565782404,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
13,14.0,28.0,790.4000000000001,14767084.570332758,17541.529037727043,698.4227505898863,1396.0617599264313,2391.6818816727314,634.4819290985045,336.2754224222074,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
14,15.0,28.0,790.4000000000001,15864229.090648452,0.0,698.4227505898863,1396.0617599264313,2390.273094238549,634.1081962138014,336.07734399331474,1994.3739427520447,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
15,16.0,28.0,790.4000000000001,16066020.760622514,0.0,777.4627505898864,1537.5569387126413,2638.9822193334458,700.0874749313564,371.0463617136189,2196.5099124466306,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
16,17.0,28.0,790.4000000000001,15314891.58938439,0.0,856.5027505898857,1691.7799107268452,2903.6824530034974,770.3089856509748,408.26376239501667,2416.8284438954934,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
17,18.0,28.0,790.4000000000001,14467052.369719632,0.0,860.5400960000002,1707.4316946389495,2930.5463553442296,777.4356276642266,412.0408826620401,2439.1881351984994,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
18,19.0,28.0,790.4000000000001,13548296.586834528,0.0,860.5400960000002,1718.9089996488417,2950.245400683215,782.6615268040138,414.8106092061273,2455.584285212631,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
19,20.0,28.0,790.4000000000001,12583875.594129497,9842.185786072281,860.5400960000002,1724.385807308189,2962.9301811887494,786.0266332034124,416.5941155978086,2463.408296154556,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
20,21.0,28.0,790.4000000000001,11606329.74383051,30608.613347393788,860.5400960000002,1724.385807308189,2966.575974964849,786.9938146190851,417.1067217481151,2463.408296154556,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
21,22.0,28.0,790.4000000000001,10635350.659292443,45909.31022629397,860.5400960000002,1724.385807308189,2964.751873364593,786.5099043168535,416.8502492879324,2463.408296154556,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
22,23.0,28.0,790.4000000000001,9677479.101667097,50300.19021422446,860.5400960000002,1724.385807308189,2961.110893666615,785.5440000131567,416.33832000697305,2463.408296154556,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
23,24.0,28.0,790.4000000000001,8742462.641783776,35668.03610494919,860.5400960000002,1724.385807308189,2954.7622554049412,783.8597892983946,415.4456883281492,2463.408296154556,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
24,25.0,28.0,790.4000000000001,7852841.783245565,0.0,860.5400960000002,1721.1291857654492,2942.1523661424108,780.5145505664722,413.6727118002303,2458.7559796649275,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
25,26.0,28.0,790.4000000000001,6988974.7251026,8891.339414948598,860.5400960000002,1708.2968065295456,2934.9985326992874,778.6167320989643,412.6668680124511,2440.4240093279222,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
26,27.0,28.0,790.4000000000001,6134730.650798196,9773.159389459579,860.5400960000002,1708.2968065295458,2932.32548163302,777.9076066044324,412.2910315003492,2440.4240093279227,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
27,28.0,28.0,790.4000000000001,5293287.930555318,0.0,860.5400960000002,1708.2968065295458,2928.769549949263,776.9642644268035,411.7910601462059,2440.424009327923,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
28,29.0,28.0,790.4000000000001,4467800.011906624,0.0,860.5400960000002,1703.8143070008573,2924.3376606175448,775.7885421393676,411.16792733386484,2434.0204385726533,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
29,30.0,28.0,790.4000000000001,3655038.580323424,0.0,860.5400960000002,1701.7546221103012,2920.8025253215746,774.8507169714808,410.67087999488484,2431.078031586145,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
30,31.0,28.0,790.4000000000001,2839098.631724296,2645.5821040458977,860.5400960000002,1701.7546221103012,2921.685446714888,775.0849444718706,410.7950205700914,2431.078031586145,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
31,32.0,28.0,790.4000000000001,2929623.3373760823,0.0,781.5000960000002,1556.0790672066742,2669.8897094229674,708.2868278996019,375.39201878678904,2222.9700960095347,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
32,33.0,28.0,790.4000000000001,3930014.4020257797,50300.19021422446,702.4600960000002,1398.5291235591385,2417.1490541457697,641.2380369417752,339.8561595791409,1997.8987479416267,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
33,34.0,28.0,790.4000000000001,5787388.460445534,42555.22129962873,626.614718389953,1271.1195193353135,2179.098222542976,578.086264117704,306.38571998238314,1815.8850276218766,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
34,35.0,28.0,790.4000000000001,7644762.518865296,34810.252385033295,626.614718389953,1271.1195193353135,2179.098222542976,578.086264117704,306.38571998238314,1815.8850276218766,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
35,36.0,28.0,790.4000000000001,9506743.04433095,23231.172556940466,626.6147183899535,1271.1195193353135,2177.818648363559,577.7468098198718,306.2058092045321,1815.8850276218766,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
36,37.0,28.0,790.4000000000001,11368723.569796605,11652.092728843912,626.6147183899535,1271.1195193353135,2177.818648363559,577.7468098198718,306.2058092045321,1815.8850276218766,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
37,38.0,28.0,790.4000000000001,13223792.151486438,5826.046364421956,626.6147183899535,1271.1195193353135,2179.738632745732,578.2561565703636,306.47576298229274,1815.8850276218766,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
38,39.0,28.0,790.4000000000001,15078860.73317627,0.0,626.6147183899535,1271.1195193353135,2179.738632745732,578.2561565703636,306.47576298229274,1815.8850276218766,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
39,40.0,28.0,790.4000000000001,16037867.573764794,0.0,705.6547183899535,1415.0074372054098,2428.6446719405412,644.287674023737,341.47246723258064,2021.4391960077285,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
40,41.0,28.0,790.4000000000001,16066020.760622514,0.0,784.6947183899537,1565.6590031907103,2687.2151313102077,712.8830357756149,377.8280089610759,2236.655718843872,1573131.1994776211,5886.519482570213,1725.8433144620208,183823318.15333372
