,t,C_dtes,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,22.0,988.0,1531186.787473937,83818.29225185513,811.8009686593399,1636.7075934074257,2269.705797805703,752.6540862902261,398.90666573381986,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
1,2.0,22.0,988.0,3101093.803207836,127351.46787706017,811.8009686593399,1636.7075934074257,2258.950178844602,749.0874299555242,397.0163378764278,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
2,3.0,22.0,988.0,4685417.030383379,155885.7970248647,811.8009686593399,1636.7075934074257,2254.945675666368,747.759502043645,396.3125360831319,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
3,4.0,22.0,988.0,6279319.853947196,174453.3678378351,811.8009686593398,1636.7075934074257,2252.2846766696334,746.8770917460449,395.84485862540384,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
4,5.0,22.0,988.0,7880391.058011574,185562.84613772295,811.8009686593398,1636.7075934074257,2250.293459863914,746.2167870197833,395.4948971204852,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
5,6.0,22.0,988.0,9488616.70208687,189228.73582280427,811.8009686593398,1636.7075934074257,2248.3061154164366,745.5577664010291,395.14561619254545,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
6,7.0,22.0,988.0,11101604.248188352,187940.26993948966,811.8009686593398,1636.7075934074257,2246.983364853607,745.1191308663184,394.9131393591488,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
7,8.0,22.0,988.0,12721723.090353407,179232.29475753568,811.8009686593398,1636.7075934074257,2245.0024492803923,744.46224211791,394.56498832249235,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
8,9.0,22.0,988.0,14346588.442684751,165585.97793320566,811.8009686593398,1636.7075934074257,2243.683974234201,744.02502438152,394.3332629222056,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
9,10.0,22.0,988.0,15976194.169327099,147007.7033040151,811.8009686593398,1636.7075934074257,2242.3672035922555,743.5883718403294,394.1018370753746,2338.153704867751,2441037.6197653213,26085.56490474399,2151.8168248020725,224134861.25297335
