,t,C_cs,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,26.82,494.0,658523.7656324771,67163.37347735465,453.58880420417256,901.7144124493503,2512.112192761664,416.5190724122703,220.75510837850328,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
1,2.0,26.82,494.0,1360316.910615299,111817.68551803008,453.58880420417256,901.7144124493503,2500.092920719901,414.5262250958444,219.69889930079754,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
2,3.0,26.82,494.0,2078219.9947615843,148091.48422997072,453.5888042041722,901.7144124493503,2495.617937618939,413.7842535327733,219.30565437236984,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
3,4.0,26.82,494.0,2806828.160173487,178796.4179498502,453.5888042041722,901.7144124493503,2492.6443039340456,413.29121219978884,219.0443424658881,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
4,5.0,26.82,494.0,3543446.9027215894,205334.18829439953,453.5888042041722,901.7144124493503,2490.4191436184346,412.92227099035665,218.84880362488903,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
5,6.0,26.82,494.0,4288060.644079959,227712.89922768995,453.5888042041722,901.7144124493503,2488.198310615583,412.5540472681058,218.6536450520961,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
6,7.0,26.82,494.0,5037995.75244621,247323.3944226019,453.5888042041722,901.7144124493503,2486.7201531133933,412.30896235770047,218.52375004958125,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
7,8.0,26.82,494.0,5795899.996545926,262788.28437623195,453.5888042041722,901.7144124493503,2484.5065042985425,411.94192980490885,218.3292227966017,1288.1634463562148,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
8,9.0,26.82,494.0,6824208.753969582,231712.59938645735,438.91685123054106,883.4121508042494,2409.394139486337,399.48797467964897,211.72862658021396,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
9,10.0,26.82,494.0,7857643.472673317,197970.35020954534,438.91685123054106,883.4121508042494,2407.970261352981,399.2518895234835,211.60350144744626,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
10,11.0,26.82,494.0,8893638.687929243,162896.1111805234,438.91685123054106,883.4121508042494,2407.259012310706,399.1339613544327,211.54099951784934,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
11,12.0,26.82,494.0,9934749.936134074,125160.47275802866,438.91685123054106,883.4121508042494,2405.837892047121,398.8983334650095,211.41611673645505,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
12,13.0,26.82,494.0,10978416.72393752,86095.42312852293,438.91685123054106,883.4121508042494,2405.1280199363987,398.7806335971686,211.35373580649937,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
13,14.0,26.82,494.0,12027189.645175645,44374.12390840519,438.91685123054106,883.4121508042494,2403.7096495378732,398.545461647272,211.2290946730542,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
14,15.0,26.82,494.0,13081062.11612669,0.0,438.91685123054106,883.4121508042494,2402.293107950951,398.31059292225314,211.10461424879418,1262.017358291785,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
15,16.0,26.82,494.0,13239553.821786242,0.0,488.31685123054103,965.3529423559439,2651.0099871985876,439.54892779280436,232.96093173018633,1379.0756319370628,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
16,17.0,26.82,494.0,12444843.542989822,0.0,537.716851230541,1061.7707379212352,2915.7883162141443,483.4503205387986,256.2286698855633,1516.8153398874788,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
17,18.0,26.82,494.0,11599205.280333402,0.0,537.716851230541,1066.9221790810698,2929.9349783974685,485.7958983467111,257.4718261237569,1524.1745415443854,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
18,19.0,26.82,494.0,10682666.370509578,23950.457864916883,537.716851230541,1069.436851306139,2949.6296026106365,489.0613522672857,259.20251670166147,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
19,20.0,26.82,494.0,9720472.499668995,71650.97495981865,537.716851230541,1069.436851306139,2962.311536226403,491.1640717402667,260.3169580223414,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
20,21.0,26.82,494.0,8745156.716892263,126177.610810576,537.716851230541,1069.436851306139,2965.9565117642223,491.76842445761446,260.63726496253565,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
21,22.0,26.82,494.0,7776406.226074185,177288.93166800588,537.716851230541,1069.436851306139,2964.1328195534848,491.4660483972735,260.477005650555,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
22,23.0,26.82,494.0,6820760.320400603,221583.14729886875,537.716851230541,1069.436851306139,2960.492657013347,490.862493695769,260.1571216587576,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
23,24.0,26.82,494.0,5887964.383019324,253990.6349978773,537.716851230541,1069.436851306139,2954.1454435988185,489.8100982448653,259.5993520697786,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
24,25.0,26.82,494.0,5000553.858689174,262788.28437623195,537.7168512305411,1069.436851306139,2941.538384417952,487.7197932772004,258.4914904369162,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
25,26.0,26.82,494.0,4138891.3547385335,258191.61700456217,537.7168512305411,1069.436851306139,2934.3861565347524,486.53392294379125,257.86297916020936,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
26,27.0,26.82,494.0,3286849.674906453,248590.12348545156,537.7168512305411,1069.436851306139,2931.7137053907077,486.0908189794094,257.628134059087,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
27,28.0,26.82,494.0,2447606.4760831185,232330.76244784798,537.7168512305411,1069.436851306139,2928.1585717771673,485.50136244188684,257.31572209420005,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
28,29.0,26.82,494.0,1624314.4980619028,207773.4545846656,537.7168512305411,1069.436851306139,2923.727677109912,484.76670093191154,256.9263514939131,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
29,30.0,26.82,494.0,813746.1508560549,176597.21684495825,537.7168512305417,1069.436851306139,2920.1933352167543,484.180691751602,256.6157666283491,1527.7669304373417,1296372.978383236,30753.52894658515,1071.3564862155501,121886664.00800347
