,t,C_cs,W_dot_gen,m_ch,m_dh,w_dot,v_dot,m_dot_cs,m_dot_hpt,m_dot_e,m_dot_ds,M_cm_max,M_dm_max,V_dot_max,C_desal
0,1.0,44.7,494.0,199565.5726919602,117546.91512374673,478.6694419373792,938.3419151322861,2639.600579689585,437.657198655023,231.9583152871622,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
1,2.0,44.7,494.0,444793.05210347706,211340.15780988988,478.6694419373792,938.3419151322861,2626.9167167119303,435.5541592854917,230.84370442131063,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
2,3.0,44.7,494.0,707021.2500458565,296289.49694058805,478.66944193737925,938.3419151322861,2622.1942948978067,434.7711613130183,230.4287154958997,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
3,4.0,44.7,494.0,980546.4536193367,375362.04750581086,478.66944193737925,938.3419151322861,2619.056237778052,434.25085786301196,230.15295466739636,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
4,5.0,44.7,494.0,1262525.1693867724,450037.0164974956,478.66944193737925,938.3419151322861,2616.708039946398,433.86151650099026,229.94660374552484,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
5,6.0,44.7,494.0,1552940.9576377645,520322.95597848855,478.66944193737925,938.3419151322861,2614.3644087009657,433.4729322987255,229.74065411832453,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
6,7.0,44.7,494.0,1848972.351371957,587687.6146201603,478.66944193737925,938.3419151322861,2612.8045182889655,433.21429571818453,229.60357673063783,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
7,8.0,44.7,494.0,2153413.5244457275,650677.4418529775,478.66944193737925,938.3419151322861,2610.468468472416,432.82696854963626,229.39829333130723,1340.4884501889803,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
8,9.0,44.7,494.0,3338857.174173981,564060.9139179736,430.2202358523131,878.317331562803,2365.745558290615,392.25085103360385,207.89295104781004,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
9,10.0,44.7,494.0,4529325.22035615,474830.65659370273,430.2202358523131,878.317331562803,2364.3498926089724,392.0194436240182,207.77030512072966,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
10,11.0,44.7,494.0,5722303.029896684,384294.80121202394,430.2202358523124,878.317331562803,2363.652736120537,391.90385206137785,207.70904159253027,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
11,12.0,44.7,494.0,6920295.504278032,291150.2789004985,430.2202358523124,878.317331562803,2362.2597736647554,391.67289285833783,207.58663321491906,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
12,13.0,44.7,494.0,8120792.883280287,196702.68608388212,430.2202358523124,878.317331562803,2361.563966825615,391.557525073391,207.52548828889724,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
13,14.0,44.7,494.0,9326295.223756239,99651.47410306428,430.2202358523124,878.317331562803,2360.1736997495873,391.3270127759782,207.40331677126844,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
14,15.0,44.7,494.0,10536796.072432736,0.0,430.2202358523124,878.317331562803,2358.7852252494363,391.09679769540276,207.28130277856346,1254.7390450897187,1062593.3505719071,76147.33507018318,1057.469825866223,120572514.90343806
